,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
BELARUS,BLR,-0.93,0.56,1.00,20.00,0.97,57.77,-0.63,0.28,4.00,32.68,8.74,52.91,-0.50,0.25,5.00,36.59,16.50,57.28,-0.78,0.23,5.00,28.78,7.28,41.75,-0.70,0.18,6.00,28.78,13.11,43.20,-0.92,0.18,6.00,16.59,9.71,28.16,-0.87,0.17,6.00,19.51,12.62,34.47,-0.63,0.17,8.00,31.71,17.48,44.66,-0.68,0.17,8.00,27.18,15.94,40.58,-0.64,0.15,10.00,31.07,18.84,42.51,-0.64,0.16,10.00,29.19,19.52,42.86,-0.73,0.14,10.00,27.14,18.01,36.49,-0.72,0.14,9.00,24.64,18.40,38.21,-0.52,0.13,11.00,36.97,25.47,47.64,-0.52,0.14,11.00,37.44,24.06,49.53,-0.32,0.14,10.00,47.60,35.41,55.98,-0.37,0.14,10.00,45.67,32.54,53.59
BELGIUM,BEL,1.31,0.23,5.00,86.34,82.52,92.23,1.32,0.19,5.00,86.34,83.50,92.72,1.46,0.23,5.00,91.71,84.47,92.72,1.45,0.18,5.00,91.22,83.50,91.75,1.38,0.20,5.00,90.73,83.01,91.75,1.35,0.19,5.00,90.24,83.50,91.75,1.34,0.18,5.00,90.24,82.04,92.23,1.25,0.19,6.00,85.37,79.13,91.75,1.30,0.20,6.00,86.41,80.68,91.79,1.32,0.19,6.00,86.89,80.19,91.79,1.43,0.18,7.00,90.91,84.29,92.86,1.49,0.19,7.00,90.48,84.36,93.36,1.56,0.17,8.00,91.47,86.32,93.87,1.56,0.16,9.00,91.00,85.38,94.34,1.64,0.16,9.00,91.94,89.62,95.28,1.55,0.15,9.00,91.35,89.00,93.30,1.58,0.15,9.00,90.87,89.47,93.30
BELIZE,BLZ,-0.01,0.56,1.00,60.49,20.39,79.61,-0.13,0.38,2.00,56.10,26.70,68.93,-0.20,0.35,2.00,53.17,25.24,68.93,-0.24,0.37,2.00,48.29,26.70,67.48,-0.13,0.31,2.00,54.15,32.52,67.96,-0.27,0.29,3.00,48.78,24.76,61.65,-0.26,0.27,3.00,49.27,28.64,60.68,-0.36,0.26,4.00,43.41,23.30,59.22,-0.36,0.25,5.00,42.72,21.74,58.94,-0.33,0.24,6.00,44.66,27.54,60.39,-0.04,0.24,6.00,57.89,40.48,68.10,-0.09,0.24,6.00,56.19,38.39,66.82,-0.26,0.21,7.00,51.66,31.13,60.85,-0.10,0.24,6.00,55.92,38.21,66.04,-0.07,0.25,6.00,57.35,38.68,65.57,-0.19,0.21,6.00,52.40,36.36,61.24,-0.21,0.19,7.00,51.92,36.36,61.24
BENIN,BEN,-0.93,0.56,1.00,20.00,0.97,57.77,-0.60,0.34,3.00,33.17,5.83,57.28,-0.49,0.33,3.00,37.56,9.71,61.65,-0.79,0.34,3.00,28.29,0.97,50.00,-0.57,0.26,4.00,35.61,13.11,53.88,-0.49,0.23,5.00,38.54,18.45,54.37,-0.97,0.20,7.00,17.56,7.28,32.52,-0.63,0.16,11.00,31.22,18.45,42.23,-0.49,0.16,11.00,38.83,23.19,52.17,-0.53,0.16,11.00,36.89,22.22,48.79,-0.67,0.17,10.00,27.27,17.62,41.43,-0.74,0.17,10.00,26.19,15.17,38.39,-0.64,0.17,10.00,28.91,19.34,45.75,-0.93,0.18,10.00,18.96,8.49,28.77,-0.84,0.18,11.00,21.33,11.32,36.32,-0.78,0.19,10.00,24.04,12.44,39.23,-0.61,0.17,12.00,30.77,16.75,47.37
BERMUDA,BMU,1.36,0.56,1.00,89.27,70.39,98.06,1.38,0.51,1.00,90.73,70.39,95.15,1.38,0.50,1.00,89.76,72.33,95.15,1.30,0.47,1.00,89.27,70.87,94.17,1.32,0.38,1.00,89.27,75.24,94.17,1.28,0.39,1.00,87.80,75.24,94.17,1.27,0.32,1.00,88.29,73.79,92.72,1.28,0.42,1.00,88.78,72.33,94.66,1.30,0.41,1.00,89.32,73.43,94.20,1.32,0.40,1.00,89.81,73.91,94.69,1.35,0.42,1.00,88.52,72.86,95.24,1.33,0.43,1.00,88.10,72.04,94.79,1.31,0.40,1.00,88.15,72.64,94.81,1.30,0.42,1.00,87.20,72.17,95.28,1.30,0.43,1.00,87.20,71.23,95.75,1.25,0.42,1.00,87.02,70.33,95.22,1.25,0.42,1.00,86.54,70.33,95.22
BHUTAN,BTN,0.44,0.56,1.00,70.24,36.41,86.89,0.72,0.38,2.00,78.05,61.65,87.38,0.38,0.26,3.00,67.80,58.25,80.10,0.58,0.27,3.00,73.17,62.14,83.01,0.75,0.26,3.00,76.10,66.50,84.95,0.62,0.28,5.00,75.12,60.19,83.50,0.75,0.23,6.00,73.66,66.02,83.01,0.69,0.25,6.00,75.12,64.56,83.98,0.77,0.26,6.00,74.27,69.08,85.51,0.72,0.25,6.00,74.76,66.18,83.09,0.81,0.22,7.00,75.12,70.95,84.76,0.82,0.21,7.00,75.24,71.56,84.36,0.74,0.21,7.00,73.46,68.87,82.08,0.85,0.22,7.00,78.20,70.75,83.96,0.84,0.20,9.00,78.20,70.28,83.02,1.27,0.21,8.00,88.46,79.90,91.39,0.98,0.20,8.00,80.77,73.21,89.00
BOLIVIA,BOL,-0.90,0.30,3.00,21.95,5.34,39.81,-0.19,0.21,4.00,51.22,36.41,64.08,-0.37,0.23,5.00,45.85,26.21,59.22,-0.95,0.18,6.00,17.56,3.40,33.98,-0.79,0.19,7.00,24.39,9.22,40.78,-0.77,0.17,11.00,22.93,13.11,38.83,-0.76,0.17,11.00,25.37,14.08,39.32,-0.40,0.16,13.00,41.46,29.13,54.37,-0.36,0.16,13.00,43.20,31.40,57.00,-0.49,0.16,13.00,38.35,23.19,49.76,-0.63,0.17,13.00,30.14,19.05,46.19,-0.44,0.17,14.00,39.05,27.49,54.03,-0.53,0.16,15.00,35.55,22.17,51.42,-0.71,0.15,15.00,26.07,17.92,39.62,-0.59,0.15,14.00,33.18,22.17,48.11,-0.64,0.15,13.00,29.81,19.62,42.58,-0.68,0.14,13.00,27.88,16.27,39.71
BOSNIA AND HERZEGOVINA,BIH,-0.35,0.31,2.00,41.95,22.33,62.62,-0.28,0.19,4.00,44.39,33.50,61.65,-0.49,0.21,5.00,38.54,21.84,55.34,-0.35,0.17,5.00,43.90,34.47,55.83,-0.30,0.16,6.00,46.83,35.44,56.80,-0.31,0.15,9.00,47.32,34.47,55.83,-0.20,0.15,9.00,51.22,39.81,56.80,-0.30,0.16,10.00,46.34,35.44,57.77,-0.37,0.16,11.00,41.75,31.40,56.04,-0.35,0.14,11.00,44.17,32.37,56.04,-0.37,0.15,11.00,43.54,30.48,55.71,-0.32,0.14,11.00,47.14,33.65,55.92,-0.31,0.15,10.00,47.39,35.38,56.13,-0.29,0.13,13.00,48.82,38.21,57.08,-0.22,0.14,12.00,52.61,40.57,59.43,-0.28,0.15,11.00,49.04,36.36,56.46,-0.37,0.14,12.00,44.71,32.06,53.59
BOTSWANA,BWA,0.59,0.30,3.00,74.63,61.17,84.47,0.71,0.20,5.00,77.56,66.50,83.50,0.67,0.24,5.00,75.12,65.05,84.47,0.61,0.18,7.00,74.63,66.50,82.52,1.25,0.19,8.00,85.85,80.58,91.75,0.88,0.17,9.00,80.00,73.30,85.44,1.14,0.17,9.00,83.41,78.64,90.78,0.91,0.15,11.00,79.02,74.27,84.95,0.95,0.16,11.00,80.10,73.91,85.99,1.00,0.16,11.00,80.10,74.88,85.51,0.92,0.16,11.00,78.95,72.86,84.76,1.00,0.16,11.00,80.48,74.41,86.26,0.98,0.16,11.00,80.09,73.11,85.85,0.92,0.15,12.00,78.67,73.11,83.02,0.91,0.14,13.00,79.15,72.64,83.02,0.80,0.14,12.00,75.96,70.33,81.82,0.84,0.14,14.00,77.40,70.81,82.30
BRAZIL,BRA,-0.07,0.23,5.00,56.10,37.86,65.05,0.00,0.18,6.00,60.98,43.20,65.05,0.02,0.21,6.00,59.51,47.57,65.53,0.01,0.17,7.00,58.54,48.06,63.59,0.10,0.17,8.00,59.02,51.46,68.45,0.05,0.16,10.00,57.07,50.00,65.05,-0.17,0.16,10.00,51.71,40.78,57.77,-0.14,0.15,14.00,54.15,41.75,60.68,-0.12,0.15,13.00,54.85,42.03,60.39,-0.02,0.15,13.00,58.74,48.79,62.80,-0.12,0.16,14.00,55.50,42.38,62.86,0.00,0.16,15.00,58.57,49.76,65.40,0.15,0.15,16.00,63.03,56.13,68.87,-0.07,0.14,15.00,57.35,48.11,63.21,-0.12,0.14,15.00,55.45,47.64,61.79,-0.38,0.14,12.00,44.23,32.06,53.11,-0.43,0.14,12.00,41.35,29.19,51.67
BRUNEI DARUSSALAM,BRN,0.54,0.47,2.00,72.20,44.66,86.89,0.38,0.46,2.00,66.34,40.78,83.98,0.39,0.46,2.00,68.78,46.12,84.95,0.30,0.39,2.00,65.37,44.17,82.52,0.29,0.35,2.00,64.39,48.54,80.10,0.41,0.35,2.00,69.76,51.46,83.01,0.26,0.29,2.00,62.44,50.97,73.30,0.23,0.35,2.00,62.93,44.66,77.67,0.24,0.36,2.00,63.11,43.96,78.26,0.54,0.27,4.00,72.82,60.87,79.71,1.02,0.23,5.00,80.86,72.86,90.00,0.89,0.22,5.00,79.52,72.04,86.26,0.88,0.22,5.00,78.20,71.70,85.85,0.64,0.21,4.00,72.51,65.57,81.13,0.73,0.21,4.00,74.41,67.92,81.60,0.63,0.23,3.00,71.63,63.16,79.90,0.64,0.22,3.00,73.08,65.55,81.34
BULGARIA,BGR,-0.78,0.30,3.00,25.85,5.83,43.20,-0.24,0.19,5.00,47.32,35.92,61.65,-0.21,0.20,7.00,51.71,33.50,62.62,-0.20,0.16,7.00,51.71,38.83,61.17,-0.07,0.15,8.00,55.12,46.60,61.17,0.10,0.15,9.00,58.05,52.91,66.99,0.06,0.14,9.00,57.07,51.46,63.59,-0.10,0.13,13.00,54.63,45.15,60.68,-0.23,0.13,13.00,51.46,39.61,57.49,-0.30,0.12,13.00,47.09,37.68,56.52,-0.25,0.13,13.00,51.20,39.05,58.57,-0.21,0.13,13.00,52.38,42.18,58.77,-0.22,0.12,14.00,53.08,40.09,57.08,-0.24,0.12,14.00,52.13,40.57,58.49,-0.29,0.13,13.00,49.76,38.21,56.60,-0.28,0.13,13.00,48.56,37.80,55.98,-0.31,0.12,13.00,48.56,36.36,55.50
BURKINA FASO,BFA,0.22,0.47,2.00,64.39,31.07,83.01,-0.24,0.33,4.00,46.83,25.24,65.05,-0.14,0.31,4.00,54.63,30.10,66.99,-0.02,0.31,4.00,57.07,35.44,69.90,-0.03,0.25,5.00,56.59,42.72,67.96,-0.15,0.22,7.00,52.68,36.89,61.65,-0.09,0.22,7.00,54.15,39.32,63.11,-0.32,0.16,11.00,44.88,34.47,57.28,-0.35,0.16,11.00,44.66,32.37,57.49,-0.32,0.15,12.00,45.15,32.85,56.52,-0.38,0.16,12.00,42.58,29.05,56.19,-0.39,0.16,12.00,43.81,29.86,54.98,-0.39,0.16,13.00,43.13,28.30,56.13,-0.51,0.15,14.00,37.91,25.00,50.94,-0.57,0.14,14.00,35.07,23.11,49.06,-0.53,0.14,13.00,37.02,25.84,47.85,-0.34,0.14,13.00,47.12,33.97,55.98
BURUNDI,BDI,-1.39,0.56,1.00,4.88,0.00,33.50,-1.15,0.34,3.00,6.83,2.43,33.50,-1.01,0.33,3.00,9.76,1.94,39.32,-0.94,0.34,3.00,19.51,0.49,42.72,-1.05,0.26,4.00,10.73,2.43,33.50,-0.97,0.23,5.00,15.61,5.34,32.04,-0.90,0.23,5.00,18.54,7.77,38.35,-1.05,0.19,8.00,12.20,4.85,25.73,-1.11,0.19,9.00,8.74,3.38,21.74,-1.02,0.19,9.00,13.59,4.35,27.54,-1.07,0.19,9.00,13.40,3.33,24.76,-1.10,0.19,9.00,12.38,2.84,22.75,-1.12,0.18,10.00,10.90,2.83,21.23,-1.44,0.18,11.00,1.42,0.00,11.32,-1.38,0.17,12.00,3.32,0.00,12.26,-1.19,0.18,11.00,9.62,3.35,19.14,-1.17,0.17,11.00,10.10,2.87,17.70
CAMBODIA,KHM,-0.96,0.31,2.00,17.07,2.91,37.38,-1.08,0.21,3.00,8.78,2.43,26.70,-0.85,0.22,4.00,21.46,5.34,38.35,-0.99,0.18,4.00,15.12,2.43,33.01,-0.94,0.20,6.00,15.61,5.34,33.50,-1.02,0.21,7.00,14.15,5.34,27.67,-1.18,0.18,9.00,10.24,1.46,18.93,-1.23,0.15,12.00,7.80,3.40,15.53,-1.10,0.16,12.00,10.19,4.35,20.77,-1.20,0.15,13.00,6.80,3.86,16.91,-1.16,0.15,13.00,8.61,2.86,19.05,-1.23,0.15,13.00,6.67,1.90,16.11,-1.22,0.16,13.00,7.11,2.36,18.40,-1.04,0.16,13.00,14.22,4.72,24.53,-1.01,0.15,13.00,16.11,7.55,23.58,-1.08,0.15,12.00,12.50,6.70,21.05,-1.04,0.14,12.00,12.50,8.13,20.57
CAMEROON,CMR,-1.16,0.30,3.00,7.32,2.43,27.67,-1.04,0.20,5.00,11.22,2.43,29.13,-1.06,0.24,5.00,8.78,3.40,30.10,-1.09,0.19,5.00,9.27,0.97,29.13,-0.86,0.19,7.00,18.05,8.74,37.38,-1.07,0.19,8.00,11.71,4.85,23.30,-1.16,0.17,9.00,11.22,2.91,19.42,-1.03,0.15,11.00,13.66,6.31,23.79,-0.95,0.16,12.00,16.50,8.70,26.57,-0.94,0.16,12.00,17.48,6.76,28.50,-0.92,0.17,12.00,18.66,7.62,29.05,-0.99,0.17,12.00,16.19,5.21,27.49,-1.08,0.15,14.00,12.80,4.72,21.23,-1.26,0.15,14.00,5.69,1.42,16.51,-1.19,0.14,14.00,9.48,2.36,17.45,-1.15,0.14,14.00,10.10,4.78,18.18,-1.03,0.14,14.00,12.98,8.61,20.57
CANADA,CAN,2.20,0.23,5.00,97.07,93.20,100.00,2.24,0.19,5.00,97.07,93.20,100.00,2.23,0.23,5.00,95.61,92.72,100.00,2.11,0.18,5.00,95.12,92.23,99.51,2.04,0.20,5.00,94.63,92.23,98.54,1.85,0.18,6.00,92.20,91.75,97.09,1.86,0.18,6.00,94.15,92.23,97.57,1.96,0.16,9.00,94.63,91.75,98.06,1.99,0.17,10.00,94.66,92.27,98.07,1.99,0.16,10.00,95.15,92.27,98.07,2.08,0.17,10.00,96.65,93.81,99.05,2.10,0.18,10.00,96.19,93.36,99.53,2.00,0.17,11.00,95.26,92.92,99.06,1.94,0.16,11.00,95.26,92.92,97.64,1.89,0.16,10.00,95.26,91.51,97.17,1.82,0.15,10.00,93.75,91.39,95.69,1.85,0.15,10.00,93.75,91.39,96.17
CAPE VERDE,CPV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.32,0.43,2.00,42.44,12.14,66.50,0.13,0.40,2.00,62.93,34.95,80.10,0.38,0.32,4.00,68.29,53.88,82.52,0.29,0.29,4.00,64.88,51.46,76.21,0.27,0.25,5.00,63.41,53.40,76.21,0.34,0.25,5.00,65.85,55.34,73.79,0.67,0.22,6.00,74.63,66.50,81.55,0.79,0.22,6.00,74.76,70.05,84.54,0.79,0.21,6.00,75.24,69.57,83.57,0.77,0.21,6.00,74.64,70.95,84.29,0.80,0.19,7.00,74.76,71.56,82.94,0.86,0.20,7.00,77.25,71.70,83.96,0.81,0.21,7.00,74.41,70.28,83.02,0.78,0.20,8.00,74.88,69.34,82.08,0.90,0.21,8.00,79.81,70.33,84.21,0.91,0.20,9.00,78.85,70.81,83.73
CAYMAN ISLANDS,CYM,1.36,0.56,1.00,89.27,70.39,98.06,1.38,0.51,1.00,90.73,70.39,95.15,1.38,0.50,1.00,89.76,72.33,95.15,1.30,0.47,1.00,89.27,70.87,94.17,1.32,0.38,1.00,89.27,75.24,94.17,1.24,0.39,1.00,87.32,73.30,93.20,1.27,0.32,1.00,88.29,73.79,92.72,1.28,0.42,1.00,88.78,72.33,94.66,1.30,0.41,1.00,89.32,73.43,94.20,0.84,0.40,1.00,78.16,62.80,91.79,1.11,0.29,2.00,84.21,72.86,90.95,1.13,0.29,2.00,84.29,72.99,91.94,1.35,0.28,2.00,88.63,78.30,93.40,1.36,0.30,2.00,89.10,78.30,94.34,1.37,0.30,2.00,89.57,78.77,94.81,1.03,0.31,2.00,81.25,69.86,90.91,1.03,0.29,2.00,82.21,69.86,90.43
CENTRAL AFRICAN REPUBLIC,CAF,-1.39,0.56,1.00,4.88,0.00,33.50,-1.00,0.34,3.00,14.15,2.43,39.32,-1.19,0.33,3.00,5.37,1.46,30.10,-1.11,0.34,3.00,8.78,0.49,34.95,-1.23,0.26,4.00,7.32,1.46,23.79,-1.33,0.23,5.00,5.37,0.49,16.02,-1.20,0.23,5.00,9.27,0.97,21.84,-1.11,0.23,5.00,10.24,2.91,26.21,-1.09,0.23,6.00,10.68,3.38,25.12,-0.98,0.25,5.00,16.02,4.35,32.85,-0.91,0.19,8.00,19.14,6.67,30.95,-0.84,0.19,8.00,21.43,10.43,36.02,-0.84,0.19,8.00,20.38,9.91,35.38,-0.88,0.20,8.00,19.91,9.43,36.32,-1.02,0.20,9.00,15.64,3.77,25.94,-1.15,0.20,9.00,10.58,3.35,21.05,-1.31,0.19,8.00,6.25,1.44,13.88
CHAD,TCD,-0.93,0.56,1.00,20.00,0.97,57.77,-0.94,0.34,3.00,16.59,2.43,41.26,-0.82,0.33,3.00,22.93,4.37,48.54,-0.94,0.34,3.00,19.51,0.49,42.72,-1.26,0.23,5.00,5.37,1.46,17.96,-1.28,0.21,6.00,6.83,1.46,16.02,-1.43,0.21,6.00,3.90,0.00,14.08,-1.28,0.16,9.00,6.34,2.43,14.56,-1.30,0.17,9.00,5.34,2.42,14.01,-1.45,0.16,9.00,3.40,0.97,7.25,-1.36,0.18,9.00,4.31,0.95,13.81,-1.34,0.18,9.00,2.86,0.95,14.69,-1.26,0.18,9.00,5.69,1.42,18.40,-1.25,0.19,9.00,7.11,0.47,18.87,-1.29,0.19,10.00,5.69,0.47,16.98,-1.23,0.18,10.00,8.17,2.87,16.75,-1.29,0.18,10.00,6.73,1.91,13.88
CHILE,CHL,1.45,0.23,5.00,89.76,84.47,93.20,1.36,0.18,6.00,87.80,83.98,92.72,1.54,0.21,6.00,92.20,85.44,92.72,1.55,0.17,7.00,91.71,85.92,92.23,1.30,0.17,8.00,86.34,83.01,91.75,1.37,0.17,9.00,90.73,83.50,91.75,1.45,0.16,10.00,91.22,83.98,92.72,1.43,0.15,13.00,91.22,84.95,91.75,1.34,0.15,13.00,90.29,84.06,91.79,1.33,0.15,13.00,90.29,82.13,91.79,1.35,0.16,13.00,89.00,82.86,91.43,1.49,0.17,13.00,90.00,84.83,93.36,1.52,0.15,13.00,90.52,86.32,93.40,1.57,0.15,13.00,91.47,87.74,93.87,1.53,0.14,13.00,90.52,85.38,93.40,1.48,0.14,12.00,90.87,84.21,92.34,1.26,0.14,12.00,87.50,82.30,89.95
CHINA,CHN,-0.25,0.18,6.00,43.90,31.07,61.17,-0.25,0.16,7.00,45.85,36.41,61.17,-0.24,0.18,7.00,51.22,33.98,62.14,-0.65,0.16,7.00,33.66,23.79,41.75,-0.41,0.16,8.00,43.41,30.58,53.40,-0.56,0.15,10.00,34.63,22.82,47.57,-0.63,0.14,10.00,31.71,19.42,43.20,-0.52,0.14,11.00,36.59,25.73,46.60,-0.60,0.14,12.00,32.52,20.77,42.03,-0.54,0.14,12.00,35.92,23.19,46.86,-0.54,0.14,12.00,34.93,23.81,47.62,-0.60,0.14,13.00,32.38,21.80,45.02,-0.55,0.14,14.00,35.07,22.64,46.70,-0.48,0.14,14.00,38.86,26.89,50.94,-0.35,0.13,13.00,47.39,34.91,55.19,-0.33,0.13,11.00,47.12,35.89,54.07,-0.27,0.13,11.00,50.00,37.80,56.94
COLOMBIA,COL,-0.49,0.23,5.00,32.68,22.82,53.40,-0.43,0.18,6.00,39.51,28.16,55.34,-0.40,0.21,6.00,42.44,26.21,58.25,-0.24,0.17,7.00,49.76,36.41,59.22,-0.17,0.17,8.00,51.71,41.75,59.22,-0.10,0.16,11.00,54.63,46.12,60.19,-0.12,0.16,12.00,52.20,45.15,59.22,-0.10,0.15,14.00,55.12,44.66,60.68,-0.19,0.15,15.00,53.40,40.10,58.94,-0.22,0.15,15.00,50.49,40.58,59.42,-0.30,0.15,15.00,48.80,33.33,57.62,-0.41,0.16,15.00,42.86,28.91,54.98,-0.30,0.15,16.00,48.34,35.38,56.13,-0.43,0.14,16.00,40.76,28.30,53.77,-0.43,0.14,15.00,41.23,28.77,52.83,-0.39,0.14,14.00,42.79,31.10,52.63,-0.29,0.13,14.00,49.04,36.84,56.46
COMOROS,COM,-0.93,0.56,1.00,20.00,0.97,57.77,-1.31,0.34,3.00,2.93,0.49,26.70,-1.12,0.33,3.00,6.34,1.46,32.04,-0.87,0.34,3.00,24.39,0.49,46.12,-0.84,0.30,3.00,20.49,4.37,45.63,-0.84,0.26,4.00,20.00,8.25,43.69,-0.82,0.26,4.00,21.46,9.22,43.20,-0.64,0.27,4.00,30.24,10.68,52.43,-0.65,0.27,4.00,30.10,10.63,52.66,-0.75,0.27,4.00,24.27,7.25,47.34,-0.78,0.28,5.00,23.44,6.19,47.14,-0.75,0.28,5.00,24.76,7.11,49.29,-0.71,0.28,5.00,25.59,8.96,51.89,-0.69,0.29,5.00,27.49,10.85,53.30,-0.69,0.29,6.00,26.07,10.85,52.36,-0.53,0.29,6.00,36.54,13.88,56.46,-0.64,0.28,5.00,30.29,11.48,52.63
"CONGO, DEM. REP.",ZAR,-2.06,0.47,2.00,0.00,0.00,5.34,-1.90,0.33,4.00,0.00,0.00,2.43,-1.57,0.31,4.00,1.46,0.00,9.71,-1.26,0.31,4.00,2.93,0.49,30.10,-1.41,0.25,5.00,3.41,0.49,13.11,-1.43,0.19,7.00,3.41,0.49,11.17,-1.42,0.19,7.00,4.39,0.00,12.62,-1.48,0.22,7.00,2.93,0.00,10.19,-1.30,0.22,8.00,5.83,0.97,17.39,-1.17,0.22,8.00,7.28,2.42,22.22,-1.36,0.19,10.00,3.83,0.95,13.81,-1.42,0.18,11.00,2.38,0.47,11.37,-1.40,0.17,11.00,2.84,0.94,11.79,-1.30,0.17,11.00,4.74,0.47,16.51,-1.30,0.17,12.00,5.21,0.94,16.04,-1.29,0.17,11.00,6.73,1.91,13.88,-1.25,0.16,11.00,9.13,2.39,14.83
"CONGO, REP.",COG,-1.11,0.47,2.00,10.24,0.49,42.72,-1.13,0.33,4.00,7.80,2.43,33.50,-0.96,0.31,4.00,12.20,2.91,40.29,-0.87,0.31,4.00,24.88,0.97,43.20,-0.94,0.28,4.00,16.10,3.88,40.29,-0.84,0.25,5.00,20.49,9.22,42.23,-1.01,0.19,7.00,14.63,6.31,29.61,-1.05,0.19,8.00,11.71,4.37,26.21,-1.10,0.20,8.00,9.71,3.38,21.74,-1.13,0.20,8.00,8.74,3.38,21.74,-1.18,0.19,8.00,7.66,1.90,21.43,-1.11,0.18,8.00,11.43,2.84,21.80,-1.08,0.18,8.00,13.27,4.25,23.11,-1.19,0.18,9.00,9.48,1.42,19.34,-1.19,0.18,10.00,10.43,1.89,19.81,-1.22,0.17,10.00,9.13,3.35,16.75,-1.22,0.16,10.00,9.62,2.87,15.79
COOK ISLANDS,COK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.27,0.37,1.00,48.78,19.42,65.53,-0.21,0.37,1.00,50.73,27.18,68.93,-0.23,0.45,1.00,50.24,14.56,72.33,0.07,0.78,1.00,57.56,9.71,89.81,0.60,0.70,1.00,71.22,36.89,92.72,0.64,0.79,1.00,73.66,29.13,94.17,1.06,0.82,1.00,82.04,49.28,99.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.56,0.59,1.00,33.01,0.95,70.48,-0.24,0.58,1.00,50.95,8.53,73.93,-0.21,0.59,1.00,54.03,8.02,74.06,-0.20,0.63,1.00,53.55,8.49,77.36,-0.19,0.68,1.00,53.08,5.19,79.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COSTA RICA,CRI,0.57,0.27,4.00,73.66,62.62,83.50,0.78,0.21,4.00,80.00,67.48,83.98,0.76,0.23,5.00,79.02,67.48,84.47,0.59,0.18,6.00,73.66,63.59,82.52,0.70,0.19,7.00,75.61,67.96,83.01,0.30,0.17,10.00,64.88,56.80,73.30,0.39,0.18,10.00,66.83,58.25,72.33,0.34,0.18,11.00,67.80,59.22,73.30,0.41,0.19,12.00,69.90,60.39,73.91,0.44,0.19,11.00,69.90,61.84,74.88,0.68,0.19,11.00,73.21,69.52,80.00,0.64,0.19,10.00,72.38,66.82,80.09,0.59,0.19,9.00,72.04,66.04,78.77,0.59,0.17,10.00,72.04,66.04,78.30,0.60,0.17,10.00,72.04,65.57,78.77,0.73,0.15,10.00,75.00,68.90,79.90,0.71,0.15,10.00,75.48,68.90,79.90
CÔTE D'IVOIRE,CIV,0.20,0.30,3.00,63.41,43.20,76.70,-0.30,0.20,5.00,42.93,33.01,61.17,-0.69,0.24,5.00,27.32,7.77,48.06,-0.82,0.19,5.00,27.32,8.74,36.89,-0.98,0.21,6.00,14.15,4.85,32.52,-1.22,0.19,7.00,9.27,1.94,16.99,-1.25,0.19,7.00,8.29,0.97,18.45,-1.20,0.17,8.00,8.78,2.91,17.48,-1.07,0.18,7.00,11.17,3.86,21.74,-1.09,0.16,9.00,10.19,4.35,21.26,-1.08,0.17,11.00,12.44,3.81,23.33,-1.14,0.17,11.00,10.48,2.84,19.91,-1.02,0.16,12.00,16.59,5.66,23.58,-0.84,0.15,13.00,21.80,12.74,32.55,-0.77,0.14,14.00,23.70,16.51,37.26,-0.41,0.14,13.00,41.83,29.67,52.63,-0.42,0.14,14.00,42.31,30.14,52.63
