,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
LIBERIA,LBR,-2.55,0.43,3.00,0.97,0.00,4.81,-1.84,0.38,3.00,5.80,0.96,12.98,-2.04,0.40,3.00,2.90,0.00,11.54,-2.28,0.40,3.00,0.97,0.00,8.65,-2.21,0.33,3.00,2.42,0.00,5.77,-1.41,0.32,4.00,9.18,4.33,19.71,-1.36,0.32,4.00,11.11,4.33,22.60,-1.31,0.32,4.00,12.56,5.77,23.08,-1.25,0.30,4.00,12.08,7.69,22.60,-1.28,0.30,4.00,12.50,8.13,20.10,-1.08,0.27,5.00,15.17,9.43,25.00,-0.46,0.27,5.00,29.86,19.81,46.70,-0.42,0.25,6.00,33.65,20.28,47.17,-0.48,0.22,8.00,31.75,20.28,41.98,-0.46,0.23,8.00,30.81,20.28,42.45,-0.60,0.20,7.00,25.24,15.17,36.49,-0.74,0.20,8.00,21.43,12.32,32.70
LIBYA,LBY,-1.07,0.36,4.00,17.39,7.21,31.25,-0.91,0.33,4.00,17.39,10.10,31.73,-0.39,0.33,4.00,32.85,19.23,52.40,-0.16,0.31,4.00,41.06,25.00,57.69,0.08,0.30,4.00,46.38,31.73,63.94,0.34,0.32,4.00,57.97,38.94,75.96,0.44,0.29,5.00,59.90,44.23,77.88,0.35,0.28,5.00,55.56,41.83,71.15,0.73,0.26,6.00,71.01,54.33,92.79,0.80,0.26,6.00,73.56,57.42,94.74,0.81,0.24,7.00,74.88,59.43,91.51,-0.03,0.24,7.00,45.02,32.08,57.08,-1.28,0.25,6.00,11.85,5.66,19.81,-1.54,0.23,7.00,6.64,5.19,14.15,-1.81,0.23,7.00,4.74,3.30,8.02,-2.35,0.20,7.00,4.29,0.95,5.69,-2.20,0.21,6.00,3.33,1.42,6.64
LIECHTENSTEIN,LIE,1.10,0.61,1.00,85.99,48.08,100.00,1.11,0.58,1.00,87.44,50.48,100.00,1.10,0.59,1.00,84.54,50.96,100.00,1.21,0.52,1.00,94.20,57.69,100.00,1.46,0.36,2.00,98.55,77.88,100.00,1.55,0.38,2.00,99.52,78.85,100.00,1.41,0.40,2.00,98.55,68.27,100.00,1.40,0.39,2.00,99.03,69.71,100.00,1.38,0.37,2.00,98.55,73.08,100.00,1.37,0.36,2.00,99.04,71.77,100.00,1.57,0.29,4.00,100.00,87.26,100.00,1.57,0.28,4.00,99.53,87.74,100.00,1.51,0.31,3.00,99.05,81.60,100.00,1.41,0.29,3.00,98.58,77.83,99.53,1.41,0.30,3.00,98.10,75.94,99.53,1.48,0.24,3.00,99.52,88.15,99.53,1.46,0.25,3.00,98.57,87.68,99.53
LITHUANIA,LTU,0.38,0.40,3.00,57.49,37.02,83.65,0.30,0.33,4.00,56.52,34.62,75.48,0.29,0.33,4.00,57.49,35.58,75.96,0.80,0.30,5.00,73.91,56.73,95.19,1.01,0.29,5.00,83.57,62.98,98.56,0.72,0.28,6.00,71.98,54.33,91.83,0.75,0.28,6.00,68.12,55.77,89.42,0.83,0.25,7.00,72.95,59.62,93.75,0.78,0.24,8.00,73.91,57.69,92.79,0.72,0.24,8.00,70.67,55.98,88.52,0.60,0.24,8.00,67.77,51.42,84.91,0.66,0.24,8.00,68.25,54.72,86.32,0.64,0.24,8.00,68.25,55.19,82.08,0.75,0.23,8.00,69.67,59.91,88.68,0.94,0.23,8.00,77.73,65.09,92.92,0.72,0.20,8.00,70.48,59.24,86.26,0.70,0.20,8.00,69.05,58.77,86.26
LUXEMBOURG,LUX,1.30,0.43,3.00,96.14,63.46,100.00,1.30,0.38,3.00,95.65,69.71,100.00,1.53,0.35,4.00,99.03,78.37,100.00,1.56,0.36,4.00,99.52,80.29,100.00,1.43,0.31,5.00,97.58,80.29,100.00,1.31,0.30,6.00,94.69,75.00,100.00,1.34,0.29,6.00,95.65,75.96,100.00,1.40,0.26,7.00,96.62,80.77,100.00,1.48,0.26,7.00,99.03,85.58,100.00,1.51,0.26,7.00,100.00,87.08,100.00,1.42,0.25,7.00,95.73,84.91,100.00,1.44,0.25,7.00,95.73,85.38,100.00,1.31,0.25,7.00,94.79,73.11,99.53,1.34,0.23,7.00,96.21,78.77,99.53,1.33,0.23,7.00,95.26,77.83,99.53,1.36,0.20,7.00,97.62,86.26,99.53,1.41,0.20,7.00,97.62,88.63,99.53
"MACAO SAR, CHINA",MAC,0.19,0.61,1.00,52.17,21.15,87.50,0.19,0.58,1.00,52.17,22.60,88.94,0.41,0.59,1.00,61.84,28.85,95.67,0.47,0.52,1.00,62.80,31.73,95.19,1.09,0.42,1.00,86.47,57.69,100.00,1.38,0.44,1.00,96.62,69.23,100.00,1.31,0.46,1.00,94.69,64.90,100.00,1.01,0.37,2.00,82.61,58.65,100.00,0.45,0.35,2.00,60.39,38.94,83.65,0.49,0.34,2.00,61.54,41.63,86.12,0.60,0.32,2.00,68.25,47.64,88.68,0.55,0.33,2.00,65.40,46.70,87.74,0.60,0.34,2.00,67.30,49.06,90.09,0.63,0.31,2.00,66.35,51.42,88.68,0.77,0.32,2.00,69.19,56.60,92.92,1.20,0.27,2.00,92.38,71.09,99.53,1.16,0.27,2.00,90.00,69.67,99.53
"MACEDONIA, FYR",MKD,-0.63,0.40,3.00,24.15,10.58,47.12,-0.88,0.37,3.00,18.84,10.10,34.13,-0.78,0.37,3.00,23.19,11.54,37.50,-1.11,0.33,3.00,17.39,7.69,27.40,-1.03,0.30,4.00,18.84,8.65,28.85,-0.90,0.30,5.00,19.32,9.62,31.25,-1.18,0.29,5.00,14.98,5.77,25.48,-0.74,0.28,5.00,25.12,13.94,37.02,-0.43,0.28,5.00,30.43,18.75,43.27,-0.30,0.28,5.00,34.13,20.57,50.24,-0.29,0.28,5.00,35.55,21.70,50.94,-0.49,0.27,5.00,29.38,17.92,44.34,-0.58,0.27,5.00,28.91,16.98,40.57,-0.45,0.24,6.00,33.18,20.28,42.45,-0.37,0.24,6.00,36.02,21.23,47.17,0.24,0.21,6.00,55.24,42.65,64.93,-0.20,0.21,6.00,37.62,27.49,53.08
MADAGASCAR,MDG,0.11,0.43,3.00,48.31,25.96,72.60,0.09,0.38,3.00,48.31,27.88,70.19,0.04,0.40,3.00,46.86,26.92,69.23,-0.29,0.40,3.00,36.23,18.75,57.69,0.58,0.32,4.00,64.73,45.67,87.02,0.20,0.31,5.00,53.14,36.06,71.63,-0.05,0.30,5.00,43.96,28.85,60.10,0.13,0.25,7.00,50.24,36.06,62.98,0.02,0.24,7.00,43.48,32.21,59.13,-0.49,0.24,7.00,29.33,18.18,40.19,-0.75,0.24,7.00,21.33,15.09,32.55,-1.04,0.24,7.00,15.17,9.43,25.94,-0.76,0.24,7.00,22.75,14.15,35.85,-0.58,0.22,8.00,27.01,18.87,39.15,-0.70,0.23,8.00,23.22,16.04,36.79,-0.57,0.20,8.00,26.19,17.54,36.97,-0.40,0.20,8.00,32.86,21.80,44.55
MALAWI,MWI,-0.54,0.36,4.00,27.54,14.90,47.60,-0.21,0.33,4.00,37.68,22.12,58.17,-0.47,0.33,4.00,30.92,17.31,48.56,-0.08,0.31,4.00,43.00,27.40,60.10,0.00,0.29,5.00,40.58,29.33,62.50,0.09,0.28,6.00,49.28,32.21,63.94,0.08,0.28,6.00,49.28,35.58,64.42,0.11,0.27,6.00,48.79,33.17,63.46,0.06,0.27,5.00,44.44,31.25,62.02,-0.06,0.26,6.00,41.83,29.19,57.42,0.05,0.26,6.00,46.92,31.60,63.21,0.05,0.26,6.00,48.34,33.96,63.68,-0.07,0.25,6.00,44.55,30.66,58.02,0.00,0.23,7.00,45.02,36.32,59.91,-0.21,0.23,7.00,38.39,25.94,53.77,0.06,0.20,7.00,49.52,36.49,59.24,-0.07,0.21,7.00,45.24,33.18,56.40
MALAYSIA,MYS,0.47,0.36,4.00,61.84,42.79,85.10,-0.13,0.33,4.00,39.13,25.00,59.62,0.04,0.30,5.00,47.34,31.25,65.38,0.46,0.28,6.00,60.87,44.23,79.81,0.45,0.28,6.00,59.90,40.38,80.29,0.31,0.28,7.00,56.52,38.94,73.56,0.55,0.27,7.00,64.73,50.96,80.77,0.26,0.24,8.00,54.11,41.35,66.35,0.17,0.24,8.00,49.76,37.02,65.38,0.08,0.24,8.00,46.63,33.01,60.29,-0.07,0.24,8.00,42.18,30.66,54.25,0.12,0.24,8.00,51.66,35.85,64.15,0.08,0.24,9.00,49.29,37.26,62.74,-0.01,0.22,9.00,44.08,36.32,59.91,0.05,0.22,9.00,48.34,36.79,61.32,0.24,0.19,9.00,56.19,43.13,64.45,0.19,0.20,9.00,54.29,40.28,61.14
MALDIVES,MDV,0.84,0.48,2.00,74.40,47.12,100.00,1.04,0.44,2.00,85.51,56.73,100.00,1.11,0.46,2.00,85.02,59.62,100.00,1.02,0.44,2.00,83.09,56.73,100.00,1.02,0.36,2.00,84.54,59.62,99.52,0.54,0.34,3.00,63.29,45.67,86.06,0.83,0.35,3.00,71.98,55.77,96.15,0.79,0.34,3.00,71.01,53.37,96.15,0.09,0.32,3.00,46.38,30.29,68.27,-0.14,0.32,3.00,39.42,24.40,57.42,-0.22,0.32,3.00,37.91,22.17,53.77,-0.13,0.33,3.00,41.71,25.00,58.02,-0.21,0.31,3.00,39.34,24.06,58.02,-0.31,0.29,3.00,36.97,21.70,51.89,0.22,0.30,3.00,55.92,37.74,67.45,0.69,0.24,3.00,69.05,57.82,88.15,0.48,0.26,3.00,60.95,51.18,76.30
MALI,MLI,0.23,0.43,3.00,54.11,31.25,77.40,0.33,0.38,3.00,57.97,32.21,78.85,0.14,0.40,3.00,51.21,29.33,74.52,0.29,0.40,3.00,56.04,32.21,79.81,0.23,0.32,4.00,51.69,35.58,70.19,0.48,0.31,5.00,62.80,44.71,79.81,0.19,0.30,5.00,53.62,36.54,66.83,0.37,0.28,6.00,57.49,42.79,72.60,0.20,0.26,6.00,51.21,37.02,68.75,0.17,0.26,6.00,50.48,35.89,67.46,-0.08,0.24,7.00,41.71,29.72,54.25,-0.21,0.24,7.00,37.91,26.42,51.89,-0.68,0.24,7.00,25.59,16.51,39.15,-2.02,0.23,7.00,3.79,1.89,6.60,-1.70,0.23,7.00,6.16,3.77,8.96,-1.70,0.20,7.00,6.67,5.69,8.53,-1.66,0.20,7.00,7.62,6.16,9.00
MALTA,MLT,1.25,0.43,3.00,94.69,63.46,100.00,1.35,0.38,3.00,97.10,69.71,100.00,1.51,0.40,3.00,98.55,76.92,100.00,1.52,0.40,3.00,98.55,79.33,100.00,1.54,0.32,4.00,99.52,83.65,100.00,1.33,0.31,5.00,95.65,74.52,100.00,1.39,0.30,5.00,96.14,76.92,100.00,1.20,0.27,6.00,92.75,69.71,100.00,1.25,0.26,6.00,95.17,75.48,100.00,1.27,0.26,6.00,95.67,75.60,100.00,1.21,0.24,7.00,91.47,74.53,100.00,1.21,0.24,7.00,90.52,74.06,99.53,1.04,0.24,7.00,82.46,68.40,98.11,1.04,0.23,7.00,83.89,68.40,98.58,1.01,0.23,7.00,82.46,66.04,97.64,1.10,0.20,7.00,88.57,72.51,98.10,1.04,0.20,7.00,87.62,69.67,96.68
MARSHALL ISLANDS,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.57,1.00,94.69,53.85,100.00,1.15,0.61,1.00,88.89,50.96,100.00,1.08,0.63,1.00,85.99,47.12,100.00,1.07,0.66,1.00,85.99,45.67,100.00,1.12,0.66,1.00,88.89,43.75,100.00,1.04,0.68,1.00,85.10,40.67,100.00,1.47,0.55,2.00,99.05,65.57,100.00,1.26,0.47,2.00,92.89,63.68,100.00,1.09,0.61,1.00,86.26,49.53,100.00,1.06,0.64,1.00,86.73,45.28,100.00,1.10,0.60,1.00,88.15,50.94,100.00,1.01,0.50,1.00,82.86,53.55,99.53,1.00,0.50,1.00,84.76,53.08,99.53
MARTINIQUE,MTQ,0.19,0.61,1.00,52.17,21.15,87.50,0.19,0.58,1.00,52.17,22.60,88.94,0.41,0.59,1.00,61.84,28.85,95.67,0.47,0.52,1.00,62.80,31.73,95.19,0.82,0.42,1.00,73.91,48.08,99.04,1.32,0.38,2.00,95.17,71.15,100.00,1.23,0.38,2.00,91.30,65.87,100.00,1.16,0.37,2.00,90.82,62.98,100.00,1.15,0.35,2.00,91.79,66.83,100.00,0.62,0.34,2.00,68.27,46.41,92.82,0.42,0.37,1.00,60.66,38.68,86.32,0.42,0.41,1.00,59.72,36.32,87.74,0.66,0.34,2.00,68.72,49.53,91.51,0.63,0.31,2.00,67.30,50.94,88.68,0.68,0.33,2.00,67.30,51.42,91.98,0.94,0.27,2.00,78.57,62.09,98.10,1.01,0.29,2.00,85.71,61.14,98.58
MAURITANIA,MRT,0.26,0.48,2.00,54.59,27.88,84.62,0.25,0.44,2.00,54.59,28.37,79.81,0.23,0.46,2.00,55.07,29.33,79.33,0.28,0.44,2.00,55.56,29.81,82.21,0.03,0.36,2.00,42.51,28.37,65.38,-0.10,0.34,3.00,42.03,24.52,61.54,-0.24,0.35,3.00,38.16,23.08,56.25,0.22,0.29,5.00,53.14,38.46,66.83,-0.27,0.27,5.00,35.75,23.56,50.00,-0.65,0.27,5.00,24.52,14.35,38.28,-0.88,0.26,6.00,19.43,11.32,30.66,-1.08,0.25,6.00,14.69,9.43,25.00,-1.17,0.25,6.00,13.74,5.66,23.11,-1.13,0.24,6.00,15.64,7.55,22.64,-1.00,0.24,6.00,18.01,8.02,25.94,-0.61,0.21,6.00,24.76,14.22,36.49,-0.66,0.21,6.00,22.86,13.74,35.55
MAURITIUS,MUS,1.04,0.47,2.00,84.06,54.33,100.00,0.94,0.44,2.00,78.74,52.88,100.00,0.73,0.43,2.00,71.01,45.67,96.15,1.04,0.32,4.00,84.54,63.94,99.52,0.98,0.30,4.00,82.61,62.50,98.56,0.97,0.33,4.00,79.71,61.06,99.04,1.00,0.33,4.00,81.16,62.02,99.52,0.74,0.27,5.00,67.63,54.33,91.35,0.83,0.27,5.00,75.85,57.69,96.15,0.85,0.28,5.00,76.44,57.89,95.69,0.66,0.26,6.00,69.67,52.36,87.26,0.58,0.25,6.00,66.35,51.89,84.43,0.93,0.28,5.00,75.83,62.26,98.11,0.96,0.24,6.00,79.15,64.15,96.70,0.94,0.24,6.00,77.25,64.62,94.34,0.68,0.21,6.00,68.57,58.29,85.78,0.95,0.21,6.00,79.52,64.93,94.79
MEXICO,MEX,-0.97,0.36,4.00,18.36,8.65,34.62,-0.49,0.33,4.00,28.02,16.83,47.60,-0.23,0.30,5.00,36.71,25.00,56.25,-0.10,0.28,6.00,42.03,27.40,57.69,-0.14,0.28,6.00,38.65,27.88,56.73,-0.22,0.28,7.00,37.68,24.52,54.33,-0.44,0.27,7.00,33.82,21.63,46.15,-0.64,0.24,8.00,26.57,17.79,38.46,-0.73,0.24,8.00,23.19,14.90,33.17,-0.80,0.24,8.00,19.71,13.88,30.14,-0.70,0.24,8.00,22.27,15.09,34.43,-0.74,0.24,8.00,22.75,13.68,33.96,-0.68,0.24,9.00,25.12,16.51,38.21,-0.68,0.22,9.00,24.17,17.45,36.79,-0.73,0.22,9.00,22.75,15.57,36.32,-0.85,0.19,9.00,18.57,10.43,28.44,-0.87,0.20,9.00,17.62,10.43,27.49
"MICRONESIA, FED. STS.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65,0.57,1.00,66.67,36.06,99.52,1.01,0.34,3.00,81.16,61.54,99.52,1.15,0.35,3.00,87.44,64.90,100.00,1.17,0.34,3.00,91.30,64.90,100.00,1.16,0.32,3.00,92.75,68.75,100.00,1.19,0.32,3.00,93.27,68.90,100.00,1.33,0.32,3.00,94.79,74.53,100.00,1.22,0.33,3.00,91.47,70.28,100.00,1.11,0.31,3.00,89.10,66.98,99.53,1.16,0.29,3.00,89.10,68.87,99.53,1.11,0.30,3.00,89.10,66.04,99.53,1.01,0.24,3.00,84.29,65.88,98.10,1.07,0.26,3.00,88.57,66.35,98.58
MOLDOVA,MDA,-0.13,0.40,3.00,43.00,21.15,63.46,0.21,0.33,4.00,53.14,31.73,71.63,-0.56,0.33,4.00,28.50,15.38,43.27,-0.26,0.31,4.00,37.20,24.04,53.85,-0.18,0.30,4.00,37.68,26.44,56.25,-0.27,0.32,4.00,36.71,21.63,54.81,-0.44,0.30,5.00,33.33,20.67,47.60,-0.40,0.27,6.00,31.88,22.60,46.63,-0.05,0.26,6.00,41.06,28.85,57.69,-0.27,0.26,6.00,35.10,22.97,50.24,-0.59,0.27,5.00,26.07,15.57,40.09,-0.39,0.26,6.00,32.70,21.70,48.11,-0.07,0.25,6.00,44.08,30.66,58.02,0.02,0.23,7.00,45.50,36.79,59.91,-0.02,0.23,7.00,46.45,33.49,58.96,-0.16,0.20,7.00,38.57,28.91,52.61,-0.39,0.21,7.00,33.81,22.27,45.50
MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.57,1.00,94.69,53.85,100.00,1.09,0.46,2.00,85.99,57.21,100.00,1.03,0.46,2.00,82.61,55.77,100.00,1.03,0.48,2.00,83.57,53.37,100.00,1.04,0.46,2.00,85.51,53.37,100.00,1.04,0.48,2.00,85.58,53.59,100.00,1.02,0.69,1.00,85.31,41.51,100.00,0.99,0.47,2.00,84.36,52.36,100.00,1.05,0.41,2.00,82.94,59.43,99.53,1.05,0.43,2.00,84.83,58.02,99.53,1.06,0.40,2.00,84.83,60.85,99.53,1.02,0.37,2.00,85.71,59.24,99.53,1.02,0.37,2.00,86.19,59.24,99.53
MONGOLIA,MNG,0.66,0.43,3.00,67.63,44.71,98.08,0.27,0.38,3.00,56.04,31.73,78.37,0.75,0.40,3.00,71.98,49.52,95.67,1.11,0.40,3.00,86.47,61.06,100.00,0.96,0.33,3.00,81.64,58.17,99.04,0.73,0.32,4.00,72.95,53.85,92.79,0.88,0.30,5.00,76.81,57.69,95.67,0.68,0.31,5.00,66.67,51.92,91.83,0.68,0.29,5.00,70.05,51.44,92.31,0.57,0.29,5.00,67.31,48.80,85.65,0.60,0.24,7.00,68.72,51.42,84.91,0.59,0.24,7.00,67.30,51.89,83.02,0.60,0.24,7.00,66.35,54.72,81.60,0.47,0.22,8.00,61.61,49.53,73.11,0.49,0.23,8.00,63.51,50.94,72.17,0.76,0.20,8.00,72.38,59.72,88.15,0.65,0.20,9.00,67.14,57.82,81.52
MONTENEGRO,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.08,0.66,1.00,48.31,17.79,90.87,0.14,0.43,3.00,47.83,26.92,77.40,0.79,0.30,4.00,72.12,54.07,95.69,0.82,0.31,4.00,75.36,53.77,94.34,0.54,0.27,5.00,64.93,50.47,83.02,0.54,0.27,5.00,63.98,49.53,79.25,0.55,0.25,5.00,63.98,51.42,79.25,0.46,0.25,5.00,62.56,49.06,74.06,0.22,0.21,5.00,54.76,40.28,64.45,0.13,0.22,5.00,52.86,36.49,61.14
MOROCCO,MAR,-0.29,0.36,4.00,36.71,19.71,55.29,0.21,0.33,4.00,53.62,31.73,71.63,-0.17,0.33,4.00,38.16,25.00,60.10,-0.35,0.30,5.00,33.82,22.12,47.60,-0.42,0.29,5.00,31.40,21.15,45.67,-0.31,0.28,6.00,35.75,22.60,52.40,-0.55,0.28,6.00,28.99,17.79,42.31,-0.47,0.25,7.00,30.92,20.67,43.27,-0.51,0.24,7.00,27.54,18.75,38.94,-0.60,0.24,7.00,25.96,16.27,38.28,-0.41,0.24,7.00,31.28,20.75,43.87,-0.38,0.24,7.00,33.18,22.64,47.17,-0.39,0.24,7.00,34.12,20.75,48.11,-0.46,0.22,8.00,32.23,20.28,42.45,-0.48,0.23,8.00,29.86,19.81,42.45,-0.43,0.20,8.00,29.52,20.85,42.18,-0.34,0.20,8.00,34.76,22.75,47.39
MOZAMBIQUE,MOZ,-0.11,0.36,4.00,43.96,23.08,62.02,0.04,0.33,4.00,46.86,27.88,64.42,-0.15,0.33,4.00,38.65,25.00,60.10,0.12,0.31,4.00,47.34,30.29,65.38,0.21,0.29,5.00,51.21,36.54,69.23,-0.03,0.28,6.00,44.44,28.85,61.54,0.11,0.28,6.00,51.21,36.06,64.90,0.49,0.25,7.00,60.87,48.56,75.00,0.30,0.24,7.00,54.59,38.94,70.19,0.34,0.24,7.00,56.25,41.63,70.81,0.59,0.24,7.00,66.82,51.42,84.91,0.34,0.24,7.00,56.87,43.40,71.23,0.29,0.24,7.00,57.35,41.98,68.87,0.34,0.23,7.00,58.29,42.92,69.34,-0.28,0.23,7.00,37.44,25.00,50.47,-0.37,0.20,7.00,31.43,22.27,44.55,-0.58,0.20,7.00,26.19,17.06,36.49
MYANMAR,MMR,-1.35,0.36,4.00,10.14,3.85,21.63,-1.55,0.33,4.00,9.18,4.33,16.83,-1.72,0.33,4.00,6.76,1.44,14.42,-1.48,0.31,4.00,11.59,2.40,18.75,-1.20,0.30,4.00,14.01,5.77,25.96,-1.01,0.29,5.00,18.36,7.69,28.37,-0.96,0.29,5.00,20.29,8.17,30.77,-0.88,0.28,5.00,20.77,12.50,31.25,-1.08,0.27,5.00,15.94,9.13,25.00,-1.10,0.27,5.00,13.94,9.57,24.40,-1.28,0.27,5.00,11.85,5.66,20.28,-1.28,0.27,5.00,10.90,4.72,21.70,-1.11,0.26,5.00,14.69,6.13,25.00,-0.95,0.24,6.00,18.48,9.43,28.30,-1.15,0.23,8.00,13.27,8.02,20.75,-1.10,0.20,8.00,11.43,8.53,20.85,-1.17,0.20,8.00,10.48,8.06,20.85
NAMIBIA,NAM,0.77,0.36,4.00,71.01,50.96,98.08,0.38,0.33,4.00,59.42,38.94,78.37,-0.38,0.33,4.00,33.33,19.23,52.40,0.09,0.30,5.00,46.86,30.29,63.94,0.43,0.29,5.00,59.42,39.42,80.29,0.65,0.28,6.00,68.12,52.88,86.54,0.60,0.28,6.00,65.70,51.92,84.13,0.78,0.27,6.00,70.53,55.29,93.75,1.02,0.26,6.00,84.06,66.83,98.56,1.18,0.26,6.00,92.79,71.29,100.00,0.90,0.24,7.00,79.62,63.68,93.87,0.80,0.24,7.00,73.93,58.02,90.09,0.89,0.24,7.00,72.99,62.74,93.87,0.94,0.23,7.00,78.20,64.15,93.87,0.93,0.23,7.00,76.30,65.09,92.92,0.59,0.20,7.00,65.71,56.40,76.78,0.65,0.20,7.00,66.67,57.35,82.46
NAURU,NRU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.57,1.00,94.69,53.85,100.00,1.15,0.61,1.00,88.89,50.96,100.00,1.08,0.63,1.00,85.99,47.12,100.00,1.07,0.66,1.00,85.99,45.67,100.00,1.12,0.66,1.00,88.89,43.75,100.00,1.04,0.68,1.00,85.10,40.67,100.00,1.47,0.55,2.00,99.05,65.57,100.00,1.54,0.47,2.00,99.05,71.23,100.00,1.09,0.61,1.00,86.26,49.53,100.00,1.06,0.64,1.00,86.73,45.28,100.00,1.10,0.60,1.00,88.15,50.94,100.00,0.61,0.50,1.00,66.67,36.97,98.10,0.61,0.50,1.00,65.71,37.44,97.63
NEPAL,NPL,-0.15,0.48,2.00,42.03,18.75,64.42,-0.80,0.44,2.00,21.26,9.62,40.87,-1.23,0.46,2.00,14.01,4.33,31.25,-1.79,0.44,2.00,4.35,0.48,18.27,-1.94,0.36,2.00,4.35,0.48,10.58,-2.12,0.31,4.00,3.38,0.96,5.77,-2.11,0.31,4.00,1.93,0.96,6.73,-1.92,0.33,4.00,3.38,0.96,11.06,-1.91,0.31,4.00,4.83,1.44,9.62,-1.84,0.30,4.00,6.25,2.39,11.00,-1.62,0.26,6.00,6.64,3.30,13.68,-1.59,0.25,6.00,7.11,4.25,12.74,-1.42,0.25,6.00,7.58,4.72,16.98,-1.37,0.23,7.00,8.53,5.66,17.92,-1.11,0.24,7.00,14.69,8.02,23.11,-0.72,0.20,7.00,21.90,12.32,31.28,-0.93,0.21,7.00,16.19,9.95,25.59
NETHERLANDS,NLD,1.44,0.36,4.00,100.00,74.52,100.00,1.51,0.33,4.00,100.00,78.85,100.00,1.66,0.30,5.00,100.00,87.50,100.00,1.21,0.28,6.00,93.24,71.63,100.00,1.13,0.28,6.00,87.44,68.27,99.52,1.00,0.28,7.00,80.68,63.94,98.56,0.94,0.27,7.00,78.74,62.98,95.67,0.87,0.26,7.00,74.88,60.10,95.19,0.78,0.26,7.00,73.43,57.21,93.27,0.86,0.26,7.00,77.88,58.85,95.69,0.91,0.24,8.00,80.57,64.15,93.87,0.91,0.24,8.00,79.62,64.62,92.92,1.09,0.24,9.00,87.20,68.87,98.58,1.17,0.22,9.00,90.52,71.70,99.06,1.12,0.22,9.00,89.57,68.87,99.06,1.03,0.19,9.00,86.19,70.14,97.16,0.93,0.20,9.00,78.57,65.88,93.84
