,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
HONDURAS,HND,-0.94,0.20,7.00,19.62,10.48,30.95,-0.97,0.21,7.00,18.18,9.52,30.95,-1.00,0.16,9.00,18.18,10.48,29.05,-0.88,0.18,10.00,23.44,11.43,33.33,-0.89,0.18,10.00,20.57,13.33,31.90,-0.75,0.16,13.00,27.27,17.14,37.62,-0.77,0.16,13.00,28.23,15.71,37.14,-1.00,0.16,14.00,15.79,10.00,26.67,-0.93,0.16,14.00,19.62,10.00,30.48,-0.97,0.16,14.00,18.75,9.09,25.84,-0.90,0.14,15.00,19.91,13.68,30.66,-0.88,0.14,15.00,21.33,12.74,31.13,-0.93,0.14,15.00,19.25,13.55,29.44,-1.16,0.14,15.00,11.27,4.67,17.76,-1.20,0.14,15.00,10.80,4.21,18.22,-0.97,0.15,14.00,14.90,7.66,26.32,-0.95,0.15,14.00,16.83,8.13,26.79
"HONG KONG SAR, CHINA",HKG,0.75,0.20,6.00,68.42,60.95,84.76,0.96,0.20,6.00,80.38,69.52,89.52,0.79,0.16,7.00,72.25,63.81,83.33,1.24,0.18,7.00,87.08,78.57,92.86,1.53,0.18,7.00,91.87,86.67,95.24,1.59,0.17,7.00,92.82,88.10,96.19,1.61,0.17,7.00,92.82,89.52,97.62,1.53,0.16,9.00,90.91,89.52,96.67,1.51,0.16,9.00,90.91,87.62,95.71,1.48,0.16,9.00,90.38,87.08,94.26,1.48,0.16,9.00,91.00,86.79,95.28,1.54,0.16,9.00,91.00,87.26,95.75,1.55,0.15,10.00,90.61,87.38,96.26,1.57,0.16,10.00,90.61,86.45,96.73,1.55,0.16,10.00,91.08,86.45,96.73,1.85,0.17,10.00,93.75,89.00,100.00,1.83,0.16,9.00,94.71,89.47,100.00
HUNGARY,HUN,0.83,0.18,8.00,77.03,63.81,85.71,0.79,0.18,9.00,75.12,66.19,83.81,0.85,0.15,11.00,76.56,68.57,83.81,0.93,0.16,12.00,78.47,70.00,84.29,0.89,0.16,12.00,77.51,69.05,83.81,0.89,0.14,12.00,77.51,70.48,84.76,0.83,0.15,12.00,76.56,66.19,83.33,0.96,0.14,14.00,80.38,70.48,88.10,0.92,0.14,14.00,81.34,71.90,84.76,0.89,0.14,15.00,79.81,70.33,83.73,0.76,0.13,15.00,71.56,65.57,80.66,0.75,0.14,14.00,72.04,65.09,80.19,0.74,0.13,14.00,71.36,65.89,79.44,0.60,0.13,15.00,68.54,63.08,73.83,0.57,0.13,14.00,67.61,61.68,73.36,0.50,0.14,13.00,70.67,65.07,76.56,0.40,0.14,13.00,66.83,61.24,73.21
ICELAND,ISL,1.58,0.25,6.00,94.26,86.19,100.00,1.69,0.24,6.00,94.26,90.00,100.00,1.80,0.20,6.00,98.09,91.43,100.00,1.87,0.22,6.00,98.56,92.86,100.00,1.94,0.21,6.00,99.52,92.86,100.00,1.96,0.21,6.00,99.04,92.86,100.00,1.97,0.20,6.00,100.00,92.86,100.00,1.90,0.17,7.00,98.09,91.90,100.00,1.85,0.18,7.00,97.61,90.95,100.00,1.89,0.17,8.00,97.60,91.39,100.00,1.71,0.18,8.00,93.84,88.68,100.00,1.70,0.17,9.00,93.36,88.68,100.00,1.68,0.16,9.00,92.96,89.25,99.07,1.68,0.16,10.00,92.49,89.25,99.07,1.66,0.16,10.00,92.49,87.85,98.60,1.72,0.18,9.00,90.87,88.04,97.61,1.67,0.17,9.00,90.87,88.04,97.13
INDIA,IND,0.26,0.19,7.00,59.33,49.05,64.29,0.29,0.19,8.00,60.29,51.43,68.57,0.28,0.16,9.00,59.81,52.86,64.76,-0.04,0.17,10.00,51.20,44.76,59.52,0.10,0.17,10.00,55.02,47.14,62.38,0.04,0.16,11.00,54.07,45.71,60.00,0.16,0.16,11.00,57.89,50.95,61.43,0.19,0.15,14.00,56.94,52.38,63.33,0.11,0.15,14.00,56.94,50.95,60.00,0.09,0.14,14.00,56.73,51.20,59.33,0.02,0.14,14.00,54.98,49.06,61.32,-0.04,0.14,14.00,54.50,47.64,60.85,-0.11,0.13,15.00,52.11,45.79,57.94,-0.09,0.14,15.00,53.05,46.26,58.41,-0.08,0.14,14.00,53.05,45.79,58.88,-0.09,0.15,13.00,54.81,43.06,63.64,-0.06,0.14,13.00,55.77,45.93,61.24
INDONESIA,IDN,-0.37,0.19,7.00,39.71,28.57,49.05,-0.72,0.19,8.00,27.75,17.14,36.67,-0.75,0.15,10.00,28.71,18.10,35.24,-0.97,0.16,11.00,20.10,10.48,29.52,-0.89,0.16,12.00,21.05,13.33,30.00,-0.77,0.15,13.00,25.36,16.67,36.67,-0.82,0.15,13.00,25.36,15.24,35.24,-0.73,0.14,16.00,27.75,19.52,39.52,-0.68,0.15,16.00,29.67,20.00,42.38,-0.66,0.14,15.00,31.25,20.57,40.19,-0.59,0.14,15.00,34.60,21.70,43.87,-0.64,0.14,15.00,31.75,21.70,41.04,-0.61,0.13,16.00,31.92,23.83,42.99,-0.59,0.13,16.00,34.27,24.30,45.33,-0.54,0.14,15.00,37.09,26.17,45.33,-0.35,0.15,13.00,41.83,32.06,54.07,-0.41,0.14,13.00,39.90,29.67,50.24
"IRAN, ISLAMIC REP.",IRN,-0.85,0.21,5.00,24.40,10.95,34.29,-0.61,0.22,5.00,31.10,18.57,43.81,-0.42,0.18,5.00,39.23,29.05,48.57,-0.72,0.19,7.00,29.19,17.62,39.52,-0.61,0.19,8.00,31.10,20.48,43.81,-0.63,0.18,10.00,33.49,19.05,43.33,-0.77,0.18,10.00,27.75,15.24,38.57,-0.90,0.17,12.00,21.05,10.95,32.38,-0.93,0.17,12.00,19.14,10.00,30.48,-0.87,0.16,12.00,20.67,11.48,33.49,-0.94,0.16,11.00,18.01,11.32,30.19,-0.98,0.16,11.00,17.54,9.43,28.30,-0.94,0.15,12.00,18.78,12.62,29.91,-0.89,0.15,12.00,21.13,11.68,32.24,-0.98,0.15,12.00,16.43,10.28,28.97,-1.03,0.17,10.00,13.94,7.66,24.40,-0.95,0.16,11.00,16.35,7.66,29.19
IRAQ,IRQ,-1.51,0.21,5.00,5.26,1.90,12.86,-1.49,0.22,5.00,5.26,1.90,13.81,-1.33,0.18,5.00,8.61,2.38,17.14,-1.47,0.21,5.00,4.78,1.43,14.29,-1.67,0.22,4.00,2.87,0.48,8.57,-1.89,0.21,4.00,0.48,0.48,5.24,-1.77,0.21,5.00,0.48,0.48,7.62,-1.79,0.22,5.00,0.96,0.48,5.24,-1.93,0.22,5.00,0.48,0.48,2.86,-1.84,0.20,8.00,0.96,0.48,3.83,-1.77,0.20,9.00,1.42,0.47,4.25,-1.62,0.18,10.00,1.90,0.47,6.13,-1.52,0.17,9.00,2.35,0.93,9.35,-1.50,0.16,10.00,2.82,0.47,9.35,-1.48,0.17,10.00,3.29,1.40,10.75,-1.36,0.18,9.00,5.77,1.91,13.40,-1.46,0.18,9.00,3.85,1.44,10.05
IRELAND,IRL,1.47,0.19,7.00,93.30,85.71,97.14,1.59,0.19,7.00,93.30,88.57,98.57,1.51,0.16,7.00,92.82,86.19,96.19,1.59,0.18,7.00,93.30,88.10,99.05,1.48,0.18,7.00,91.39,84.76,95.24,1.53,0.17,7.00,92.34,87.62,95.71,1.58,0.17,8.00,92.34,89.52,97.14,1.70,0.16,9.00,93.78,90.00,99.05,1.71,0.16,10.00,93.78,90.00,99.52,1.69,0.16,10.00,93.27,89.47,99.52,1.74,0.16,10.00,95.26,90.09,100.00,1.77,0.16,10.00,95.73,90.09,100.00,1.77,0.15,11.00,96.24,90.19,100.00,1.74,0.16,11.00,94.37,90.19,100.00,1.73,0.16,10.00,94.37,90.19,100.00,1.80,0.18,9.00,92.79,89.00,99.04,1.79,0.17,9.00,93.27,89.47,99.52
ISRAEL,ISR,1.25,0.19,7.00,89.00,80.48,93.33,1.00,0.19,7.00,81.82,71.43,90.48,0.98,0.16,8.00,81.82,70.95,86.19,1.06,0.18,8.00,82.78,72.86,89.05,0.89,0.18,8.00,77.03,69.05,84.76,0.87,0.17,8.00,76.56,68.57,85.24,0.81,0.17,8.00,75.60,64.76,83.81,0.89,0.16,11.00,77.99,68.10,87.62,0.81,0.16,11.00,73.68,65.71,83.33,0.83,0.16,11.00,75.00,67.46,83.73,0.82,0.16,10.00,74.41,66.04,83.96,0.90,0.16,10.00,79.15,66.98,85.85,1.00,0.15,10.00,80.28,72.90,86.45,0.93,0.16,10.00,77.93,71.03,86.45,0.96,0.16,10.00,80.28,72.43,86.45,1.11,0.18,9.00,83.17,77.03,87.56,1.17,0.17,9.00,84.62,77.99,89.00
ITALY,ITA,0.98,0.19,7.00,82.30,65.71,89.52,0.76,0.19,7.00,74.16,64.76,83.33,0.80,0.16,8.00,72.73,64.76,83.33,0.70,0.18,8.00,70.81,63.33,80.48,0.66,0.18,8.00,70.81,62.38,80.95,0.58,0.17,8.00,66.99,60.00,76.19,0.47,0.17,8.00,62.68,58.10,70.95,0.35,0.16,10.00,60.29,55.24,68.10,0.44,0.16,11.00,61.72,58.57,71.90,0.42,0.16,11.00,62.98,57.89,70.33,0.35,0.16,11.00,62.09,57.08,66.51,0.38,0.16,12.00,63.03,59.43,66.98,0.42,0.14,13.00,63.38,61.21,68.69,0.37,0.15,13.00,62.44,58.41,68.69,0.37,0.15,12.00,62.44,57.48,69.16,0.34,0.17,10.00,66.83,60.29,73.21,0.25,0.16,10.00,64.42,57.42,70.33
JAMAICA,JAM,-0.44,0.21,5.00,35.89,26.19,49.05,-0.31,0.21,6.00,42.11,29.52,52.86,-0.49,0.16,7.00,35.41,28.10,44.29,-0.38,0.18,9.00,42.11,30.95,50.00,-0.53,0.18,9.00,35.89,23.81,44.76,-0.40,0.17,10.00,39.23,30.95,49.05,-0.48,0.17,10.00,38.28,28.57,46.67,-0.47,0.16,12.00,40.19,26.67,50.00,-0.44,0.17,12.00,41.63,26.67,50.48,-0.40,0.16,12.00,41.35,31.10,52.15,-0.48,0.16,12.00,38.86,27.83,48.11,-0.50,0.15,12.00,36.97,26.89,47.64,-0.43,0.14,13.00,42.25,30.84,50.00,-0.41,0.14,14.00,42.72,32.24,50.47,-0.38,0.14,14.00,44.13,33.64,50.93,-0.31,0.15,13.00,44.23,33.01,55.98,-0.23,0.15,13.00,48.08,36.84,57.42
JAPAN,JPN,1.32,0.19,7.00,90.43,82.38,95.24,1.33,0.19,7.00,90.91,82.38,93.81,1.29,0.16,8.00,88.52,83.33,93.33,1.14,0.18,8.00,83.73,75.24,90.00,1.18,0.18,8.00,84.69,76.67,90.95,1.26,0.17,8.00,88.04,81.90,92.38,1.24,0.17,8.00,88.04,80.95,90.95,1.35,0.16,10.00,89.95,83.81,91.90,1.33,0.16,11.00,89.47,83.33,91.90,1.32,0.16,11.00,88.94,83.73,90.91,1.30,0.16,11.00,88.15,82.55,91.04,1.33,0.16,11.00,88.15,83.49,91.04,1.30,0.14,11.00,86.85,83.64,90.19,1.33,0.15,11.00,87.32,84.11,90.65,1.42,0.15,11.00,89.67,85.98,92.52,1.60,0.17,10.00,89.42,86.12,93.78,1.51,0.16,10.00,89.42,85.17,92.34
"JERSEY, CHANNEL ISLANDS",JEY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.74,0.24,1.00,95.31,87.85,100.00,1.73,0.27,1.00,93.90,86.45,100.00,1.70,0.27,1.00,93.90,86.45,100.00,1.77,0.31,1.00,92.31,86.12,100.00,1.74,0.29,1.00,92.31,85.17,100.00
JORDAN,JOR,0.28,0.20,6.00,59.81,49.05,65.24,0.36,0.20,7.00,61.72,52.38,71.43,0.37,0.16,7.00,62.68,55.24,70.00,0.13,0.18,8.00,57.89,48.57,63.33,0.37,0.17,10.00,62.68,55.24,70.48,0.37,0.16,11.00,61.72,56.67,69.52,0.41,0.16,12.00,61.24,57.14,69.05,0.38,0.15,14.00,62.20,56.19,68.10,0.45,0.15,15.00,63.16,59.05,71.90,0.46,0.14,15.00,63.94,59.33,70.81,0.30,0.14,15.00,61.61,56.13,65.57,0.22,0.14,15.00,61.14,54.72,64.15,0.26,0.13,15.00,61.97,56.54,63.55,0.38,0.13,16.00,62.91,59.35,68.69,0.40,0.14,15.00,63.38,58.88,69.63,0.48,0.15,13.00,69.71,65.07,76.56,0.46,0.14,13.00,68.27,63.64,74.64
KAZAKHSTAN,KAZ,-1.19,0.21,4.00,11.48,5.24,24.76,-1.07,0.20,7.00,16.27,8.10,25.71,-1.08,0.15,10.00,16.27,8.57,26.67,-1.12,0.17,10.00,13.88,5.71,25.24,-1.05,0.17,10.00,16.27,8.10,26.67,-1.02,0.15,11.00,15.79,8.57,25.71,-0.82,0.15,12.00,24.88,15.24,35.24,-0.97,0.15,14.00,19.14,10.48,28.10,-0.89,0.14,15.00,21.05,12.38,30.48,-0.78,0.13,16.00,23.08,16.75,36.36,-0.63,0.13,15.00,32.70,21.23,42.92,-0.61,0.13,15.00,32.70,24.53,41.04,-0.59,0.12,15.00,32.39,25.23,43.46,-0.66,0.12,16.00,31.46,22.90,41.12,-0.66,0.12,15.00,30.52,21.96,40.65,-0.55,0.13,14.00,33.65,23.92,43.06,-0.37,0.13,14.00,41.35,32.06,51.67
KENYA,KEN,-1.04,0.21,5.00,16.27,8.57,28.57,-1.12,0.21,7.00,13.88,6.19,24.29,-0.90,0.17,7.00,22.97,12.38,32.86,-0.91,0.18,10.00,21.53,10.48,33.33,-0.89,0.17,12.00,21.53,13.33,30.95,-0.86,0.16,13.00,19.62,14.29,33.81,-0.90,0.15,13.00,21.05,12.86,31.90,-0.89,0.14,16.00,21.53,11.90,30.00,-0.98,0.14,16.00,16.75,10.00,26.19,-1.02,0.14,16.00,15.87,8.13,22.97,-1.05,0.14,16.00,16.11,6.60,22.17,-0.99,0.14,16.00,17.06,9.91,25.94,-0.96,0.13,17.00,17.37,13.08,26.64,-0.86,0.13,17.00,22.54,14.95,32.24,-0.75,0.13,17.00,27.70,18.22,37.85,-0.44,0.14,15.00,38.46,29.19,48.33,-0.49,0.14,15.00,36.54,26.79,46.89
KIRIBATI,KIR,0.77,0.73,1.00,75.12,36.19,100.00,0.15,0.56,2.00,55.50,24.76,83.33,0.61,0.46,3.00,68.42,47.62,90.00,0.65,0.37,3.00,69.86,55.24,87.14,0.33,0.37,3.00,62.20,44.29,80.48,0.36,0.25,4.00,61.24,50.48,72.86,0.74,0.26,4.00,70.81,60.00,86.19,0.87,0.28,4.00,76.56,62.38,89.52,0.79,0.28,4.00,73.21,59.52,88.10,0.41,0.22,5.00,62.02,55.02,73.21,0.18,0.22,7.00,59.72,50.47,65.57,0.07,0.21,7.00,56.87,47.17,63.21,0.09,0.21,7.00,57.75,48.60,63.55,0.14,0.21,7.00,59.15,50.00,65.42,0.20,0.20,7.00,59.15,50.93,66.82,-0.15,0.22,6.00,50.96,35.89,64.11,-0.16,0.22,6.00,51.44,34.93,62.20
"KOREA, DEM. REP.",PRK,-0.89,0.31,4.00,22.49,8.57,38.57,-0.89,0.29,4.00,20.57,8.10,36.67,-0.86,0.24,4.00,25.84,10.48,37.62,-1.14,0.25,6.00,12.92,3.81,29.05,-0.98,0.25,6.00,18.66,7.62,32.38,-1.17,0.19,8.00,12.44,5.71,20.00,-1.00,0.19,8.00,16.75,9.05,30.95,-1.29,0.20,8.00,9.09,2.38,19.52,-1.07,0.25,7.00,13.88,5.71,30.48,-1.04,0.24,7.00,15.38,5.26,31.58,-1.25,0.19,8.00,8.06,2.83,18.40,-1.30,0.18,8.00,6.16,2.83,16.98,-1.31,0.17,8.00,6.57,2.34,15.42,-1.27,0.18,8.00,7.04,2.34,16.82,-1.31,0.18,8.00,7.04,2.34,15.42,-1.54,0.21,6.00,1.92,0.96,7.66,-1.57,0.19,7.00,2.88,0.96,7.18
"KOREA, REP.",KOR,0.75,0.19,7.00,68.90,60.95,84.76,0.73,0.19,8.00,72.73,64.76,82.86,0.83,0.16,9.00,73.68,65.24,83.81,0.91,0.17,10.00,77.03,68.57,84.29,0.78,0.17,10.00,73.21,63.33,82.38,0.91,0.16,10.00,78.47,70.48,86.19,0.97,0.16,10.00,81.34,70.48,87.14,0.84,0.15,12.00,73.21,68.10,83.33,1.02,0.15,12.00,82.78,72.86,88.10,0.85,0.15,12.00,76.44,68.42,83.73,0.98,0.14,13.00,81.52,70.75,86.79,0.99,0.14,13.00,81.52,72.64,86.79,1.02,0.13,14.00,81.22,73.83,86.45,0.98,0.14,13.00,79.81,71.96,86.45,0.95,0.14,13.00,78.87,72.43,85.98,0.98,0.15,12.00,80.77,76.56,86.12,0.95,0.16,11.00,80.77,74.64,85.17
KOSOVO,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.06,0.40,1.00,15.79,1.43,40.48,-0.96,0.30,1.00,18.66,6.19,38.10,-0.99,0.36,1.00,17.70,3.81,40.48,-0.91,0.35,2.00,20.57,3.81,45.71,-0.79,0.31,3.00,24.40,7.62,46.67,-0.60,0.25,6.00,34.13,15.79,50.24,-0.63,0.21,8.00,32.23,17.45,45.75,-0.64,0.16,9.00,31.28,20.28,43.40,-0.56,0.16,9.00,34.74,23.83,46.73,-0.56,0.15,10.00,35.68,24.77,46.26,-0.56,0.15,9.00,35.68,24.30,45.79,-0.48,0.15,9.00,37.02,25.84,47.85,-0.47,0.15,9.00,37.02,26.32,48.33
KUWAIT,KWT,0.60,0.21,5.00,64.59,58.57,80.48,0.60,0.22,5.00,68.90,60.00,80.48,0.58,0.18,5.00,66.03,60.00,78.57,0.60,0.19,7.00,65.55,60.48,76.67,0.56,0.20,6.00,65.55,59.05,78.10,0.52,0.20,6.00,65.55,59.05,75.24,0.60,0.18,8.00,66.99,59.05,80.00,0.58,0.17,10.00,66.51,60.00,73.33,0.65,0.17,10.00,69.38,60.95,81.43,0.62,0.17,10.00,69.23,59.81,79.90,0.61,0.17,10.00,66.82,61.79,75.94,0.60,0.16,10.00,66.35,62.26,75.47,0.55,0.15,10.00,66.67,62.15,73.83,0.39,0.16,10.00,63.38,58.41,71.03,0.40,0.16,10.00,62.91,57.48,71.03,0.05,0.18,9.00,60.10,47.37,67.46,0.03,0.18,8.00,58.65,46.89,65.55
KYRGYZ REPUBLIC,KGZ,-0.76,0.29,3.00,26.79,10.95,42.38,-0.74,0.26,5.00,26.32,12.38,41.43,-0.88,0.21,8.00,24.88,11.43,34.29,-0.76,0.20,9.00,27.75,15.71,38.10,-0.74,0.19,9.00,27.75,16.19,40.48,-0.81,0.18,10.00,23.92,14.29,36.67,-1.12,0.18,11.00,12.92,7.62,24.76,-1.31,0.15,14.00,7.66,3.33,14.29,-1.29,0.15,14.00,7.66,3.33,15.71,-1.36,0.15,14.00,7.21,1.91,11.48,-1.32,0.14,14.00,6.16,2.83,15.09,-1.28,0.14,14.00,8.06,3.30,14.62,-1.24,0.13,14.00,9.39,3.74,15.89,-1.14,0.13,14.00,11.74,5.61,17.29,-1.13,0.13,14.00,12.68,6.54,19.63,-0.94,0.14,13.00,16.35,9.57,26.79,-1.00,0.14,13.00,14.90,7.66,24.88
LAO PDR,LAO,-0.98,0.34,3.00,18.18,5.24,36.67,-0.85,0.29,4.00,21.53,8.10,37.14,-0.95,0.23,6.00,20.57,10.00,32.86,-1.10,0.22,7.00,14.35,5.24,28.57,-1.24,0.22,7.00,10.05,3.81,21.90,-1.07,0.21,9.00,14.35,7.62,29.05,-1.11,0.22,9.00,13.40,5.71,28.57,-0.98,0.18,11.00,17.70,9.52,28.57,-0.92,0.18,11.00,20.10,9.52,33.33,-0.83,0.17,11.00,21.63,12.44,36.84,-1.00,0.16,12.00,16.59,7.08,27.83,-0.92,0.15,12.00,19.43,11.79,30.66,-0.95,0.15,12.00,18.31,12.62,28.97,-0.82,0.15,12.00,23.47,15.42,35.05,-0.76,0.15,13.00,26.29,15.42,38.79,-0.71,0.16,11.00,26.92,14.83,38.28,-0.75,0.16,10.00,25.48,14.35,36.36
LATVIA,LVA,0.03,0.20,5.00,52.63,42.38,60.95,0.18,0.20,7.00,57.42,46.67,66.19,0.14,0.16,9.00,55.50,49.05,63.33,0.28,0.16,11.00,60.29,53.81,65.24,0.56,0.17,11.00,66.03,60.95,76.19,0.58,0.15,11.00,67.94,60.48,75.24,0.59,0.15,11.00,66.51,60.00,76.67,0.64,0.16,12.00,68.42,62.38,78.10,0.71,0.15,13.00,72.25,63.33,81.90,0.79,0.15,13.00,73.56,66.51,83.73,0.80,0.13,14.00,73.46,66.04,82.55,0.78,0.13,13.00,73.46,66.04,81.60,0.75,0.14,12.00,71.83,65.42,79.91,0.77,0.14,12.00,72.77,66.36,80.84,0.76,0.14,13.00,73.24,66.36,80.84,0.87,0.15,12.00,77.88,73.68,83.25,0.79,0.15,12.00,75.96,70.33,81.82
LEBANON,LBN,-0.25,0.22,4.00,44.02,31.43,55.71,-0.31,0.22,5.00,42.58,29.52,52.86,-0.13,0.18,6.00,47.85,39.05,56.67,-0.27,0.18,9.00,46.89,35.24,53.81,-0.37,0.19,8.00,42.11,29.05,50.48,-0.23,0.18,9.00,45.45,36.67,54.76,-0.30,0.18,9.00,43.54,33.81,53.33,-0.64,0.17,12.00,31.58,20.95,44.29,-0.71,0.17,12.00,26.79,16.67,41.90,-0.68,0.16,12.00,29.81,20.10,40.19,-0.69,0.15,13.00,29.86,18.40,42.45,-0.69,0.15,14.00,30.33,19.34,40.09,-0.67,0.13,15.00,30.52,20.09,41.12,-0.74,0.14,14.00,28.17,16.82,38.32,-0.78,0.14,14.00,25.35,15.42,36.92,-0.76,0.15,12.00,24.04,14.35,35.41,-0.79,0.15,12.00,24.52,13.88,33.01
LESOTHO,LSO,0.00,0.34,3.00,51.20,31.90,64.29,0.11,0.29,4.00,53.59,37.14,68.10,0.04,0.23,5.00,53.11,41.43,63.33,0.00,0.23,6.00,53.11,41.43,62.38,-0.01,0.22,6.00,52.63,41.43,62.38,-0.15,0.21,7.00,48.33,37.14,59.05,-0.17,0.20,7.00,47.37,37.14,58.10,-0.25,0.16,9.00,48.33,38.57,54.76,-0.34,0.16,10.00,45.93,34.29,52.86,-0.26,0.15,11.00,49.04,37.80,54.07,-0.23,0.15,11.00,47.39,39.15,54.72,-0.30,0.15,11.00,46.45,34.43,54.25,-0.27,0.14,11.00,47.89,36.45,54.67,-0.27,0.15,12.00,46.95,38.79,53.74,-0.22,0.14,13.00,48.36,40.65,54.21,-0.23,0.15,12.00,47.60,36.84,56.94,-0.17,0.15,11.00,50.96,39.71,60.29
LIBERIA,LBR,-2.23,0.33,3.00,0.00,0.00,3.81,-2.11,0.28,5.00,0.96,0.00,3.33,-2.11,0.24,5.00,0.48,0.00,1.90,-1.86,0.26,6.00,0.96,0.00,5.24,-1.69,0.27,5.00,1.44,0.00,10.00,-1.71,0.26,6.00,2.39,0.48,8.57,-1.49,0.25,6.00,4.78,0.48,15.24,-1.00,0.23,8.00,16.27,6.67,32.86,-1.01,0.24,8.00,16.27,5.71,32.38,-1.18,0.18,12.00,9.62,3.83,20.57,-1.08,0.15,14.00,15.17,5.66,21.70,-1.01,0.15,14.00,15.64,9.43,25.94,-0.97,0.14,15.00,16.90,12.62,26.64,-0.91,0.13,17.00,18.78,13.08,29.91,-0.91,0.13,17.00,20.19,13.08,29.91,-0.85,0.14,14.00,20.67,11.96,30.14,-0.87,0.14,15.00,19.23,11.96,29.67
LIBYA,LBY,-1.06,0.21,5.00,15.31,8.57,28.10,-0.98,0.22,5.00,17.70,8.10,30.95,-0.84,0.18,5.00,26.32,13.33,33.81,-1.03,0.20,6.00,17.70,7.62,29.52,-0.79,0.20,6.00,25.84,13.33,40.48,-0.81,0.19,8.00,22.01,14.29,37.14,-0.87,0.19,8.00,22.01,10.95,36.19,-0.99,0.20,8.00,16.75,7.62,30.00,-0.81,0.18,9.00,22.97,12.38,37.14,-0.70,0.17,10.00,28.37,18.18,40.19,-0.85,0.16,11.00,20.85,14.15,35.38,-0.94,0.15,12.00,18.96,10.85,30.66,-1.18,0.15,11.00,12.68,4.21,19.16,-1.14,0.15,12.00,12.68,4.67,21.50,-1.36,0.15,13.00,5.63,1.87,13.55,-1.53,0.16,11.00,2.88,0.96,7.66,-1.69,0.17,9.00,1.92,0.96,5.26
LIECHTENSTEIN,LIE,1.46,0.37,2.00,92.82,78.10,100.00,1.51,0.34,2.00,92.34,80.00,100.00,1.50,0.28,2.00,92.34,83.33,100.00,1.49,0.34,2.00,92.34,78.57,100.00,1.24,0.32,2.00,88.04,72.38,95.24,1.10,0.32,2.00,84.21,66.67,93.81,1.02,0.33,2.00,83.25,62.86,91.90,1.15,0.35,2.00,88.04,66.19,93.81,1.45,0.34,2.00,90.43,78.57,100.00,1.46,0.32,2.00,89.90,81.34,100.00,1.61,0.22,3.00,92.42,86.79,100.00,1.62,0.23,3.00,91.94,87.26,100.00,1.62,0.21,3.00,92.02,86.45,100.00,1.61,0.22,3.00,91.08,86.45,100.00,1.60,0.22,3.00,91.55,86.45,99.07,1.75,0.28,2.00,91.35,86.12,100.00,1.71,0.26,2.00,91.35,85.17,100.00
