,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
BENIN,BEN,-0.19,0.34,3.00,46.89,27.62,60.95,-0.14,0.28,5.00,47.37,31.90,60.95,-0.27,0.23,6.00,43.06,31.90,55.24,-0.34,0.23,7.00,44.02,29.52,53.81,-0.52,0.23,7.00,36.84,21.90,47.14,-0.59,0.21,8.00,33.97,19.05,45.24,-0.59,0.18,10.00,33.97,21.43,43.81,-0.56,0.14,14.00,36.36,25.24,45.71,-0.55,0.15,14.00,35.89,23.81,46.67,-0.56,0.14,14.00,35.58,22.97,45.45,-0.67,0.14,13.00,30.33,19.34,42.45,-0.70,0.14,13.00,29.86,19.34,39.62,-0.71,0.14,13.00,29.11,19.16,39.72,-0.62,0.14,13.00,32.86,22.90,43.93,-0.62,0.14,14.00,32.86,21.96,43.46,-0.55,0.15,12.00,34.13,22.97,45.93,-0.58,0.15,13.00,32.21,21.05,43.06
BERMUDA,BMU,1.19,0.39,1.00,87.08,63.81,98.57,1.23,0.36,1.00,88.04,69.52,97.14,1.22,0.29,1.00,86.12,71.43,95.24,1.21,0.36,1.00,86.12,66.67,96.19,1.20,0.33,1.00,86.12,70.48,95.24,1.11,0.34,1.00,84.69,66.19,93.81,0.88,0.35,1.00,79.90,60.00,90.95,0.86,0.39,1.00,76.08,59.05,90.48,0.88,0.37,1.00,77.99,59.05,90.48,0.89,0.34,1.00,79.33,59.33,89.47,0.90,0.38,1.00,78.20,61.32,91.04,1.16,0.41,1.00,85.78,65.09,97.17,1.13,0.41,1.00,84.98,63.55,97.20,1.15,0.40,1.00,85.92,65.89,96.26,1.15,0.38,1.00,85.92,66.36,95.79,0.02,0.53,1.00,58.65,20.10,77.99,0.90,0.50,1.00,79.33,60.29,91.39
BHUTAN,BTN,0.05,0.37,2.00,54.07,31.90,65.24,0.20,0.32,3.00,58.85,41.43,71.90,0.18,0.25,4.00,57.42,43.81,67.62,0.09,0.26,4.00,55.98,44.29,64.76,0.23,0.25,4.00,59.33,46.67,70.48,0.36,0.24,6.00,60.77,50.48,72.38,0.36,0.24,7.00,60.29,52.86,70.95,0.25,0.25,7.00,59.81,50.00,69.05,0.39,0.25,7.00,61.24,52.86,73.33,0.36,0.21,8.00,60.10,54.55,70.81,0.18,0.17,9.00,60.19,52.36,62.74,0.12,0.16,9.00,58.77,50.47,63.21,0.14,0.16,9.00,59.62,51.87,62.62,0.20,0.16,10.00,59.62,53.74,64.02,0.26,0.15,12.00,59.62,54.21,66.36,0.35,0.17,10.00,67.79,60.77,73.68,0.51,0.16,10.00,70.19,63.64,75.60
BOLIVIA,BOL,-0.31,0.21,6.00,42.11,29.05,52.38,-0.28,0.21,7.00,43.54,30.95,52.86,-0.43,0.16,8.00,38.76,29.52,46.67,-0.44,0.18,10.00,37.80,29.05,48.57,-0.47,0.18,10.00,39.23,26.67,46.67,-0.69,0.16,13.00,30.14,19.05,39.05,-0.80,0.16,13.00,26.32,15.24,36.67,-0.86,0.15,15.00,22.97,12.86,32.86,-0.84,0.15,15.00,22.01,12.38,34.76,-1.00,0.15,15.00,16.83,9.09,24.40,-1.14,0.14,15.00,13.27,4.72,19.34,-1.06,0.14,16.00,14.22,7.55,24.53,-1.02,0.13,17.00,15.96,9.81,24.77,-1.04,0.14,17.00,15.49,7.48,23.83,-1.07,0.14,16.00,14.08,7.48,21.96,-1.08,0.15,14.00,12.50,7.66,22.01,-1.15,0.15,14.00,11.06,5.74,17.70
BOSNIA AND HERZEGOVINA,BIH,-0.26,0.24,2.00,43.06,29.05,55.71,-0.64,0.21,5.00,29.67,18.10,42.86,-0.64,0.17,7.00,32.06,22.38,40.48,-0.67,0.18,9.00,31.10,20.48,42.86,-0.69,0.18,9.00,28.71,19.05,40.95,-0.49,0.15,11.00,37.32,28.57,45.24,-0.56,0.16,11.00,35.89,25.71,43.81,-0.51,0.16,12.00,38.76,25.24,47.62,-0.49,0.15,13.00,38.28,25.71,48.10,-0.41,0.15,13.00,40.38,31.58,50.24,-0.35,0.14,13.00,44.08,35.38,52.36,-0.37,0.14,13.00,43.60,33.49,50.94,-0.35,0.14,12.00,45.07,33.18,51.87,-0.22,0.13,15.00,48.83,42.06,56.07,-0.15,0.13,14.00,50.70,44.39,55.61,-0.20,0.14,12.00,48.56,38.76,59.33,-0.29,0.14,13.00,45.67,35.41,55.02
BOTSWANA,BWA,0.50,0.21,5.00,62.68,56.19,78.10,0.58,0.21,7.00,68.42,60.00,78.57,0.53,0.17,7.00,64.59,59.05,72.86,0.50,0.17,10.00,64.59,59.05,72.86,0.67,0.17,10.00,71.29,62.86,80.95,0.64,0.16,11.00,69.86,61.90,77.62,0.60,0.15,11.00,67.46,60.00,76.67,0.58,0.14,13.00,67.46,60.00,70.95,0.62,0.15,13.00,68.42,60.95,75.24,0.66,0.14,14.00,70.19,63.16,79.90,0.65,0.14,14.00,68.25,62.74,75.94,0.67,0.14,14.00,68.72,64.15,77.83,0.66,0.14,14.00,69.01,63.55,77.10,0.66,0.14,15.00,70.42,64.02,74.30,0.59,0.13,16.00,68.54,62.62,74.30,0.63,0.14,14.00,74.04,67.94,77.51,0.63,0.14,15.00,73.08,66.99,77.51
BRAZIL,BRA,-0.33,0.19,8.00,41.63,30.00,50.00,-0.31,0.18,9.00,41.63,31.43,51.90,-0.30,0.15,10.00,42.58,33.33,50.48,-0.30,0.17,11.00,44.98,33.81,51.43,-0.40,0.16,11.00,40.67,29.52,48.10,-0.39,0.16,12.00,40.19,32.86,49.05,-0.49,0.16,12.00,37.32,28.57,45.71,-0.42,0.14,16.00,42.58,30.95,50.00,-0.44,0.14,16.00,42.11,30.00,49.05,-0.36,0.14,16.00,43.27,34.93,51.67,-0.22,0.14,17.00,48.82,41.98,54.72,0.00,0.14,17.00,55.45,47.64,60.85,0.00,0.13,18.00,56.34,49.07,61.21,-0.10,0.13,17.00,52.11,46.26,58.41,-0.11,0.13,17.00,52.58,45.33,56.54,-0.08,0.14,15.00,55.29,43.54,63.64,-0.19,0.14,15.00,50.00,39.71,58.85
BRUNEI DARUSSALAM,BRN,0.75,0.33,3.00,67.46,57.62,89.52,0.54,0.32,3.00,67.94,52.38,83.33,0.50,0.27,3.00,63.64,53.81,79.52,0.48,0.31,4.00,63.64,51.43,80.48,0.54,0.30,3.00,64.59,53.81,82.38,0.39,0.30,3.00,62.20,50.00,77.14,0.30,0.31,3.00,58.85,46.67,75.24,0.21,0.32,3.00,58.37,45.71,70.48,0.44,0.31,3.00,62.20,52.86,81.90,0.51,0.25,5.00,65.38,56.94,81.34,0.80,0.20,6.00,72.99,63.21,84.43,0.79,0.20,6.00,73.93,64.15,83.49,0.87,0.19,6.00,75.12,67.29,85.98,0.82,0.20,6.00,73.71,65.89,84.58,0.62,0.18,7.00,69.48,61.68,78.04,0.50,0.21,5.00,70.19,63.16,77.51,0.44,0.20,5.00,67.31,60.29,75.12
BULGARIA,BGR,-0.46,0.20,6.00,34.93,26.19,48.57,-0.36,0.20,7.00,37.32,29.05,50.48,-0.23,0.15,10.00,44.02,35.71,52.86,-0.10,0.16,11.00,49.76,42.86,58.10,-0.19,0.17,11.00,46.41,40.48,54.76,-0.13,0.15,11.00,49.28,41.43,57.14,-0.16,0.15,11.00,47.85,40.00,55.71,-0.14,0.14,15.00,50.72,44.29,55.24,-0.11,0.14,15.00,51.67,46.19,57.14,-0.16,0.14,15.00,50.48,41.63,55.02,-0.07,0.13,15.00,53.08,45.75,58.49,-0.10,0.13,15.00,52.13,45.75,57.55,-0.14,0.12,16.00,50.70,45.79,57.01,-0.12,0.12,16.00,51.64,46.26,57.94,-0.13,0.12,15.00,51.64,45.33,55.61,-0.08,0.13,14.00,55.77,45.93,62.68,-0.12,0.13,14.00,52.88,43.54,60.29
BURKINA FASO,BFA,-1.03,0.31,4.00,16.75,5.24,33.33,-0.85,0.26,6.00,22.01,9.52,36.67,-0.67,0.22,7.00,31.10,17.14,42.38,-0.68,0.22,8.00,30.14,16.67,44.76,-0.56,0.22,8.00,33.49,20.48,46.19,-0.56,0.21,10.00,34.93,19.05,45.71,-0.51,0.20,10.00,36.84,23.33,46.67,-0.41,0.15,14.00,43.54,30.48,50.00,-0.39,0.15,14.00,43.06,31.90,50.95,-0.34,0.14,15.00,44.71,35.41,52.15,-0.20,0.14,15.00,49.76,42.45,55.66,-0.18,0.14,15.00,49.76,41.04,56.60,-0.37,0.13,16.00,44.60,33.18,50.47,-0.42,0.13,17.00,42.25,32.24,49.53,-0.52,0.13,17.00,38.50,28.97,45.79,-0.54,0.14,15.00,35.10,23.92,44.98,-0.53,0.14,14.00,34.13,24.88,45.45
BURUNDI,BDI,-1.72,0.34,3.00,2.87,0.00,12.38,-1.48,0.28,5.00,5.74,1.90,17.14,-1.56,0.25,4.00,2.87,0.95,12.86,-1.39,0.25,6.00,6.70,1.43,20.00,-1.54,0.25,6.00,4.78,0.48,13.33,-1.60,0.23,7.00,4.31,0.48,10.95,-1.18,0.21,8.00,11.48,4.76,24.76,-0.97,0.16,11.00,18.18,10.48,28.57,-1.09,0.16,12.00,12.44,7.14,22.86,-1.04,0.16,12.00,14.90,8.13,22.97,-1.16,0.15,12.00,12.32,4.72,19.34,-1.19,0.15,11.00,10.90,4.72,18.87,-1.12,0.14,12.00,13.62,5.61,20.56,-1.07,0.14,13.00,15.02,7.01,23.36,-1.04,0.14,14.00,15.02,8.41,23.83,-0.93,0.15,13.00,16.83,8.13,27.27,-1.12,0.15,13.00,11.54,6.22,19.14
CAMBODIA,KHM,-1.14,0.22,4.00,13.88,5.71,26.19,-1.11,0.22,5.00,15.31,6.19,25.24,-0.98,0.18,7.00,19.14,10.48,29.52,-1.10,0.18,8.00,14.83,6.19,26.19,-1.22,0.18,9.00,11.00,5.71,20.48,-1.25,0.17,10.00,9.09,5.24,18.10,-1.18,0.17,11.00,11.00,6.19,19.05,-1.19,0.16,13.00,10.53,5.24,20.00,-1.09,0.16,13.00,12.92,7.14,22.86,-1.11,0.15,14.00,12.02,7.66,21.05,-1.09,0.15,14.00,14.22,5.66,21.70,-1.09,0.15,14.00,12.80,6.13,23.58,-1.02,0.14,14.00,15.49,8.88,24.77,-0.96,0.14,14.00,16.90,9.81,29.44,-0.98,0.14,14.00,15.49,10.28,27.57,-0.93,0.15,12.00,17.79,8.13,29.19,-0.92,0.15,12.00,17.31,9.57,29.19
CAMEROON,CMR,-1.47,0.21,5.00,7.66,1.90,14.29,-1.12,0.21,7.00,14.35,7.14,24.76,-1.23,0.17,8.00,11.00,3.33,20.95,-1.25,0.18,9.00,9.57,3.81,20.48,-1.09,0.18,10.00,14.83,7.62,24.76,-1.20,0.17,10.00,11.00,5.71,19.05,-1.18,0.16,11.00,12.44,7.14,18.57,-1.13,0.15,13.00,11.48,6.67,21.90,-1.17,0.15,14.00,10.53,5.71,20.00,-1.09,0.14,14.00,13.46,7.66,21.05,-1.11,0.14,14.00,13.74,5.19,20.75,-1.05,0.14,14.00,14.69,8.02,24.53,-1.06,0.13,16.00,15.02,7.94,23.36,-1.03,0.13,16.00,15.96,8.88,24.30,-1.04,0.13,16.00,14.55,8.88,22.43,-0.88,0.14,15.00,18.75,11.00,29.67,-0.96,0.14,15.00,15.87,8.13,26.32
CANADA,CAN,1.63,0.19,7.00,95.22,90.00,100.00,1.73,0.19,7.00,94.74,91.43,100.00,1.68,0.16,8.00,94.74,91.43,100.00,1.66,0.18,8.00,94.74,89.52,100.00,1.70,0.18,8.00,94.74,90.48,100.00,1.70,0.17,8.00,94.26,90.95,100.00,1.66,0.17,8.00,93.78,90.00,98.57,1.79,0.16,11.00,96.65,90.95,100.00,1.79,0.16,12.00,96.17,90.95,100.00,1.80,0.16,12.00,95.67,90.91,100.00,1.81,0.16,12.00,97.16,91.04,100.00,1.81,0.16,12.00,96.68,91.04,100.00,1.74,0.14,13.00,95.77,90.19,100.00,1.76,0.15,13.00,95.31,90.19,100.00,1.75,0.15,12.00,94.84,90.19,100.00,1.89,0.16,11.00,94.71,90.43,100.00,1.84,0.16,11.00,95.19,89.47,100.00
CAPE VERDE,CPV,0.77,0.54,2.00,75.60,48.57,96.19,0.64,0.40,4.00,70.33,51.43,89.52,0.63,0.36,4.00,69.86,52.86,86.19,0.19,0.23,6.00,58.37,48.10,65.24,0.14,0.22,6.00,56.94,44.76,63.33,0.27,0.21,7.00,59.81,50.48,69.52,0.31,0.20,7.00,59.33,52.86,68.57,0.58,0.17,8.00,66.99,60.00,73.81,0.56,0.17,8.00,66.03,59.05,75.24,0.51,0.17,8.00,66.35,59.33,73.21,0.48,0.16,8.00,63.98,61.32,70.75,0.43,0.15,9.00,63.98,60.38,68.87,0.48,0.15,10.00,63.85,61.21,70.56,0.49,0.15,10.00,65.73,60.28,71.96,0.50,0.14,11.00,65.26,59.35,72.43,0.59,0.15,10.00,73.08,66.99,77.51,0.55,0.15,10.00,70.67,65.55,76.56
CAYMAN ISLANDS,CYM,1.45,0.39,1.00,91.39,76.19,100.00,1.49,0.36,1.00,91.87,78.57,100.00,1.49,0.29,1.00,91.87,83.33,100.00,1.47,0.36,1.00,91.87,76.19,100.00,1.20,0.33,1.00,86.12,70.48,95.24,1.16,0.34,1.00,86.12,68.57,94.29,0.88,0.35,1.00,79.90,60.00,90.95,1.13,0.39,1.00,87.56,63.33,95.71,1.15,0.37,1.00,86.60,65.71,95.24,1.16,0.34,1.00,85.10,68.42,94.26,0.90,0.23,2.00,76.30,65.09,87.74,0.89,0.23,2.00,75.83,65.09,87.26,0.87,0.21,2.00,74.65,64.49,85.98,0.90,0.23,2.00,77.00,66.36,86.45,0.90,0.23,2.00,77.46,66.36,86.45,0.61,0.28,2.00,73.56,63.64,82.30,0.82,0.26,2.00,76.92,66.51,85.17
CENTRAL AFRICAN REPUBLIC,CAF,-1.50,0.37,2.00,6.22,0.95,21.90,-1.46,0.30,4.00,6.22,1.90,18.10,-1.50,0.25,4.00,3.83,1.43,16.19,-1.13,0.23,6.00,13.40,4.29,28.57,-1.57,0.23,6.00,4.31,0.48,12.38,-1.63,0.21,7.00,3.83,0.48,8.57,-1.48,0.21,8.00,5.26,0.48,12.86,-1.57,0.21,8.00,2.87,0.95,10.48,-1.61,0.21,9.00,1.91,0.48,9.05,-1.44,0.20,8.00,4.81,1.44,12.44,-1.32,0.15,11.00,5.69,2.83,16.04,-1.29,0.15,11.00,7.11,2.83,15.09,-1.27,0.14,11.00,7.98,2.80,15.42,-1.44,0.15,11.00,3.76,1.40,9.81,-1.82,0.14,12.00,0.47,0.47,2.80,-1.73,0.15,11.00,1.44,0.48,3.35,-1.72,0.15,10.00,1.44,0.96,3.83
CHAD,TCD,-1.16,0.34,3.00,13.40,3.33,31.43,-1.14,0.28,5.00,12.44,4.76,29.05,-1.03,0.23,5.00,17.22,6.67,31.90,-1.00,0.23,6.00,18.66,7.62,33.33,-1.31,0.21,7.00,8.13,3.33,19.52,-1.34,0.20,9.00,7.66,3.81,16.67,-1.45,0.19,9.00,6.22,0.95,12.86,-1.51,0.15,12.00,3.35,1.43,10.00,-1.51,0.15,12.00,3.35,1.90,9.05,-1.60,0.15,12.00,2.40,1.44,7.66,-1.49,0.15,12.00,3.32,1.89,8.02,-1.48,0.14,12.00,3.79,1.42,9.43,-1.45,0.14,12.00,3.29,1.40,10.75,-1.45,0.14,12.00,3.29,1.40,9.35,-1.37,0.14,13.00,5.16,2.34,12.62,-1.11,0.15,12.00,10.10,6.22,19.14,-1.16,0.15,12.00,10.10,5.26,17.70
CHILE,CHL,1.05,0.19,8.00,84.21,67.14,90.48,1.10,0.18,9.00,84.21,75.24,91.43,1.26,0.16,9.00,87.08,81.90,92.86,1.30,0.17,10.00,88.52,82.38,92.86,1.24,0.16,11.00,87.08,80.95,91.43,1.31,0.16,12.00,88.52,83.33,92.38,1.27,0.16,12.00,88.52,82.38,91.43,1.23,0.14,15.00,89.47,82.38,90.48,1.23,0.15,15.00,87.56,82.38,90.48,1.27,0.14,15.00,88.46,83.73,90.91,1.27,0.14,15.00,87.68,83.49,91.04,1.32,0.14,15.00,87.68,83.49,91.04,1.36,0.13,15.00,88.26,85.05,90.65,1.37,0.14,15.00,88.26,85.98,90.65,1.34,0.14,15.00,87.79,84.11,91.12,1.42,0.15,14.00,87.98,85.17,90.43,1.33,0.14,14.00,87.02,82.30,89.47
CHINA,CHN,-0.43,0.19,7.00,36.36,27.62,48.57,-0.35,0.19,8.00,38.76,29.52,50.48,-0.48,0.16,9.00,35.89,29.05,44.29,-0.41,0.17,10.00,39.23,29.52,48.57,-0.47,0.17,10.00,40.19,28.10,46.67,-0.43,0.16,12.00,38.76,30.48,47.62,-0.49,0.16,12.00,37.80,29.05,46.67,-0.55,0.15,13.00,37.32,25.24,45.71,-0.45,0.15,14.00,41.15,29.52,49.05,-0.33,0.14,14.00,45.19,35.41,52.63,-0.32,0.14,15.00,45.50,35.85,52.36,-0.33,0.14,15.00,45.02,34.43,52.36,-0.39,0.13,16.00,43.19,32.24,50.00,-0.48,0.13,16.00,39.44,29.91,47.20,-0.45,0.14,15.00,40.85,30.37,47.66,-0.33,0.15,13.00,42.79,32.54,54.07,-0.34,0.14,13.00,43.75,32.54,54.07
COLOMBIA,COL,-0.89,0.19,8.00,22.01,10.95,31.90,-0.78,0.18,9.00,24.40,16.19,35.71,-0.99,0.15,10.00,18.66,10.48,29.05,-0.80,0.17,11.00,25.84,16.19,36.67,-0.77,0.16,11.00,26.32,16.67,38.10,-0.70,0.15,14.00,29.19,19.05,38.10,-0.66,0.15,14.00,31.58,20.48,40.00,-0.53,0.14,16.00,38.28,25.71,46.19,-0.47,0.14,17.00,39.71,27.62,48.10,-0.43,0.14,17.00,39.42,30.62,50.24,-0.44,0.14,17.00,42.18,30.66,49.06,-0.35,0.14,17.00,44.55,34.43,50.94,-0.29,0.13,18.00,47.42,37.38,52.34,-0.39,0.13,18.00,44.60,33.64,50.47,-0.44,0.13,17.00,41.31,30.37,48.60,-0.34,0.14,15.00,42.31,32.06,54.07,-0.31,0.14,15.00,44.71,33.97,54.55
COMOROS,COM,-1.05,0.37,2.00,15.79,4.29,35.71,-1.23,0.30,4.00,10.53,2.38,26.67,-1.38,0.25,4.00,7.18,1.43,19.52,-1.04,0.27,4.00,16.75,4.29,33.33,-0.97,0.27,4.00,19.14,6.67,35.71,-1.06,0.24,5.00,14.83,5.71,31.43,-1.02,0.24,5.00,15.79,7.62,32.86,-0.99,0.24,5.00,17.22,6.67,34.29,-1.04,0.24,5.00,15.31,5.71,30.95,-1.07,0.20,6.00,13.94,6.70,25.36,-1.15,0.20,7.00,12.80,3.77,22.17,-1.06,0.19,8.00,13.74,5.19,27.36,-1.00,0.19,8.00,16.43,6.07,30.37,-1.02,0.19,8.00,16.43,6.54,29.44,-0.97,0.18,9.00,16.90,8.41,29.91,-0.94,0.19,8.00,15.87,7.66,29.67,-0.84,0.19,7.00,20.19,11.00,34.93
"CONGO, DEM. REP.",ZAR,-1.93,0.32,3.00,1.44,0.00,8.57,-2.21,0.28,5.00,0.48,0.00,1.90,-1.95,0.25,5.00,0.96,0.00,3.33,-1.70,0.25,7.00,1.91,0.00,8.57,-1.73,0.24,7.00,0.96,0.00,8.10,-1.70,0.18,9.00,2.87,0.48,7.62,-1.57,0.18,9.00,3.83,0.48,9.52,-1.62,0.21,9.00,1.91,0.48,10.00,-1.60,0.21,10.00,2.39,0.48,9.05,-1.55,0.19,11.00,2.88,0.96,8.13,-1.63,0.15,13.00,1.90,0.94,4.72,-1.61,0.14,13.00,2.37,0.94,5.19,-1.61,0.14,13.00,1.88,0.93,5.61,-1.65,0.14,13.00,1.41,0.47,4.67,-1.56,0.14,14.00,2.82,1.40,7.01,-1.43,0.15,12.00,4.33,1.91,8.13,-1.55,0.15,12.00,3.37,1.44,6.70
"CONGO, REP.",COG,-1.33,0.31,4.00,9.57,1.90,25.24,-1.71,0.26,6.00,2.39,0.95,9.52,-1.43,0.23,6.00,4.78,1.43,17.14,-1.24,0.24,6.00,10.05,2.86,24.76,-1.19,0.23,6.00,12.44,4.76,24.76,-1.15,0.21,7.00,12.92,5.24,24.76,-1.46,0.17,9.00,5.74,1.43,12.86,-1.24,0.17,9.00,10.05,3.33,19.52,-1.21,0.17,10.00,9.57,4.29,19.52,-1.17,0.16,10.00,10.58,5.26,20.57,-1.19,0.15,12.00,11.37,4.25,18.40,-1.18,0.15,12.00,11.37,4.72,18.87,-1.16,0.14,12.00,13.15,5.61,19.16,-1.11,0.14,12.00,13.15,5.61,21.50,-1.09,0.14,13.00,13.62,7.01,21.96,-1.08,0.15,12.00,12.98,7.66,22.01,-1.04,0.15,12.00,13.46,7.18,23.44
COOK ISLANDS,COK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.66,0.72,1.00,70.81,34.29,99.05,0.63,0.48,1.00,68.42,48.57,90.00,0.64,0.52,1.00,69.38,45.24,91.43,0.64,0.58,1.00,70.33,43.33,92.86,1.19,0.60,1.00,86.60,58.10,100.00,1.05,0.73,1.00,82.78,50.48,100.00,0.61,0.91,1.00,67.46,20.95,100.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.75,0.82,1.00,27.49,0.47,66.51,-0.90,0.75,1.00,20.85,0.47,62.26,-0.86,0.75,1.00,22.54,0.47,62.15,-0.92,0.74,1.00,17.84,0.47,62.15,-0.92,0.71,1.00,19.25,0.47,59.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COSTA RICA,CRI,0.52,0.20,7.00,63.16,57.14,77.62,0.64,0.21,7.00,69.86,60.48,81.43,0.57,0.16,9.00,65.55,60.48,74.29,0.62,0.18,10.00,66.99,60.95,76.67,0.64,0.18,10.00,70.33,62.38,79.05,0.53,0.16,12.00,66.03,59.52,72.86,0.51,0.16,12.00,64.11,58.57,72.86,0.41,0.16,13.00,62.68,56.67,69.05,0.33,0.16,14.00,59.33,55.24,67.14,0.41,0.15,14.00,62.50,57.89,70.33,0.52,0.15,14.00,65.40,61.32,71.70,0.48,0.15,13.00,64.45,61.32,71.23,0.42,0.15,12.00,62.91,60.75,69.16,0.48,0.15,13.00,65.26,60.28,71.96,0.51,0.15,13.00,66.20,60.28,72.90,0.51,0.15,13.00,71.15,65.07,76.56,0.48,0.15,13.00,69.23,63.64,75.12
CÔTE D'IVOIRE,CIV,-0.82,0.21,5.00,24.88,11.90,34.76,-0.94,0.21,7.00,19.14,9.52,31.43,-1.19,0.17,8.00,11.96,4.29,22.86,-1.38,0.18,9.00,7.18,2.38,15.71,-1.46,0.18,9.00,6.22,0.95,13.33,-1.42,0.17,10.00,7.18,3.33,13.81,-1.53,0.17,10.00,4.31,0.48,10.00,-1.49,0.16,11.00,3.83,1.43,10.48,-1.49,0.16,10.00,4.31,1.90,9.52,-1.45,0.15,12.00,4.33,1.91,9.57,-1.26,0.14,14.00,7.11,3.30,16.51,-1.24,0.14,13.00,9.48,4.25,16.98,-1.29,0.13,15.00,7.51,2.80,14.49,-1.10,0.13,16.00,13.62,6.54,21.50,-0.93,0.13,17.00,18.78,12.62,28.97,-0.61,0.14,15.00,30.77,21.53,40.67,-0.62,0.14,15.00,30.29,20.10,40.67
CROATIA,HRV,-0.61,0.20,5.00,31.10,19.52,42.38,-0.34,0.20,7.00,40.67,29.52,51.43,0.01,0.17,8.00,51.67,43.33,60.00,-0.17,0.16,11.00,48.33,37.62,56.19,-0.05,0.17,11.00,51.20,43.81,59.05,0.05,0.15,12.00,54.55,47.14,60.00,0.09,0.15,12.00,55.50,48.10,60.00,-0.01,0.15,14.00,54.07,48.57,59.52,0.08,0.15,14.00,55.50,50.95,59.05,0.08,0.14,13.00,55.29,50.24,59.33,0.14,0.14,13.00,58.29,52.36,62.26,0.17,0.13,13.00,60.19,54.25,63.21,0.18,0.13,14.00,61.03,55.14,62.15,0.22,0.12,15.00,60.09,57.01,64.02,0.27,0.12,15.00,60.56,55.61,64.95,0.31,0.13,14.00,65.87,62.20,72.25,0.20,0.13,14.00,62.50,57.42,66.99
CUBA,CUB,-1.01,0.21,5.00,17.22,8.57,29.05,-0.90,0.22,5.00,20.10,10.48,32.86,-0.94,0.18,5.00,21.05,10.95,32.38,-1.07,0.20,7.00,15.79,6.19,28.57,-1.12,0.20,7.00,13.40,6.67,25.71,-1.02,0.19,8.00,16.27,8.10,29.05,-0.99,0.19,8.00,17.22,9.05,31.43,-0.67,0.18,10.00,29.67,19.52,44.29,-0.62,0.18,10.00,33.01,20.48,46.67,-0.76,0.18,9.00,23.56,14.83,38.28,-0.65,0.18,9.00,31.28,18.40,43.87,-0.66,0.17,9.00,30.81,18.87,43.40,-0.61,0.16,9.00,31.46,21.03,45.33,-0.63,0.17,10.00,32.39,19.16,45.33,-0.63,0.17,10.00,32.39,20.56,44.86,-0.58,0.19,9.00,32.21,18.66,46.89,-0.62,0.18,8.00,29.81,17.22,44.50
CYPRUS,CYP,0.82,0.21,5.00,76.56,61.90,86.19,0.93,0.22,5.00,79.90,68.10,89.52,0.98,0.18,5.00,81.34,70.95,87.62,0.96,0.21,5.00,80.38,66.67,88.10,0.89,0.20,6.00,77.99,65.24,86.67,0.90,0.18,7.00,77.99,69.05,86.19,0.90,0.18,7.00,80.38,67.14,87.14,1.07,0.18,8.00,83.25,70.95,90.00,1.08,0.19,8.00,83.73,72.86,89.52,1.19,0.18,8.00,87.02,76.56,90.91,1.19,0.17,9.00,86.73,78.30,90.09,1.20,0.17,9.00,86.73,79.25,90.09,1.05,0.16,9.00,83.57,73.83,87.38,1.08,0.17,9.00,84.04,72.90,87.85,1.01,0.17,9.00,81.69,72.43,86.45,1.06,0.19,8.00,82.21,76.56,86.60,1.01,0.18,8.00,81.73,75.12,85.65
