,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
BELARUS,BLR,-0.41,0.31,1.00,40.00,17.48,59.22,-0.68,0.25,3.00,25.37,11.17,46.60,-0.65,0.25,4.00,28.29,11.65,46.60,-0.96,0.23,5.00,14.15,6.80,32.04,-0.99,0.24,5.00,14.15,5.34,33.01,-1.08,0.24,5.00,10.24,5.34,26.21,-1.10,0.23,5.00,12.20,4.37,26.70,-1.17,0.23,7.00,9.76,3.88,23.30,-1.13,0.23,7.00,12.14,4.35,24.64,-1.12,0.23,7.00,11.65,4.35,25.12,-1.15,0.23,7.00,10.53,2.86,25.24,-1.14,0.23,7.00,11.00,3.81,25.24,-1.10,0.23,7.00,13.27,4.25,26.89,-0.93,0.22,8.00,18.48,8.49,32.55,-0.93,0.22,8.00,18.01,9.43,33.96,-0.50,0.24,8.00,34.62,17.70,49.28,-0.48,0.23,8.00,37.50,19.62,49.28
BELGIUM,BEL,1.81,0.23,5.00,93.17,88.83,100.00,1.86,0.21,5.00,93.17,89.32,100.00,1.78,0.21,5.00,92.20,89.32,99.03,1.99,0.19,5.00,96.59,90.78,100.00,1.96,0.19,5.00,96.10,91.26,100.00,1.92,0.21,5.00,94.15,90.78,99.51,1.74,0.19,5.00,93.66,88.83,99.03,1.72,0.20,6.00,93.17,87.86,98.54,1.61,0.22,6.00,91.75,86.96,97.58,1.39,0.23,6.00,87.86,80.68,94.20,1.59,0.21,7.00,92.82,85.24,97.62,1.58,0.22,7.00,92.82,84.29,98.10,1.66,0.22,7.00,93.84,86.32,98.58,1.60,0.22,7.00,93.84,85.38,98.58,1.60,0.21,7.00,93.36,85.85,98.58,1.40,0.23,7.00,88.46,80.38,95.22,1.44,0.23,7.00,88.94,82.30,96.17
BELIZE,BLZ,0.38,0.31,1.00,66.34,52.91,79.61,0.00,0.29,2.00,55.61,34.95,70.39,-0.01,0.29,2.00,55.61,36.41,70.39,-0.03,0.28,2.00,56.10,35.92,68.45,-0.19,0.31,2.00,51.71,26.21,65.05,-0.36,0.30,3.00,46.34,19.42,63.11,-0.15,0.27,3.00,51.22,32.52,63.59,-0.37,0.27,4.00,40.49,21.84,55.83,-0.47,0.26,5.00,37.86,16.91,52.66,-0.52,0.26,5.00,36.41,16.91,52.17,-0.48,0.26,5.00,39.71,20.48,52.38,-0.44,0.26,5.00,40.19,20.48,55.71,-0.36,0.23,6.00,43.60,25.94,55.66,-0.32,0.25,5.00,44.55,27.36,58.49,-0.32,0.25,5.00,45.02,27.36,58.02,-0.67,0.29,4.00,25.48,12.92,45.45,-0.70,0.26,5.00,25.00,12.92,44.50
BENIN,BEN,-0.41,0.31,1.00,40.00,17.48,59.22,-0.27,0.27,3.00,46.34,24.27,60.19,-0.27,0.28,3.00,45.37,25.73,61.17,-0.38,0.24,4.00,41.95,25.73,57.77,-0.33,0.26,4.00,43.41,23.30,60.68,-0.36,0.23,5.00,45.85,22.82,59.22,-0.62,0.19,7.00,31.71,16.99,45.15,-0.57,0.18,10.00,33.17,20.39,45.63,-0.52,0.20,10.00,34.47,20.29,50.24,-0.45,0.20,10.00,40.78,21.26,51.21,-0.56,0.19,10.00,37.32,20.95,48.10,-0.58,0.20,10.00,33.01,19.05,46.19,-0.52,0.20,10.00,37.44,20.75,48.11,-0.51,0.20,10.00,36.97,22.17,48.58,-0.49,0.18,11.00,36.97,24.53,47.17,-0.46,0.20,10.00,36.54,21.53,47.85,-0.62,0.18,11.00,30.29,17.70,43.06
BERMUDA,BMU,1.17,0.31,1.00,85.85,75.73,90.78,1.17,0.34,1.00,86.34,75.24,91.75,1.14,0.37,1.00,85.85,71.36,91.26,1.10,0.32,1.00,84.88,71.84,90.29,1.04,0.38,1.00,81.95,67.48,91.75,1.06,0.42,1.00,82.44,67.96,91.26,0.99,0.32,1.00,80.98,67.96,89.32,0.99,0.41,1.00,81.46,65.05,92.72,0.98,0.47,1.00,81.55,61.35,94.20,1.01,0.45,1.00,80.58,63.77,94.20,1.00,0.42,1.00,80.86,64.29,93.81,1.00,0.44,1.00,80.38,63.81,94.29,0.99,0.42,1.00,80.09,63.21,94.34,1.01,0.39,1.00,80.57,64.15,94.34,1.02,0.37,1.00,80.57,65.57,93.87,0.92,0.46,1.00,77.40,60.77,93.30,0.98,0.44,1.00,78.85,64.11,92.82
BHUTAN,BTN,0.65,0.31,1.00,75.61,59.71,84.95,0.56,0.29,2.00,74.15,58.74,82.52,0.78,0.23,3.00,79.02,67.96,86.41,0.73,0.22,3.00,75.12,66.50,83.98,0.38,0.22,3.00,67.32,59.22,74.76,-0.14,0.22,4.00,53.17,35.92,65.53,0.28,0.23,5.00,63.41,52.91,72.33,0.17,0.24,5.00,60.49,46.12,70.39,0.25,0.27,5.00,63.11,50.24,74.40,0.26,0.27,5.00,63.11,48.31,74.88,0.48,0.24,6.00,67.46,57.62,76.67,0.57,0.23,6.00,69.86,61.90,78.57,0.62,0.24,6.00,71.09,62.26,80.66,0.51,0.24,6.00,69.19,58.96,76.42,0.40,0.21,8.00,65.40,57.08,72.64,0.27,0.22,8.00,62.50,49.28,72.73,0.41,0.22,8.00,67.79,55.02,74.16
BOLIVIA,BOL,-0.19,0.25,4.00,49.27,30.10,61.17,-0.06,0.21,4.00,54.63,40.78,63.59,-0.33,0.20,5.00,43.41,27.67,56.31,-0.29,0.18,7.00,45.37,32.04,57.77,-0.28,0.17,7.00,45.85,33.98,58.74,-0.55,0.18,8.00,33.17,19.42,48.06,-0.68,0.17,8.00,29.27,16.99,40.29,-0.64,0.18,10.00,29.27,18.45,42.23,-0.55,0.20,10.00,33.98,17.87,47.34,-0.61,0.20,10.00,33.50,16.91,45.89,-0.59,0.19,10.00,33.49,19.05,47.14,-0.50,0.20,10.00,37.80,22.86,49.05,-0.47,0.20,10.00,40.28,23.11,49.06,-0.37,0.20,10.00,43.13,27.83,53.77,-0.39,0.19,10.00,43.60,27.36,51.89,-0.59,0.20,10.00,29.81,17.22,44.50,-0.66,0.21,10.00,27.88,15.79,43.06
BOSNIA AND HERZEGOVINA,BIH,-1.26,0.27,2.00,6.83,3.40,20.87,-1.08,0.23,3.00,12.20,4.37,24.27,-0.86,0.23,4.00,17.56,8.25,37.86,-0.97,0.20,5.00,13.17,7.77,29.61,-0.77,0.21,5.00,22.44,10.68,38.83,-0.57,0.19,7.00,31.71,17.48,48.06,-0.71,0.19,7.00,26.83,15.05,40.29,-0.61,0.20,8.00,30.24,18.45,45.63,-0.83,0.22,8.00,20.39,11.11,38.16,-0.59,0.22,8.00,33.98,16.91,46.38,-0.70,0.22,8.00,27.75,13.33,45.71,-0.73,0.22,8.00,27.75,13.81,43.33,-0.76,0.24,7.00,24.17,10.38,42.92,-0.45,0.21,9.00,39.81,24.06,50.94,-0.43,0.20,9.00,40.28,24.53,50.94,-0.47,0.24,8.00,36.06,18.18,51.20,-0.54,0.22,9.00,33.65,18.18,47.85
BOTSWANA,BWA,0.47,0.25,3.00,68.29,57.77,78.64,0.50,0.20,5.00,71.22,60.19,78.16,0.51,0.21,5.00,70.73,61.17,79.13,0.59,0.17,8.00,73.17,64.08,79.13,0.73,0.17,8.00,74.63,67.48,81.07,0.64,0.17,9.00,73.17,67.96,79.61,0.66,0.17,9.00,72.20,64.56,78.16,0.53,0.17,11.00,69.76,63.11,76.70,0.60,0.19,11.00,74.27,63.29,78.74,0.57,0.19,11.00,71.36,63.29,77.78,0.48,0.18,11.00,67.94,60.48,75.71,0.47,0.18,11.00,67.46,60.48,75.24,0.48,0.18,11.00,67.77,60.85,75.47,0.50,0.19,11.00,68.25,60.85,73.58,0.43,0.17,12.00,65.88,59.43,71.23,0.36,0.19,11.00,66.35,55.98,72.73,0.51,0.17,12.00,72.12,62.20,74.16
BRAZIL,BRA,-0.15,0.23,6.00,50.73,32.52,61.17,-0.11,0.19,6.00,52.20,38.83,61.17,0.05,0.19,6.00,58.05,45.63,66.99,0.03,0.17,8.00,58.54,47.57,64.08,0.19,0.17,8.00,61.95,54.85,67.96,0.07,0.17,9.00,60.49,48.54,66.99,-0.10,0.17,9.00,52.68,41.75,60.19,-0.24,0.17,11.00,45.85,35.44,55.83,-0.20,0.19,11.00,48.54,34.78,57.00,-0.09,0.19,11.00,52.43,41.55,61.84,-0.09,0.18,11.00,51.20,42.86,61.43,-0.04,0.19,11.00,54.07,43.33,63.81,-0.12,0.19,11.00,49.76,41.98,60.85,-0.13,0.19,11.00,50.24,40.09,60.85,-0.10,0.19,11.00,50.24,41.51,60.85,-0.15,0.19,11.00,47.12,35.89,60.77,-0.19,0.20,11.00,47.60,34.93,58.85
BRUNEI DARUSSALAM,BRN,0.99,0.29,2.00,83.41,69.42,89.81,0.91,0.28,2.00,81.46,70.39,88.35,0.88,0.31,2.00,80.49,66.99,88.35,0.86,0.28,2.00,79.02,67.48,87.86,0.67,0.31,2.00,73.17,61.17,84.95,0.21,0.34,2.00,65.37,47.09,76.70,0.58,0.28,2.00,70.24,58.74,82.52,0.85,0.33,2.00,77.07,65.05,87.86,0.92,0.35,2.00,79.13,65.22,89.37,0.91,0.29,3.00,78.64,66.67,87.92,0.94,0.24,4.00,77.99,70.00,87.62,0.90,0.25,4.00,77.51,69.05,86.67,0.89,0.24,4.00,77.25,67.92,86.32,0.84,0.24,4.00,75.36,66.98,85.38,0.87,0.24,4.00,75.36,68.40,85.85,1.08,0.31,3.00,82.21,72.25,91.39,1.05,0.29,3.00,82.21,72.73,90.91
BULGARIA,BGR,-0.31,0.25,3.00,43.90,25.24,59.22,-0.24,0.21,4.00,46.83,30.10,59.22,-0.04,0.20,6.00,54.15,41.75,64.56,0.20,0.18,7.00,61.95,53.40,68.93,0.11,0.18,7.00,60.98,52.91,67.48,0.19,0.18,7.00,64.39,53.88,70.87,0.19,0.18,7.00,60.98,52.91,68.93,0.00,0.18,10.00,55.12,44.66,65.05,0.00,0.19,10.00,53.40,44.93,64.25,-0.05,0.20,10.00,53.40,42.51,63.77,0.16,0.19,10.00,59.81,50.00,67.14,0.11,0.20,10.00,58.85,46.67,66.67,0.11,0.20,10.00,60.19,47.64,66.51,0.15,0.20,10.00,60.66,48.58,66.98,0.16,0.19,10.00,59.72,48.58,68.40,0.09,0.20,10.00,57.69,44.50,70.33,0.22,0.20,10.00,62.02,48.80,72.73
BURKINA FASO,BFA,-1.02,0.29,2.00,14.15,3.88,32.52,-0.75,0.24,4.00,22.93,10.19,43.20,-0.62,0.25,4.00,29.76,12.14,46.60,-0.72,0.22,5.00,26.83,11.17,43.20,-0.62,0.23,5.00,30.24,14.08,48.54,-0.53,0.21,6.00,34.63,17.96,50.49,-0.59,0.21,6.00,33.17,16.99,47.57,-0.75,0.17,10.00,26.83,15.05,37.86,-0.74,0.19,10.00,25.24,15.94,40.58,-0.47,0.19,11.00,39.81,21.26,49.28,-0.58,0.18,11.00,34.93,20.95,46.67,-0.56,0.18,11.00,35.41,20.48,46.19,-0.54,0.18,11.00,36.97,20.75,47.17,-0.62,0.19,11.00,31.75,18.87,44.34,-0.66,0.17,12.00,29.86,17.45,43.40,-0.58,0.18,12.00,30.29,17.70,44.02,-0.59,0.18,11.00,31.73,19.14,43.54
BURUNDI,BDI,-1.73,0.31,1.00,2.93,0.49,8.74,-1.66,0.27,3.00,3.41,0.97,8.74,-1.44,0.28,3.00,4.88,1.94,12.62,-1.45,0.24,4.00,5.37,1.46,12.14,-1.47,0.26,4.00,4.88,1.46,13.59,-1.31,0.23,5.00,6.34,0.97,14.56,-1.26,0.23,5.00,9.27,1.46,21.36,-1.09,0.19,8.00,13.66,5.83,24.76,-1.24,0.21,8.00,8.74,3.38,16.91,-1.11,0.20,8.00,12.62,4.83,21.26,-1.03,0.20,8.00,14.35,7.14,27.62,-1.10,0.21,8.00,12.92,5.24,24.76,-1.06,0.20,9.00,14.22,6.13,26.89,-1.32,0.20,10.00,7.58,1.42,16.51,-1.06,0.18,11.00,14.69,8.49,24.53,-1.12,0.19,11.00,13.94,7.18,20.57,-1.15,0.18,11.00,12.02,7.18,19.62
CAMBODIA,KHM,-0.88,0.27,2.00,18.54,5.83,36.89,-1.07,0.23,3.00,13.17,5.34,25.24,-0.85,0.20,4.00,18.54,9.71,35.92,-0.84,0.18,5.00,21.46,10.19,33.01,-0.88,0.17,5.00,17.56,9.71,32.52,-0.88,0.18,6.00,17.56,8.25,31.55,-0.96,0.18,7.00,16.10,9.71,29.61,-0.96,0.18,9.00,17.56,9.22,29.13,-0.87,0.20,9.00,18.93,10.63,34.30,-0.96,0.20,9.00,16.02,8.21,31.88,-0.91,0.20,9.00,19.62,7.62,36.67,-0.92,0.21,9.00,18.66,8.10,32.86,-0.85,0.21,9.00,19.91,9.91,38.21,-0.81,0.21,9.00,23.22,12.26,38.68,-0.91,0.20,9.00,19.91,9.91,33.96,-0.68,0.21,9.00,25.00,15.79,42.58,-0.69,0.22,9.00,25.48,13.40,42.58
CAMEROON,CMR,-1.00,0.25,3.00,14.63,5.83,30.10,-0.74,0.20,5.00,23.41,13.11,40.78,-0.67,0.21,5.00,26.83,12.62,43.69,-0.82,0.19,6.00,22.93,10.68,33.98,-0.65,0.17,7.00,27.80,16.99,40.78,-0.70,0.18,7.00,24.39,13.11,43.20,-0.88,0.17,8.00,20.49,11.65,33.01,-0.92,0.17,10.00,19.02,9.22,29.13,-0.82,0.19,10.00,21.36,12.08,35.75,-0.79,0.19,10.00,20.87,13.04,39.13,-0.82,0.18,10.00,21.05,10.95,38.10,-0.88,0.19,10.00,19.62,10.48,35.24,-0.88,0.18,11.00,18.96,10.38,35.38,-0.89,0.19,11.00,20.38,10.85,32.08,-0.92,0.17,12.00,18.96,11.79,31.60,-0.77,0.18,12.00,21.63,15.79,35.89,-0.76,0.17,12.00,21.63,12.92,37.32
CANADA,CAN,1.88,0.23,5.00,95.61,89.81,100.00,1.97,0.21,5.00,96.10,90.29,100.00,1.95,0.21,5.00,96.10,89.32,100.00,1.95,0.19,5.00,95.61,90.29,100.00,2.01,0.19,5.00,97.07,91.75,100.00,1.96,0.21,5.00,95.12,91.26,99.51,1.91,0.19,5.00,97.56,91.26,100.00,1.92,0.20,7.00,97.56,91.26,99.51,1.76,0.21,7.00,94.66,87.92,99.03,1.78,0.22,7.00,95.15,87.92,99.03,1.75,0.21,7.00,96.17,87.62,98.57,1.79,0.22,7.00,96.17,88.57,99.05,1.78,0.22,7.00,96.21,87.74,99.06,1.77,0.22,7.00,95.26,88.68,99.06,1.78,0.21,7.00,97.16,88.68,99.53,1.76,0.23,7.00,95.19,88.04,99.52,1.77,0.23,7.00,95.19,87.56,99.52
CAPE VERDE,CPV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.35,0.41,2.00,65.85,43.69,82.52,0.30,0.39,2.00,64.88,43.20,80.58,-0.12,0.27,4.00,52.68,33.01,64.56,-0.10,0.28,4.00,54.63,33.98,66.02,-0.07,0.25,5.00,56.59,37.86,66.50,-0.23,0.24,5.00,47.80,32.52,60.19,0.12,0.23,6.00,58.54,45.63,69.42,0.35,0.24,6.00,64.56,52.66,76.81,0.06,0.23,6.00,57.28,45.89,66.67,0.04,0.23,6.00,57.42,45.71,65.71,-0.02,0.21,7.00,55.02,43.33,65.24,0.16,0.22,7.00,60.66,48.11,68.40,0.12,0.21,7.00,59.24,47.17,66.98,0.10,0.19,8.00,58.77,46.70,65.09,0.08,0.20,8.00,56.73,44.50,69.38,0.15,0.19,8.00,59.62,48.33,69.38
CAYMAN ISLANDS,CYM,1.96,0.31,1.00,98.05,89.81,100.00,1.96,0.34,1.00,95.61,88.35,100.00,1.94,0.37,1.00,95.12,88.35,100.00,1.92,0.32,1.00,95.12,88.83,100.00,1.30,0.38,1.00,89.27,73.30,95.63,1.16,0.42,1.00,85.85,69.42,92.72,1.25,0.32,1.00,87.80,73.79,95.63,1.25,0.41,1.00,87.32,70.87,97.57,1.24,0.47,1.00,85.92,68.60,97.58,1.27,0.45,1.00,86.41,70.05,98.07,1.24,0.32,2.00,85.65,73.33,96.19,1.23,0.33,2.00,85.65,72.38,95.71,1.22,0.32,2.00,84.83,72.17,95.28,1.24,0.31,2.00,85.31,72.64,94.81,1.22,0.29,2.00,84.83,72.64,94.81,1.16,0.35,2.00,85.10,72.25,94.74,1.15,0.33,2.00,84.62,73.21,92.82
CENTRAL AFRICAN REPUBLIC,CAF,-1.46,0.31,1.00,5.37,0.97,16.02,-1.31,0.27,3.00,6.83,2.91,17.48,-1.38,0.28,3.00,5.37,2.91,15.53,-1.62,0.24,4.00,2.93,0.49,8.74,-1.57,0.26,4.00,2.44,0.97,10.19,-1.56,0.23,5.00,4.39,0.49,8.25,-1.59,0.23,5.00,2.44,0.49,10.68,-1.52,0.25,5.00,3.90,0.49,12.14,-1.56,0.27,6.00,3.40,0.97,12.56,-1.40,0.26,5.00,5.34,0.97,15.46,-1.42,0.21,8.00,4.78,1.43,12.86,-1.39,0.21,8.00,5.26,1.43,13.81,-1.28,0.21,8.00,8.06,3.77,17.92,-1.45,0.21,8.00,5.21,0.94,13.68,-1.61,0.19,9.00,1.42,0.47,8.96,-1.87,0.20,9.00,1.44,0.48,5.74,-1.79,0.19,8.00,1.44,0.96,6.70
CHAD,TCD,-0.67,0.31,1.00,27.80,11.65,50.49,-0.63,0.27,3.00,27.80,13.11,48.54,-0.76,0.28,3.00,23.90,9.22,44.17,-0.91,0.24,4.00,17.56,6.80,34.47,-1.06,0.22,5.00,12.20,5.34,26.21,-1.12,0.20,6.00,8.78,5.83,20.87,-1.35,0.20,6.00,7.80,0.97,15.05,-1.45,0.18,9.00,5.37,1.46,11.17,-1.59,0.20,9.00,2.43,0.97,7.73,-1.55,0.20,9.00,2.43,0.97,9.66,-1.42,0.19,9.00,5.26,1.43,11.43,-1.45,0.20,9.00,4.78,0.95,12.38,-1.35,0.20,9.00,7.58,1.89,15.09,-1.48,0.20,9.00,4.27,0.94,12.26,-1.38,0.18,10.00,7.58,1.42,14.15,-1.48,0.19,10.00,6.25,1.91,12.44,-1.45,0.18,10.00,6.73,1.91,11.48
CHILE,CHL,1.28,0.23,6.00,87.80,79.61,90.78,1.17,0.19,6.00,85.37,78.64,89.32,1.12,0.19,6.00,84.88,79.13,89.32,1.14,0.17,8.00,85.85,78.64,89.32,1.24,0.17,8.00,86.83,79.61,89.81,1.20,0.17,9.00,87.80,79.61,89.81,1.22,0.17,9.00,85.37,78.64,89.32,1.13,0.17,11.00,83.41,76.70,87.86,1.29,0.19,11.00,87.38,80.19,91.30,1.17,0.20,10.00,84.47,77.29,88.41,1.23,0.19,10.00,85.17,77.14,91.90,1.26,0.20,10.00,86.60,78.57,92.86,1.25,0.20,10.00,85.78,77.36,92.45,1.26,0.20,10.00,86.26,77.36,92.92,1.26,0.19,10.00,86.26,78.30,92.45,1.14,0.20,10.00,84.13,74.16,90.43,1.08,0.20,10.00,82.69,74.16,88.04
CHINA,CHN,-0.25,0.23,5.00,46.83,28.64,59.71,-0.10,0.19,6.00,53.17,39.32,61.17,-0.09,0.19,6.00,53.66,40.78,61.65,-0.05,0.17,7.00,55.12,44.17,62.14,-0.04,0.17,7.00,57.07,44.17,64.08,0.00,0.18,8.00,59.02,47.57,66.50,-0.09,0.17,8.00,53.17,41.75,60.68,0.08,0.18,9.00,56.59,47.57,65.05,0.19,0.19,10.00,59.71,51.21,70.53,0.16,0.19,10.00,59.22,49.76,67.15,0.11,0.19,10.00,58.37,49.05,66.19,0.10,0.19,10.00,58.37,46.67,66.67,0.10,0.19,10.00,59.24,47.64,66.04,0.03,0.19,10.00,57.82,45.28,63.21,0.00,0.19,10.00,55.45,45.75,62.74,0.34,0.19,10.00,65.38,55.98,72.73,0.42,0.20,10.00,68.27,56.46,74.16
COLOMBIA,COL,-0.19,0.23,6.00,48.78,32.04,60.68,-0.17,0.19,6.00,49.27,34.47,59.22,-0.28,0.19,6.00,44.39,30.58,57.77,-0.41,0.17,8.00,39.02,27.67,51.94,-0.13,0.17,8.00,53.66,39.81,61.17,-0.14,0.17,9.00,52.68,41.75,63.59,-0.16,0.17,9.00,50.24,38.83,58.74,-0.13,0.17,11.00,52.68,39.32,60.19,-0.04,0.19,11.00,52.43,44.44,63.29,-0.02,0.19,11.00,53.88,44.93,64.73,-0.23,0.18,11.00,48.80,38.10,57.62,-0.05,0.19,11.00,52.15,43.33,63.33,0.06,0.19,11.00,56.40,46.23,65.57,0.02,0.19,11.00,57.35,45.28,63.21,0.07,0.19,11.00,57.82,46.70,64.15,-0.11,0.19,11.00,49.04,37.32,61.72,-0.03,0.20,11.00,52.40,41.15,65.07
COMOROS,COM,-1.73,0.31,1.00,2.93,0.49,8.74,-1.66,0.27,3.00,3.41,0.97,8.74,-1.25,0.28,3.00,7.32,2.91,21.84,-0.87,0.27,3.00,20.49,6.80,38.35,-1.37,0.29,3.00,5.37,1.46,17.48,-1.58,0.25,4.00,3.41,0.49,8.25,-1.63,0.25,4.00,1.46,0.49,10.19,-1.71,0.27,4.00,1.46,0.49,9.22,-1.79,0.29,4.00,0.97,0.48,6.76,-1.81,0.27,4.00,0.97,0.48,5.80,-1.77,0.26,5.00,0.96,0.48,7.14,-1.74,0.26,5.00,0.96,0.48,7.14,-1.76,0.26,5.00,1.42,0.00,8.02,-1.55,0.26,5.00,2.84,0.47,13.68,-1.59,0.22,6.00,1.90,0.47,9.91,-1.68,0.24,6.00,2.40,0.96,9.09,-1.52,0.23,5.00,5.77,1.44,11.96
"CONGO, DEM. REP.",ZAR,-1.69,0.29,2.00,3.41,0.49,8.74,-1.97,0.24,4.00,1.95,0.00,3.88,-1.96,0.25,4.00,0.98,0.00,2.91,-1.74,0.22,5.00,1.46,0.00,5.83,-1.61,0.23,5.00,1.95,0.97,9.22,-1.45,0.18,7.00,5.85,0.49,8.74,-1.59,0.19,7.00,2.93,0.49,9.22,-1.65,0.23,6.00,1.95,0.49,8.74,-1.78,0.24,7.00,1.46,0.48,5.80,-1.70,0.23,7.00,1.46,0.97,6.28,-1.70,0.20,9.00,1.91,0.48,7.14,-1.74,0.20,9.00,1.44,0.48,5.24,-1.68,0.20,9.00,1.90,0.47,7.55,-1.66,0.20,9.00,0.95,0.47,7.08,-1.48,0.18,10.00,5.69,0.94,11.79,-1.57,0.19,10.00,4.33,1.44,9.57,-1.63,0.18,10.00,3.85,1.44,8.61
"CONGO, REP.",COG,-1.24,0.29,2.00,8.29,3.40,23.30,-1.19,0.24,4.00,9.76,3.88,21.84,-1.32,0.25,4.00,6.34,2.91,15.53,-1.31,0.24,4.00,6.83,1.94,17.48,-1.31,0.25,4.00,5.85,1.46,17.48,-1.12,0.23,5.00,9.27,5.34,22.82,-1.28,0.19,7.00,8.78,2.91,16.02,-1.29,0.20,7.00,8.29,2.43,18.45,-1.34,0.21,7.00,5.83,1.93,16.43,-1.23,0.20,7.00,9.22,2.42,17.39,-1.24,0.20,9.00,8.13,2.86,19.05,-1.23,0.20,9.00,8.61,3.81,19.05,-1.20,0.20,9.00,9.00,4.25,19.34,-1.18,0.20,9.00,10.90,3.30,22.17,-1.16,0.18,10.00,12.80,6.13,21.70,-1.12,0.19,10.00,14.42,7.18,21.05,-1.02,0.18,10.00,14.90,8.61,24.40
COOK ISLANDS,COK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.07,0.34,1.00,60.49,37.86,74.76,-0.07,0.35,1.00,54.15,29.61,69.42,-0.28,0.30,1.00,46.34,22.82,62.14,-0.48,0.33,1.00,37.07,12.14,59.71,0.80,0.49,1.00,75.61,56.31,91.26,0.43,0.41,1.00,68.29,45.63,83.01,0.54,0.47,1.00,70.87,46.38,87.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.99,0.62,1.00,15.31,0.48,57.14,-1.02,0.59,1.00,15.31,0.48,51.90,-0.98,0.62,1.00,16.11,0.47,56.13,-0.99,0.62,1.00,16.11,0.47,58.02,-0.99,0.62,1.00,16.11,0.47,56.13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COSTA RICA,CRI,0.26,0.24,5.00,61.46,52.91,75.73,0.29,0.21,4.00,63.90,54.85,75.24,0.25,0.20,5.00,62.93,53.88,72.82,0.32,0.18,7.00,64.39,58.25,73.30,0.25,0.17,7.00,64.39,57.28,70.39,0.24,0.18,8.00,65.85,56.80,71.36,0.15,0.17,8.00,59.02,51.46,67.48,0.11,0.18,9.00,58.05,50.00,66.50,0.21,0.20,9.00,61.17,51.21,71.50,0.28,0.21,9.00,64.08,53.14,72.46,0.34,0.20,9.00,64.59,56.67,72.38,0.31,0.20,9.00,65.07,54.76,71.43,0.34,0.21,8.00,64.45,55.19,72.17,0.50,0.20,9.00,68.72,60.85,73.58,0.48,0.20,9.00,68.25,59.43,74.06,0.40,0.21,9.00,69.23,55.98,74.16,0.38,0.22,9.00,66.83,54.55,74.16
C‚TE D'IVOIRE,CIV,-0.06,0.25,3.00,54.63,34.47,64.56,-0.21,0.20,5.00,47.80,32.04,59.22,-0.88,0.21,5.00,16.10,8.25,34.95,-0.94,0.19,6.00,15.61,8.74,29.61,-1.02,0.19,6.00,13.66,5.83,25.24,-1.27,0.18,7.00,7.32,3.88,13.59,-1.36,0.19,7.00,7.32,0.97,15.05,-1.20,0.20,8.00,9.27,3.88,20.39,-1.21,0.21,7.00,10.19,3.86,19.32,-1.21,0.19,9.00,9.71,3.38,16.91,-1.08,0.18,10.00,11.48,7.14,23.81,-1.26,0.19,10.00,8.13,3.81,17.14,-1.13,0.18,11.00,12.80,5.19,21.23,-1.08,0.19,11.00,14.22,6.60,25.47,-0.91,0.17,12.00,19.43,11.79,31.60,-0.81,0.18,12.00,20.67,14.83,33.49,-0.65,0.17,12.00,28.37,17.70,41.15
