,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
GUINEA-BISSAU,GNB,-1.47,0.29,2.00,4.39,1.46,15.05,-1.31,0.24,4.00,6.34,2.91,16.02,-1.06,0.25,4.00,11.71,3.40,27.67,-1.15,0.24,4.00,9.76,4.37,26.21,-1.31,0.25,4.00,6.34,1.46,17.48,-1.49,0.23,5.00,4.88,0.49,9.22,-1.38,0.23,5.00,5.85,0.49,15.05,-1.13,0.24,5.00,11.71,3.88,27.18,-1.11,0.26,5.00,12.62,4.35,27.05,-1.06,0.24,5.00,13.59,4.83,29.47,-1.03,0.24,5.00,13.88,5.71,30.95,-1.04,0.24,5.00,13.88,5.24,30.00,-1.04,0.24,5.00,14.69,5.19,28.77,-1.23,0.24,5.00,9.95,1.89,22.17,-1.43,0.21,6.00,6.16,0.94,14.15,-1.60,0.22,6.00,3.85,1.44,10.53,-1.62,0.21,6.00,4.33,1.44,9.09
GUYANA,GUY,-0.39,0.29,2.00,40.98,18.93,59.22,-0.05,0.25,3.00,55.12,34.95,67.48,-0.19,0.26,3.00,47.80,30.10,62.14,-0.27,0.25,3.00,46.34,27.67,61.65,-0.18,0.27,3.00,53.17,31.07,64.56,-0.19,0.26,4.00,49.76,30.58,65.53,-0.48,0.21,5.00,37.56,23.30,51.46,-0.21,0.20,6.00,47.80,34.95,58.25,-0.02,0.21,7.00,52.91,43.48,64.25,-0.18,0.21,7.00,48.06,36.23,59.42,-0.17,0.21,7.00,49.28,38.10,60.48,-0.12,0.21,7.00,49.76,39.52,62.86,-0.10,0.21,7.00,53.08,41.04,62.26,-0.12,0.21,7.00,50.71,39.15,61.32,-0.12,0.21,7.00,49.29,39.15,61.32,-0.22,0.22,7.00,44.71,30.14,59.33,-0.34,0.22,6.00,42.31,24.88,55.02
HAITI,HTI,-1.21,0.29,2.00,9.27,3.88,23.30,-1.33,0.25,3.00,5.85,2.91,16.99,-1.46,0.26,3.00,3.90,1.94,12.14,-1.63,0.21,5.00,2.44,0.49,7.77,-1.55,0.21,5.00,3.41,1.46,9.22,-1.68,0.24,5.00,0.98,0.49,6.80,-1.37,0.23,5.00,6.34,0.49,15.53,-1.31,0.22,7.00,7.80,1.94,18.45,-1.32,0.22,7.00,6.31,1.93,16.43,-1.30,0.22,7.00,7.28,2.42,16.91,-1.51,0.21,8.00,3.35,0.48,10.48,-1.63,0.21,8.00,2.87,0.48,7.14,-1.66,0.20,9.00,2.37,0.47,8.02,-1.64,0.20,9.00,1.42,0.47,8.02,-1.56,0.19,9.00,2.84,0.94,9.91,-2.03,0.20,9.00,0.96,0.48,2.39,-2.00,0.21,9.00,0.96,0.00,2.39
HONDURAS,HND,-0.86,0.24,5.00,19.51,6.80,34.95,-0.56,0.21,4.00,31.22,17.48,47.57,-0.54,0.20,5.00,33.66,16.99,46.60,-0.63,0.18,7.00,30.24,17.48,44.17,-0.64,0.17,7.00,28.78,16.99,41.75,-0.56,0.18,8.00,32.20,18.93,47.57,-0.64,0.17,8.00,30.73,17.96,43.20,-0.61,0.18,9.00,29.76,19.42,44.17,-0.55,0.20,9.00,33.01,16.91,47.34,-0.62,0.21,9.00,32.04,16.91,45.89,-0.66,0.19,10.00,29.67,15.71,45.71,-0.65,0.20,10.00,30.14,16.19,43.33,-0.55,0.20,10.00,36.49,19.34,47.64,-0.70,0.20,10.00,27.49,15.09,42.92,-0.73,0.19,10.00,25.59,15.09,40.57,-0.80,0.20,10.00,21.15,13.88,36.36,-0.82,0.21,10.00,20.19,11.48,37.32
"HONG KONG SAR, CHINA",HKG,1.22,0.23,5.00,86.83,78.64,89.81,1.17,0.21,5.00,86.83,78.16,89.32,1.30,0.21,5.00,88.29,80.58,89.81,1.42,0.19,5.00,89.27,83.98,92.23,1.66,0.19,5.00,91.71,89.32,96.60,1.79,0.21,5.00,91.71,89.81,98.06,1.63,0.19,5.00,91.71,88.35,97.57,1.90,0.20,7.00,97.07,89.81,99.51,1.88,0.21,7.00,97.09,90.34,99.03,1.85,0.22,7.00,97.57,88.41,99.03,1.74,0.21,7.00,94.74,87.62,98.57,1.70,0.22,7.00,93.78,87.14,98.57,1.67,0.22,7.00,94.31,86.32,98.58,1.84,0.22,7.00,97.16,89.62,99.53,1.75,0.21,7.00,95.73,88.68,99.53,1.84,0.23,7.00,98.08,89.95,100.00,1.93,0.23,6.00,99.04,91.87,100.00
HUNGARY,HUN,0.84,0.23,5.00,78.54,67.48,86.41,0.94,0.19,6.00,81.95,75.24,87.86,0.96,0.19,7.00,80.98,75.24,87.86,1.02,0.17,8.00,81.95,75.24,87.38,0.96,0.17,8.00,80.00,73.30,86.89,0.90,0.18,8.00,78.54,72.82,87.38,0.80,0.17,8.00,75.12,69.42,83.01,0.88,0.18,10.00,77.56,71.36,84.95,0.72,0.19,10.00,76.70,66.67,82.13,0.71,0.20,10.00,75.24,66.18,81.16,0.68,0.19,10.00,72.73,64.76,79.52,0.67,0.21,9.00,72.25,65.24,80.48,0.67,0.21,9.00,72.04,64.15,80.66,0.63,0.21,9.00,70.62,62.26,78.30,0.66,0.20,9.00,70.62,62.74,78.30,0.53,0.22,9.00,72.12,60.77,75.60,0.49,0.22,9.00,71.15,58.85,76.08
ICELAND,ISL,1.80,0.26,4.00,92.68,88.35,100.00,1.91,0.25,4.00,94.15,89.32,100.00,2.03,0.24,4.00,98.05,89.32,100.00,2.01,0.23,4.00,97.56,90.29,100.00,2.12,0.24,4.00,99.02,92.23,100.00,2.12,0.25,4.00,98.05,91.26,100.00,2.00,0.22,4.00,98.54,91.75,100.00,1.87,0.20,5.00,96.59,89.32,99.51,1.79,0.22,5.00,95.63,87.92,99.03,1.81,0.23,5.00,96.60,87.92,99.03,1.65,0.24,5.00,93.30,86.19,98.57,1.59,0.23,6.00,93.30,84.29,98.10,1.58,0.23,6.00,92.89,83.49,98.11,1.50,0.22,7.00,90.05,83.02,97.17,1.50,0.21,7.00,90.52,82.55,97.64,1.50,0.23,7.00,90.87,82.78,98.09,1.50,0.23,7.00,90.87,84.21,98.09
INDIA,IND,-0.08,0.23,5.00,53.66,34.95,63.11,-0.09,0.19,6.00,54.15,40.78,62.14,-0.14,0.19,6.00,51.22,38.35,61.17,-0.13,0.17,7.00,51.71,38.83,61.65,-0.07,0.17,7.00,55.12,41.75,62.14,-0.10,0.18,8.00,55.12,43.69,64.08,-0.08,0.17,8.00,55.12,42.23,62.14,-0.04,0.18,10.00,54.63,43.69,63.59,0.12,0.19,10.00,57.28,50.24,67.15,-0.02,0.19,10.00,55.34,45.41,65.22,-0.01,0.19,10.00,55.98,46.19,64.29,0.02,0.19,10.00,56.46,44.29,65.24,0.00,0.19,10.00,54.98,44.34,63.68,-0.17,0.19,10.00,48.82,38.21,60.38,-0.17,0.19,10.00,47.87,37.74,59.43,-0.20,0.19,10.00,45.19,33.01,58.37,0.10,0.20,10.00,56.25,46.41,67.94
INDONESIA,IDN,-0.42,0.23,5.00,37.07,23.30,55.34,-0.60,0.19,6.00,29.27,16.99,46.12,-0.27,0.17,7.00,44.88,32.52,56.31,-0.43,0.16,8.00,38.05,27.67,50.97,-0.45,0.15,8.00,38.05,26.21,49.51,-0.38,0.16,9.00,44.39,28.64,53.88,-0.44,0.16,9.00,38.54,27.18,49.03,-0.34,0.17,11.00,43.41,30.58,53.40,-0.28,0.18,11.00,45.63,31.88,54.11,-0.23,0.19,10.00,46.60,35.75,57.49,-0.28,0.19,10.00,46.89,34.29,57.14,-0.20,0.19,10.00,47.37,37.62,59.52,-0.25,0.19,10.00,46.92,36.32,56.60,-0.27,0.19,10.00,46.45,32.08,58.49,-0.19,0.19,10.00,47.39,36.32,59.43,-0.01,0.19,10.00,54.81,42.58,64.59,-0.22,0.20,10.00,46.15,33.49,55.98
"IRAN, ISLAMIC REP.",IRN,-0.56,0.25,3.00,32.20,15.53,50.97,-0.46,0.22,3.00,35.12,18.93,54.37,-0.45,0.24,3.00,38.05,17.96,53.88,-0.52,0.19,5.00,33.66,22.33,48.54,-0.46,0.19,5.00,37.07,22.82,53.40,-0.45,0.20,6.00,40.00,21.36,53.88,-0.62,0.20,6.00,32.20,16.99,45.15,-0.56,0.22,8.00,33.66,19.42,48.54,-0.61,0.22,8.00,30.10,16.43,45.89,-0.63,0.22,8.00,31.55,15.46,45.89,-0.57,0.22,7.00,36.36,18.10,49.05,-0.48,0.22,7.00,39.23,21.90,50.00,-0.44,0.22,7.00,41.23,22.64,53.30,-0.53,0.22,7.00,35.07,20.75,48.58,-0.69,0.21,7.00,28.91,15.09,44.34,-0.41,0.23,7.00,38.46,21.53,53.11,-0.20,0.22,8.00,47.12,32.06,60.29
IRAQ,IRQ,-1.95,0.25,3.00,0.98,0.00,3.88,-1.87,0.22,3.00,2.44,0.49,3.88,-1.87,0.24,3.00,1.95,0.97,3.40,-1.88,0.20,4.00,0.98,0.00,4.37,-1.66,0.21,4.00,1.46,0.97,5.83,-1.61,0.23,4.00,1.95,0.49,7.77,-1.66,0.21,4.00,0.98,0.49,8.25,-1.77,0.25,4.00,0.98,0.49,5.83,-1.59,0.25,4.00,2.91,0.97,11.59,-1.26,0.26,5.00,8.74,1.93,20.29,-1.20,0.24,6.00,9.09,2.86,21.43,-1.22,0.22,7.00,9.09,3.33,21.43,-1.15,0.22,7.00,10.43,4.25,22.64,-1.12,0.21,8.00,13.27,4.72,25.00,-1.12,0.21,8.00,13.74,6.13,24.53,-1.13,0.22,8.00,13.46,6.22,22.49,-1.27,0.22,8.00,9.13,3.83,18.18
IRELAND,IRL,1.71,0.23,5.00,91.71,87.86,99.51,1.78,0.21,5.00,92.20,89.32,99.51,1.67,0.21,5.00,90.24,88.35,97.57,1.63,0.19,5.00,90.24,87.86,95.15,1.58,0.19,5.00,90.73,87.38,94.17,1.56,0.21,5.00,90.73,87.86,93.20,1.73,0.19,5.00,93.17,88.83,99.03,1.59,0.20,7.00,90.73,87.38,97.09,1.57,0.21,7.00,90.78,83.57,97.10,1.50,0.22,7.00,88.83,82.61,97.58,1.34,0.21,7.00,87.56,78.10,93.81,1.34,0.22,7.00,87.56,78.57,93.81,1.45,0.22,7.00,88.63,82.08,96.70,1.54,0.22,7.00,92.42,83.96,97.64,1.48,0.21,7.00,89.10,82.08,97.64,1.60,0.23,7.00,92.31,86.60,98.56,1.54,0.23,7.00,91.35,84.69,98.56
ISRAEL,ISR,0.97,0.23,5.00,82.44,71.36,88.35,1.13,0.21,5.00,84.88,78.16,89.32,1.15,0.21,5.00,86.34,79.13,89.32,1.12,0.19,5.00,85.37,76.21,89.32,1.25,0.19,5.00,87.32,78.64,89.81,1.31,0.21,5.00,88.29,81.55,91.26,1.08,0.19,5.00,83.41,74.27,88.83,1.25,0.20,7.00,85.85,79.61,89.81,1.24,0.21,7.00,86.89,77.78,91.30,1.33,0.22,7.00,87.38,79.23,94.20,1.26,0.21,7.00,86.12,77.14,92.86,1.37,0.22,7.00,88.04,79.52,94.76,1.33,0.22,7.00,87.20,78.77,94.34,1.26,0.22,7.00,86.73,76.42,93.87,1.23,0.21,7.00,85.31,75.94,92.92,1.16,0.23,7.00,85.58,74.16,90.91,1.38,0.23,7.00,87.50,79.43,94.26
ITALY,ITA,0.82,0.23,5.00,78.05,67.48,86.41,0.87,0.21,5.00,79.02,71.84,87.38,0.77,0.21,5.00,78.54,68.45,84.47,0.80,0.19,5.00,76.10,68.45,84.95,0.80,0.19,5.00,77.56,68.93,83.98,0.67,0.21,5.00,75.12,66.50,81.55,0.58,0.19,5.00,69.76,62.62,77.18,0.39,0.20,7.00,65.85,55.83,74.76,0.21,0.21,7.00,61.65,51.21,71.50,0.29,0.22,7.00,65.05,53.14,73.43,0.42,0.21,7.00,66.51,57.62,75.71,0.45,0.22,7.00,66.99,57.14,75.71,0.38,0.22,7.00,65.88,55.19,74.06,0.42,0.22,7.00,66.35,58.49,73.58,0.46,0.21,7.00,67.77,58.96,74.06,0.38,0.23,7.00,67.31,55.98,74.16,0.45,0.23,7.00,69.23,55.50,74.64
JAMAICA,JAM,0.16,0.25,3.00,60.49,47.09,70.39,0.18,0.21,4.00,60.49,50.00,71.36,0.01,0.20,5.00,56.59,43.69,66.02,-0.02,0.18,6.00,57.07,44.66,63.11,0.06,0.18,6.00,60.49,48.54,65.05,0.21,0.18,7.00,64.88,55.83,71.36,-0.08,0.18,7.00,54.63,41.75,62.14,0.28,0.19,8.00,64.88,54.85,71.84,0.30,0.20,8.00,63.59,52.66,74.40,0.28,0.21,8.00,64.56,53.14,72.46,0.21,0.20,8.00,61.24,50.48,70.00,0.20,0.21,8.00,62.68,49.52,69.05,0.22,0.20,8.00,61.61,49.53,68.87,0.00,0.20,9.00,56.87,44.34,63.21,0.04,0.19,9.00,56.87,46.23,63.21,0.14,0.20,9.00,60.10,45.45,70.81,0.25,0.21,9.00,63.46,49.28,73.21
JAPAN,JPN,0.96,0.23,5.00,81.46,71.36,87.86,1.07,0.21,5.00,83.41,76.21,88.35,1.19,0.21,5.00,87.32,79.13,89.32,1.07,0.19,5.00,83.41,75.24,88.83,1.22,0.19,5.00,86.34,78.16,89.81,1.42,0.21,5.00,89.76,82.52,91.26,1.35,0.19,5.00,88.78,82.52,91.75,1.56,0.20,7.00,89.76,85.44,96.60,1.45,0.21,7.00,88.83,82.61,95.65,1.46,0.22,7.00,88.35,82.13,96.62,1.46,0.21,7.00,88.52,81.90,96.67,1.52,0.22,7.00,90.43,82.86,98.10,1.47,0.22,7.00,89.57,82.55,96.70,1.41,0.22,7.00,88.63,81.60,94.81,1.61,0.21,7.00,93.84,85.85,98.58,1.82,0.23,7.00,97.12,89.00,99.52,1.79,0.23,7.00,95.67,88.04,99.52
"JERSEY, CHANNEL ISLANDS",JEY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.43,0.44,1.00,88.15,72.17,99.06,1.43,0.45,1.00,89.10,72.17,99.53,1.36,0.44,1.00,87.68,70.28,99.06,1.33,0.48,1.00,87.50,71.77,99.04,1.28,0.45,1.00,87.02,72.73,99.52
JORDAN,JOR,0.12,0.24,4.00,59.51,45.63,69.42,0.08,0.20,5.00,58.54,46.60,68.45,-0.01,0.20,5.00,56.10,42.72,65.53,0.12,0.18,6.00,60.98,50.97,67.96,0.24,0.17,7.00,63.41,55.83,69.90,0.12,0.18,8.00,63.41,51.46,68.45,0.08,0.17,8.00,57.56,48.54,64.56,0.18,0.18,10.00,61.46,52.91,68.93,0.22,0.19,10.00,62.62,51.69,70.53,0.23,0.19,10.00,62.14,52.66,70.05,0.26,0.19,10.00,62.20,52.38,70.00,0.12,0.19,10.00,59.33,47.14,66.67,0.09,0.20,9.00,58.29,47.64,66.51,0.00,0.19,10.00,56.40,44.81,62.74,-0.04,0.19,10.00,53.55,44.34,62.26,0.13,0.19,10.00,59.62,45.45,70.81,0.14,0.20,10.00,59.13,47.85,69.38
KAZAKHSTAN,KAZ,-1.07,0.27,2.00,13.17,3.88,28.64,-0.82,0.21,4.00,20.00,10.19,34.95,-0.71,0.20,6.00,25.85,12.14,40.78,-0.92,0.19,6.00,17.07,8.74,31.07,-0.65,0.19,6.00,27.32,15.53,42.72,-0.64,0.20,7.00,27.80,13.59,47.09,-0.55,0.18,8.00,34.63,21.84,46.60,-0.44,0.18,10.00,39.02,27.18,50.97,-0.57,0.20,10.00,31.55,16.91,46.38,-0.46,0.19,11.00,40.29,22.22,49.76,-0.36,0.19,10.00,44.02,29.05,52.38,-0.43,0.20,10.00,40.67,25.24,50.00,-0.43,0.21,9.00,42.18,24.06,53.30,-0.43,0.20,10.00,40.28,26.42,50.94,-0.53,0.19,10.00,35.55,21.70,46.70,-0.02,0.20,10.00,54.33,42.11,64.59,-0.05,0.20,10.00,50.96,40.67,65.07
KENYA,KEN,-0.34,0.25,3.00,43.41,23.30,59.22,-0.49,0.20,5.00,34.15,19.90,50.00,-0.54,0.21,5.00,34.63,16.02,47.09,-0.67,0.19,7.00,28.29,13.11,42.72,-0.61,0.17,8.00,31.22,17.48,43.69,-0.53,0.17,9.00,34.15,20.39,48.06,-0.67,0.17,9.00,30.24,16.99,40.29,-0.59,0.17,11.00,31.71,20.39,44.17,-0.50,0.19,11.00,36.41,22.22,50.24,-0.58,0.19,11.00,34.47,17.39,45.89,-0.60,0.18,11.00,33.01,20.48,46.19,-0.54,0.18,11.00,36.36,21.90,46.67,-0.57,0.18,11.00,36.02,19.34,45.75,-0.52,0.19,11.00,36.02,22.64,47.17,-0.46,0.17,12.00,39.34,25.47,47.64,-0.32,0.18,12.00,43.27,28.71,53.11,-0.29,0.17,12.00,43.75,32.06,53.11
KIRIBATI,KIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.58,0.50,1.00,30.24,5.34,62.14,-0.20,0.28,2.00,46.83,27.67,63.11,-0.25,0.30,2.00,47.32,26.70,62.14,-0.78,0.26,2.00,21.95,9.22,41.75,-0.63,0.23,3.00,29.27,13.11,48.06,-0.52,0.25,3.00,36.59,16.99,52.43,-0.51,0.27,3.00,35.61,18.45,53.40,-0.68,0.29,3.00,27.18,11.59,48.31,-0.73,0.30,3.00,25.24,9.18,46.38,-0.80,0.29,4.00,21.53,7.14,46.19,-0.85,0.28,4.00,21.53,7.14,42.86,-0.78,0.29,4.00,23.70,8.49,45.75,-0.78,0.29,4.00,24.64,9.91,45.28,-0.75,0.28,4.00,25.12,10.38,46.23,-0.58,0.29,4.00,30.77,15.79,49.28,-0.50,0.30,4.00,36.06,15.79,53.11
"KOREA, DEM. REP.",PRK,-1.91,0.29,2.00,1.46,0.00,5.83,-2.04,0.28,2.00,0.98,0.00,3.88,-1.92,0.31,2.00,1.46,0.00,5.34,-1.92,0.25,3.00,0.49,0.00,5.34,-1.91,0.27,3.00,0.98,0.00,5.34,-1.73,0.22,5.00,0.49,0.00,6.31,-1.74,0.21,5.00,0.49,0.49,5.83,-1.80,0.24,5.00,0.49,0.49,5.83,-2.14,0.30,4.00,0.49,0.00,2.42,-2.07,0.30,4.00,0.49,0.00,2.42,-1.80,0.25,5.00,0.48,0.48,6.19,-1.89,0.24,5.00,0.48,0.00,4.29,-1.88,0.24,5.00,0.47,0.00,4.25,-1.92,0.24,5.00,0.47,0.00,3.30,-1.92,0.24,5.00,0.47,0.00,3.77,-1.65,0.29,4.00,2.88,0.48,12.44,-1.63,0.26,5.00,3.37,0.96,11.00
"KOREA, REP.",KOR,0.63,0.23,5.00,73.17,61.17,83.50,0.33,0.19,6.00,64.39,55.83,75.24,0.70,0.19,6.00,76.10,67.96,81.55,0.89,0.17,7.00,79.51,73.30,85.92,0.93,0.17,7.00,78.54,72.33,85.92,0.94,0.18,7.00,80.00,73.79,87.86,1.02,0.17,7.00,82.44,73.79,88.35,1.05,0.18,9.00,81.95,76.70,87.86,1.23,0.19,9.00,84.47,78.74,90.34,1.05,0.20,9.00,81.55,75.36,87.44,1.11,0.19,9.00,82.30,75.71,87.62,1.22,0.20,9.00,84.69,76.67,90.95,1.26,0.20,9.00,86.26,77.83,92.92,1.21,0.20,9.00,84.36,76.42,91.51,1.13,0.19,9.00,82.46,74.06,88.68,1.18,0.20,9.00,86.54,74.64,90.91,1.03,0.22,8.00,80.29,73.21,87.56
KOSOVO,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.37,0.90,1.00,41.46,0.49,83.01,-0.22,0.57,2.00,47.57,11.59,76.81,-0.50,0.38,4.00,37.38,11.59,57.97,-0.42,0.40,4.00,42.11,13.33,61.90,-0.61,0.31,5.00,32.06,12.38,50.00,-0.50,0.31,5.00,38.86,15.57,55.19,-0.38,0.31,5.00,42.65,20.75,59.43,-0.40,0.31,5.00,41.71,19.34,58.96,-0.32,0.27,6.00,42.79,22.01,59.33,-0.42,0.26,6.00,39.42,19.62,54.07
KUWAIT,KWT,0.13,0.25,3.00,60.00,45.63,69.42,-0.11,0.22,3.00,52.68,34.95,62.14,-0.12,0.24,3.00,52.20,35.92,64.08,0.08,0.20,4.00,60.49,47.57,67.48,0.06,0.22,3.00,60.00,44.66,67.48,0.07,0.25,3.00,60.98,47.09,70.39,0.23,0.19,5.00,62.44,55.34,69.42,0.24,0.20,7.00,62.93,53.40,70.39,0.11,0.22,7.00,56.31,45.89,68.60,0.01,0.22,7.00,55.83,42.51,66.18,0.21,0.22,7.00,61.72,50.00,70.00,0.18,0.22,7.00,61.24,48.10,69.05,0.02,0.22,7.00,55.45,43.87,66.04,-0.07,0.22,7.00,51.66,41.04,62.26,-0.06,0.21,7.00,52.13,40.57,62.26,-0.15,0.23,7.00,47.60,32.06,62.20,-0.02,0.23,7.00,52.88,40.19,66.03
KYRGYZ REPUBLIC,KGZ,-0.41,0.31,1.00,40.00,17.48,59.22,-0.13,0.29,2.00,51.22,29.13,66.50,-0.54,0.22,4.00,33.17,16.02,49.51,-0.67,0.21,5.00,28.78,12.14,44.17,-0.64,0.20,5.00,29.27,15.53,45.15,-0.72,0.21,6.00,23.90,10.68,44.66,-0.83,0.20,7.00,22.93,12.14,37.38,-0.78,0.18,9.00,24.88,14.08,36.89,-0.76,0.20,9.00,24.27,14.01,41.06,-0.77,0.21,9.00,21.84,12.56,41.06,-0.95,0.21,9.00,17.22,7.14,33.33,-0.63,0.21,9.00,31.58,16.19,44.29,-0.63,0.21,9.00,29.38,15.57,45.75,-0.64,0.22,9.00,29.86,15.57,45.28,-0.64,0.21,9.00,31.28,16.98,45.75,-0.84,0.22,9.00,18.75,11.48,35.89,-0.90,0.22,9.00,18.27,9.09,33.97
LAO PDR,LAO,-0.67,0.31,1.00,27.80,11.65,50.49,-0.64,0.29,2.00,27.32,10.68,50.00,-0.81,0.23,3.00,20.49,9.71,38.35,-0.96,0.21,4.00,13.66,7.77,30.58,-1.06,0.21,4.00,13.17,5.34,25.24,-0.99,0.21,5.00,13.17,6.31,27.18,-1.22,0.23,5.00,10.24,2.43,22.33,-1.00,0.21,7.00,15.61,5.83,29.13,-0.89,0.22,7.00,16.99,7.73,34.78,-0.87,0.23,7.00,18.45,9.18,38.16,-0.96,0.23,8.00,16.75,7.14,34.76,-0.87,0.22,8.00,20.10,8.57,37.62,-0.85,0.22,8.00,20.38,8.96,39.15,-0.86,0.22,8.00,21.80,10.38,38.21,-0.73,0.20,9.00,26.54,15.09,41.98,-0.39,0.21,9.00,39.42,23.44,53.11,-0.50,0.22,8.00,36.54,19.62,48.33
LATVIA,LVA,0.19,0.27,2.00,60.98,47.09,71.84,0.15,0.21,4.00,60.00,48.54,70.87,0.26,0.20,6.00,63.41,53.88,72.82,0.54,0.18,7.00,70.73,62.62,78.64,0.66,0.18,7.00,72.68,66.02,79.61,0.65,0.18,7.00,73.66,66.50,80.10,0.59,0.18,7.00,70.73,63.59,77.18,0.69,0.19,8.00,74.15,65.05,81.55,0.49,0.21,8.00,70.39,58.45,77.78,0.56,0.21,8.00,70.39,61.35,78.26,0.63,0.20,9.00,72.25,63.81,78.10,0.72,0.21,9.00,73.68,65.71,81.43,0.71,0.22,8.00,72.51,65.09,82.08,0.84,0.22,8.00,74.88,66.98,83.96,0.89,0.20,9.00,76.78,69.34,85.38,0.97,0.22,9.00,77.88,72.73,87.56,1.10,0.22,9.00,84.13,74.16,89.47
LEBANON,LBN,-0.06,0.25,3.00,54.15,34.47,64.08,0.02,0.21,4.00,56.10,43.69,67.48,-0.14,0.22,4.00,50.73,36.41,61.65,-0.28,0.18,6.00,45.85,33.01,57.77,-0.21,0.19,5.00,49.27,34.95,61.17,-0.29,0.20,6.00,47.32,30.58,59.22,-0.21,0.20,6.00,48.29,35.44,58.74,-0.29,0.22,8.00,45.37,29.13,56.31,-0.32,0.22,8.00,44.66,27.54,54.59,-0.40,0.22,8.00,41.26,24.64,53.62,-0.49,0.21,8.00,38.76,20.95,50.00,-0.28,0.20,9.00,44.98,32.86,57.14,-0.26,0.20,9.00,45.97,34.43,57.08,-0.35,0.20,9.00,44.08,29.72,55.19,-0.40,0.19,9.00,42.65,27.36,51.42,-0.38,0.20,9.00,40.87,24.40,53.11,-0.47,0.21,9.00,37.98,20.57,48.80
LESOTHO,LSO,-0.14,0.31,1.00,52.20,28.16,65.05,-0.13,0.27,3.00,50.73,31.07,64.08,-0.17,0.28,3.00,48.78,29.61,64.08,-0.11,0.27,4.00,53.17,33.50,64.56,-0.18,0.28,4.00,52.68,28.16,65.05,-0.39,0.25,5.00,43.41,20.87,59.22,-0.17,0.24,5.00,49.76,34.47,62.14,-0.37,0.19,7.00,40.98,28.16,53.40,-0.40,0.21,8.00,41.75,26.09,52.17,-0.38,0.20,8.00,42.23,27.05,53.62,-0.29,0.20,8.00,46.41,31.90,57.62,-0.31,0.21,8.00,44.02,30.00,56.67,-0.30,0.21,8.00,45.50,28.77,56.13,-0.37,0.20,9.00,43.60,27.83,54.72,-0.41,0.18,10.00,41.23,27.83,50.00,-0.53,0.19,10.00,32.21,18.18,44.98,-0.67,0.19,9.00,26.92,15.79,41.15
