,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
GUINEA-BISSAU,GNB,-0.82,0.45,2.00,22.06,6.34,48.78,-1.33,0.30,5.00,8.82,5.37,19.51,-1.24,0.27,5.00,11.76,6.83,20.00,-1.02,0.25,5.00,17.16,7.32,28.78,-0.86,0.22,5.00,18.63,11.71,33.17,-1.08,0.21,6.00,13.73,6.83,22.44,-1.11,0.19,6.00,13.24,6.83,22.93,-0.94,0.21,6.00,18.14,9.27,29.27,-1.10,0.21,6.00,15.05,5.80,22.71,-1.21,0.21,6.00,10.19,3.86,19.32,-1.18,0.20,6.00,10.05,5.71,22.38,-1.14,0.21,6.00,12.44,5.71,23.33,-1.12,0.21,6.00,11.85,6.60,23.58,-1.22,0.23,6.00,10.43,3.30,22.17,-1.26,0.22,6.00,9.00,3.30,22.17,-1.19,0.22,6.00,10.10,4.78,23.44,-1.20,0.21,6.00,9.13,4.78,21.53
GUYANA,GUY,-0.19,0.40,3.00,44.61,20.98,65.85,-0.01,0.35,4.00,52.45,25.85,69.27,-0.18,0.31,4.00,41.18,22.93,62.44,-0.41,0.27,4.00,38.24,20.00,56.59,-0.36,0.23,4.00,41.18,21.46,54.15,-0.38,0.23,5.00,40.20,22.44,55.12,-0.51,0.20,6.00,32.84,21.46,48.78,-0.60,0.21,7.00,28.92,18.54,44.88,-0.61,0.22,7.00,27.67,17.39,46.38,-0.56,0.21,7.00,32.04,17.39,46.86,-0.60,0.21,7.00,30.14,20.00,44.29,-0.58,0.21,7.00,31.10,19.05,43.81,-0.66,0.21,7.00,27.96,16.98,42.45,-0.61,0.22,7.00,29.38,18.87,43.87,-0.60,0.22,7.00,30.81,18.87,45.28,-0.53,0.22,7.00,31.73,19.14,48.33,-0.55,0.21,7.00,31.73,19.62,47.85
HAITI,HTI,-1.05,0.40,3.00,17.16,4.39,35.12,-0.88,0.35,4.00,18.14,7.32,36.10,-0.96,0.31,4.00,15.20,7.32,33.17,-1.07,0.23,6.00,14.71,7.32,25.37,-1.05,0.20,6.00,16.18,8.29,22.93,-1.34,0.20,6.00,7.84,2.93,15.61,-1.23,0.19,6.00,11.27,5.37,19.51,-0.87,0.20,7.00,20.10,11.71,30.73,-0.84,0.20,7.00,21.36,12.56,31.40,-0.76,0.19,7.00,22.82,15.46,37.20,-0.92,0.18,8.00,20.10,9.05,27.62,-1.01,0.18,8.00,17.22,7.62,26.19,-1.04,0.17,9.00,15.17,8.02,24.06,-0.94,0.19,9.00,20.85,9.91,29.25,-0.93,0.19,9.00,19.43,9.43,30.66,-1.04,0.20,9.00,14.42,6.70,26.79,-1.16,0.19,9.00,11.06,5.26,21.53
HONDURAS,HND,-0.58,0.29,5.00,26.47,16.10,48.78,-0.09,0.30,5.00,49.51,25.85,65.37,-0.30,0.24,6.00,37.25,22.93,56.10,-0.41,0.21,7.00,39.22,21.46,51.22,-0.47,0.18,7.00,34.80,20.98,48.29,-0.33,0.18,8.00,42.65,27.80,54.15,-0.55,0.17,8.00,30.39,21.46,45.85,-0.45,0.19,8.00,34.80,21.95,50.73,-0.27,0.19,8.00,44.66,28.99,55.07,-0.29,0.19,8.00,46.12,30.43,54.11,-0.26,0.17,9.00,44.50,33.33,53.81,-0.20,0.17,9.00,45.45,34.76,53.81,-0.11,0.17,9.00,49.29,37.74,56.13,-0.19,0.19,9.00,46.45,33.49,56.13,-0.18,0.19,9.00,46.92,33.96,56.13,-0.38,0.19,10.00,39.42,28.71,51.67,-0.40,0.18,10.00,38.46,28.23,49.76
"HONG KONG SAR, CHINA",HKG,1.91,0.27,6.00,98.53,91.71,100.00,1.95,0.27,6.00,98.53,94.63,100.00,1.85,0.23,6.00,98.53,91.22,100.00,1.73,0.23,6.00,96.08,88.78,100.00,1.94,0.20,6.00,100.00,93.66,100.00,1.99,0.21,6.00,100.00,93.66,100.00,1.85,0.19,6.00,100.00,93.17,100.00,1.95,0.21,7.00,100.00,94.15,100.00,1.99,0.22,7.00,100.00,94.69,100.00,1.97,0.23,7.00,100.00,93.72,100.00,1.85,0.22,7.00,99.52,92.86,100.00,1.91,0.24,7.00,100.00,93.33,100.00,1.80,0.22,8.00,96.68,91.04,100.00,1.96,0.22,8.00,99.53,94.34,100.00,1.94,0.22,8.00,99.53,93.40,100.00,2.05,0.23,8.00,99.52,93.30,100.00,2.18,0.22,8.00,99.52,97.61,100.00
HUNGARY,HUN,0.88,0.27,7.00,77.45,65.37,89.76,1.01,0.23,8.00,81.86,70.73,91.71,1.07,0.20,9.00,82.84,76.10,90.73,1.31,0.19,10.00,88.24,80.49,95.12,1.12,0.17,10.00,82.35,75.12,90.73,1.18,0.17,10.00,83.82,78.54,90.73,1.11,0.16,10.00,82.84,73.17,90.24,1.21,0.17,11.00,85.78,77.07,92.20,1.19,0.17,11.00,85.92,77.78,91.30,1.19,0.17,11.00,85.92,78.74,91.79,1.08,0.16,11.00,81.82,74.29,88.10,1.02,0.18,10.00,81.34,74.76,86.67,1.04,0.17,10.00,81.04,75.94,86.79,0.98,0.18,11.00,79.15,73.11,86.79,0.89,0.18,11.00,77.73,69.81,85.85,0.77,0.19,11.00,74.52,66.99,81.34,0.77,0.18,11.00,74.04,67.94,80.86
ICELAND,ISL,1.06,0.32,5.00,83.82,68.29,95.61,1.27,0.30,5.00,90.20,75.61,97.07,1.56,0.26,5.00,94.12,84.88,99.02,1.51,0.25,5.00,92.16,82.93,99.51,1.64,0.22,5.00,95.59,87.32,100.00,1.64,0.24,5.00,94.61,86.83,100.00,1.61,0.20,5.00,95.10,87.80,100.00,1.55,0.21,6.00,93.14,85.37,99.51,1.51,0.23,6.00,92.72,85.02,99.03,1.33,0.24,6.00,87.86,78.74,96.14,1.00,0.25,5.00,80.38,70.48,91.43,0.90,0.25,6.00,78.47,68.57,86.67,1.03,0.25,6.00,80.57,71.70,91.04,1.09,0.24,7.00,81.99,73.58,91.04,1.12,0.24,7.00,83.41,73.58,91.98,1.21,0.25,7.00,87.98,75.60,91.87,1.27,0.24,7.00,86.54,77.03,92.82
INDIA,IND,-0.44,0.27,6.00,32.35,20.98,52.68,-0.41,0.25,7.00,32.84,21.46,52.68,-0.16,0.22,7.00,42.65,30.24,58.05,-0.38,0.20,8.00,40.20,25.37,51.22,-0.36,0.18,8.00,40.69,25.85,51.22,-0.40,0.18,9.00,39.22,23.41,50.24,-0.24,0.17,9.00,46.57,31.71,54.15,-0.24,0.18,10.00,45.59,31.71,54.63,-0.27,0.18,10.00,44.17,29.47,53.62,-0.36,0.18,10.00,40.78,28.02,52.17,-0.31,0.17,10.00,42.58,31.43,52.86,-0.37,0.17,10.00,39.23,27.62,50.00,-0.34,0.16,11.00,39.81,30.66,51.42,-0.46,0.17,11.00,35.07,25.47,46.70,-0.46,0.17,11.00,35.07,24.53,47.17,-0.45,0.18,11.00,33.65,26.32,48.80,-0.39,0.17,11.00,39.90,28.71,49.76
INDONESIA,IDN,0.19,0.27,6.00,57.35,40.49,70.24,-0.26,0.25,7.00,36.76,23.90,55.61,-0.18,0.22,8.00,41.67,29.27,57.56,-0.64,0.20,9.00,26.96,18.54,40.98,-0.78,0.17,9.00,20.59,16.10,32.68,-0.67,0.17,10.00,25.00,17.07,40.98,-0.54,0.17,10.00,31.37,22.44,45.85,-0.33,0.18,11.00,43.14,27.80,53.66,-0.31,0.18,11.00,41.75,28.50,53.62,-0.32,0.18,10.00,43.69,29.95,53.62,-0.34,0.17,10.00,39.71,29.52,51.43,-0.39,0.17,10.00,37.32,27.14,49.05,-0.33,0.16,11.00,40.76,30.66,51.42,-0.26,0.17,11.00,43.60,32.08,53.77,-0.18,0.17,11.00,46.45,34.43,56.13,-0.10,0.18,11.00,50.00,37.80,58.85,-0.21,0.17,11.00,47.12,33.49,55.50
"IRAN, ISLAMIC REP.",IRN,-1.60,0.32,4.00,5.39,1.46,16.10,-1.73,0.33,4.00,5.39,0.98,12.68,-1.71,0.31,4.00,5.88,0.98,12.68,-1.32,0.22,6.00,7.84,4.39,18.54,-1.23,0.19,6.00,11.27,3.90,18.05,-1.26,0.19,7.00,9.31,5.37,17.07,-1.28,0.18,7.00,10.78,4.88,17.56,-1.48,0.19,8.00,5.39,2.93,12.68,-1.62,0.20,8.00,3.40,2.90,8.70,-1.63,0.19,8.00,2.91,2.90,7.73,-1.73,0.19,7.00,2.87,2.38,6.19,-1.70,0.21,7.00,2.87,2.86,6.67,-1.51,0.19,8.00,5.69,2.83,10.38,-1.41,0.21,8.00,7.11,2.83,13.68,-1.49,0.21,8.00,5.69,2.83,12.74,-1.46,0.22,8.00,4.81,2.87,12.44,-1.28,0.20,9.00,6.73,4.78,17.22
IRAQ,IRQ,-2.02,0.32,4.00,1.47,0.00,7.32,-2.17,0.33,4.00,1.47,0.00,6.83,-2.15,0.31,4.00,1.47,0.00,6.83,-1.99,0.24,4.00,0.98,0.00,4.88,-1.43,0.20,4.00,7.35,2.93,15.12,-1.65,0.22,4.00,3.43,2.44,8.78,-1.51,0.19,4.00,5.39,2.44,11.71,-1.40,0.23,4.00,7.35,2.93,15.61,-1.32,0.24,4.00,6.80,2.90,17.87,-1.15,0.24,4.00,13.11,3.86,23.19,-1.01,0.22,5.00,16.75,6.19,27.14,-1.05,0.19,6.00,15.79,6.67,25.24,-1.09,0.19,6.00,13.27,7.08,23.58,-1.25,0.21,7.00,9.48,3.77,21.70,-1.24,0.20,7.00,9.48,4.25,22.17,-1.25,0.21,7.00,9.13,4.78,19.14,-1.23,0.21,7.00,8.65,4.78,19.62
IRELAND,IRL,1.57,0.27,6.00,95.59,84.39,99.51,1.69,0.27,6.00,96.57,88.78,99.51,1.84,0.23,6.00,97.06,91.22,100.00,1.76,0.23,6.00,97.55,88.78,100.00,1.62,0.20,6.00,94.12,87.80,100.00,1.60,0.21,6.00,93.63,86.34,99.51,1.54,0.19,6.00,92.65,85.85,99.51,1.85,0.21,7.00,99.51,92.68,100.00,1.85,0.22,7.00,98.54,91.30,100.00,1.92,0.23,7.00,99.51,92.75,100.00,1.70,0.22,7.00,96.17,87.62,100.00,1.61,0.24,7.00,94.26,84.76,100.00,1.59,0.23,7.00,93.36,85.38,100.00,1.57,0.24,7.00,94.31,84.91,99.53,1.58,0.24,7.00,93.84,85.85,100.00,1.75,0.25,7.00,95.19,89.47,99.52,1.81,0.24,7.00,97.60,90.91,99.52
ISRAEL,ISR,1.11,0.27,6.00,84.31,71.22,94.63,1.09,0.27,6.00,85.29,70.73,94.63,1.13,0.23,6.00,84.80,76.59,93.66,0.95,0.23,6.00,79.41,68.78,88.29,0.93,0.20,6.00,77.45,68.29,87.32,0.85,0.21,6.00,76.96,67.32,85.37,0.88,0.19,6.00,75.49,66.34,85.37,1.02,0.21,7.00,80.39,71.22,91.22,1.11,0.22,7.00,84.47,72.95,91.30,1.18,0.23,7.00,85.44,74.40,93.24,1.11,0.22,7.00,83.25,73.81,92.86,1.23,0.24,7.00,84.69,76.19,93.81,1.32,0.23,7.00,87.20,78.77,95.75,1.17,0.24,7.00,84.83,75.00,93.87,1.16,0.24,7.00,85.31,74.53,92.45,1.21,0.25,7.00,87.50,75.60,91.87,1.27,0.24,7.00,87.02,77.03,92.82
ITALY,ITA,0.83,0.27,6.00,75.98,63.90,88.78,0.74,0.27,6.00,75.00,61.46,86.83,0.81,0.23,6.00,78.92,65.37,86.83,0.93,0.23,6.00,78.43,68.78,87.80,1.05,0.20,6.00,80.39,72.68,89.27,1.09,0.21,6.00,80.39,74.15,90.24,0.97,0.19,6.00,77.45,69.27,87.80,0.95,0.21,7.00,77.94,69.76,87.80,0.92,0.22,7.00,78.16,68.60,86.96,0.95,0.23,7.00,79.13,67.63,87.92,0.94,0.22,7.00,77.99,70.48,86.67,0.89,0.24,7.00,77.51,69.05,85.24,0.71,0.22,8.00,75.36,61.32,81.60,0.74,0.22,8.00,74.88,62.74,82.55,0.78,0.22,8.00,74.88,64.62,84.43,0.66,0.23,8.00,72.60,62.68,80.86,0.73,0.22,8.00,73.56,65.07,82.30
JAMAICA,JAM,0.27,0.32,4.00,60.29,40.49,75.61,0.19,0.30,5.00,56.86,36.10,73.66,0.18,0.24,6.00,57.84,40.49,69.27,0.23,0.21,7.00,59.80,49.76,68.78,0.25,0.18,7.00,61.27,52.20,66.34,0.21,0.18,8.00,62.25,50.73,67.32,0.23,0.17,8.00,59.31,53.17,65.37,0.27,0.19,8.00,58.33,53.17,68.29,0.31,0.19,8.00,61.17,53.62,70.53,0.29,0.19,8.00,60.68,53.62,69.57,0.28,0.18,8.00,59.33,52.86,70.48,0.28,0.18,8.00,58.85,53.33,70.00,0.30,0.17,9.00,59.72,52.83,70.75,0.24,0.18,10.00,58.29,51.42,68.87,0.24,0.18,10.00,58.77,52.36,68.40,0.16,0.19,10.00,56.73,48.80,66.99,0.11,0.18,10.00,55.77,47.85,66.51
JAPAN,JPN,0.69,0.27,6.00,73.04,59.51,84.39,0.56,0.27,6.00,69.12,55.12,80.49,0.81,0.23,6.00,79.41,65.37,86.83,0.48,0.23,6.00,66.18,57.07,75.12,1.06,0.20,6.00,80.88,73.17,90.73,1.15,0.21,6.00,82.35,74.63,91.22,1.24,0.19,6.00,86.27,76.59,93.17,1.26,0.21,7.00,87.25,77.07,94.15,1.14,0.22,7.00,85.44,73.91,91.79,1.15,0.23,7.00,84.47,73.91,92.27,1.10,0.22,7.00,82.30,73.81,92.38,1.03,0.24,7.00,81.82,73.81,90.00,1.09,0.22,8.00,81.99,75.47,91.04,1.14,0.22,8.00,84.36,75.00,91.04,1.11,0.22,8.00,82.94,73.58,91.04,1.14,0.23,8.00,84.13,74.16,91.87,1.18,0.22,8.00,85.10,75.60,91.87
"JERSEY, CHANNEL ISLANDS",JEY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.13,0.48,1.00,83.41,60.85,99.53,1.17,0.42,1.00,85.78,66.98,98.58,1.20,0.41,1.00,86.26,67.92,98.58,1.18,0.43,1.00,85.58,67.46,98.09,1.15,0.44,1.00,83.17,66.51,98.56
JORDAN,JOR,0.03,0.29,5.00,53.92,30.73,66.34,0.40,0.27,6.00,65.69,52.20,78.05,0.25,0.24,6.00,60.78,43.41,71.71,0.03,0.21,7.00,56.37,40.98,63.41,0.21,0.18,8.00,60.29,51.22,66.34,0.32,0.18,9.00,64.71,55.61,70.24,0.17,0.17,9.00,57.84,52.20,63.90,0.35,0.18,10.00,61.27,54.63,69.76,0.32,0.18,10.00,61.65,53.62,69.57,0.33,0.18,10.00,61.65,54.11,71.50,0.28,0.17,10.00,60.29,53.33,70.48,0.23,0.17,10.00,56.94,51.90,69.05,0.30,0.17,10.00,60.19,52.83,70.75,0.19,0.16,12.00,56.87,50.94,66.98,0.13,0.16,12.00,56.40,48.11,63.68,0.08,0.17,12.00,54.81,47.37,65.07,0.05,0.16,12.00,55.29,46.41,64.11
KAZAKHSTAN,KAZ,-0.28,0.34,3.00,39.71,20.98,60.49,-0.37,0.27,6.00,34.80,21.46,53.66,-0.59,0.22,8.00,26.96,15.12,40.00,-0.73,0.21,8.00,23.53,14.63,40.00,-0.48,0.18,8.00,34.31,20.98,47.80,-0.49,0.18,9.00,33.33,20.98,46.83,-0.33,0.17,10.00,44.61,26.83,53.17,-0.35,0.17,11.00,41.67,26.34,52.20,-0.37,0.18,11.00,39.32,26.57,51.69,-0.34,0.17,12.00,42.72,29.95,52.17,-0.32,0.16,11.00,40.67,31.43,51.43,-0.34,0.16,11.00,40.67,28.57,50.95,-0.26,0.16,11.00,43.13,34.43,52.83,-0.38,0.17,12.00,39.34,28.30,48.58,-0.37,0.17,12.00,37.91,27.83,49.06,-0.27,0.17,12.00,44.23,31.58,54.07,-0.03,0.17,12.00,53.85,42.58,61.24
KENYA,KEN,-0.37,0.32,4.00,36.27,20.98,56.59,-0.35,0.27,6.00,35.29,21.95,54.15,-0.30,0.24,6.00,36.76,22.93,56.10,-0.17,0.21,7.00,46.57,34.15,59.02,-0.26,0.18,8.00,46.08,29.76,54.63,-0.26,0.17,9.00,45.59,29.76,55.61,-0.23,0.16,9.00,47.55,33.66,54.63,-0.17,0.17,10.00,50.00,34.63,55.12,-0.23,0.17,10.00,47.57,31.40,55.07,-0.20,0.17,10.00,47.57,35.27,55.07,-0.13,0.16,10.00,48.33,38.10,55.71,-0.07,0.16,10.00,50.24,40.48,56.67,-0.21,0.16,11.00,45.50,35.38,54.25,-0.29,0.17,11.00,42.65,31.60,53.30,-0.30,0.17,11.00,43.13,31.13,53.30,-0.31,0.17,11.00,42.31,29.67,52.15,-0.29,0.17,11.00,43.27,30.62,54.07
KIRIBATI,KIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.02,0.59,1.00,15.20,3.90,51.71,-1.00,0.50,2.00,14.22,4.39,41.95,-1.02,0.54,2.00,16.67,2.93,48.78,-0.85,0.42,2.00,19.12,3.90,48.29,-0.56,0.27,3.00,29.41,15.61,49.76,-0.96,0.23,3.00,17.65,8.78,27.32,-1.00,0.27,3.00,16.18,6.83,30.24,-1.10,0.28,3.00,14.56,4.35,26.57,-1.20,0.24,4.00,11.17,3.86,20.29,-1.23,0.22,5.00,8.61,4.29,20.95,-1.35,0.22,5.00,6.70,2.86,18.10,-1.42,0.21,5.00,6.64,2.83,14.62,-1.34,0.23,5.00,8.53,2.83,19.34,-1.36,0.24,5.00,7.58,2.83,17.92,-0.96,0.26,5.00,17.31,6.22,31.58,-0.91,0.25,5.00,18.27,6.70,33.49
"KOREA, DEM. REP.",PRK,-2.38,0.40,3.00,0.49,0.00,4.39,-2.22,0.40,3.00,0.98,0.00,7.32,-2.22,0.37,3.00,0.49,0.00,6.83,-1.93,0.26,4.00,2.45,0.00,6.34,-2.10,0.22,4.00,0.98,0.49,2.93,-2.27,0.20,6.00,0.98,0.00,2.44,-2.24,0.19,6.00,0.00,0.00,2.44,-2.29,0.21,6.00,0.49,0.00,2.44,-2.28,0.24,5.00,0.97,0.00,2.90,-2.19,0.23,5.00,0.97,0.48,2.90,-2.41,0.21,6.00,0.48,0.00,2.38,-2.45,0.21,6.00,0.00,0.00,1.90,-2.46,0.21,6.00,0.00,0.00,1.89,-2.53,0.22,6.00,0.00,0.00,1.42,-2.53,0.22,6.00,0.00,0.00,1.42,-2.20,0.24,5.00,0.00,0.00,3.35,-2.34,0.23,6.00,0.00,0.00,2.39
"KOREA, REP.",KOR,0.48,0.27,6.00,66.18,53.66,78.54,0.31,0.25,7.00,61.76,48.78,74.15,0.59,0.22,7.00,70.10,60.00,80.98,0.80,0.20,8.00,75.00,65.85,83.41,0.75,0.18,8.00,73.53,65.37,79.51,0.81,0.18,8.00,75.00,67.32,80.49,0.82,0.17,8.00,72.55,65.85,81.95,0.75,0.18,9.00,72.55,64.39,80.98,0.93,0.18,9.00,78.64,70.05,86.47,0.73,0.18,9.00,73.79,63.77,80.68,0.84,0.18,9.00,75.12,70.00,83.33,0.93,0.18,9.00,78.95,73.33,84.76,0.99,0.17,10.00,79.62,75.47,86.79,0.90,0.18,10.00,77.25,70.75,85.85,0.99,0.18,10.00,80.09,73.58,86.79,1.11,0.19,10.00,83.17,75.60,89.95,1.16,0.20,9.00,84.13,76.56,91.87
KOSOVO,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.04,0.41,1.00,54.85,27.05,71.98,-0.01,0.30,3.00,53.88,33.33,64.25,0.12,0.28,3.00,55.50,39.52,70.48,-0.06,0.24,4.00,51.67,36.19,60.95,-0.12,0.23,4.00,48.82,34.91,57.55,-0.03,0.23,5.00,53.08,37.74,61.79,-0.03,0.20,6.00,53.08,38.21,61.32,-0.15,0.20,7.00,48.56,33.49,58.37,-0.30,0.20,7.00,42.79,29.67,54.55
KUWAIT,KWT,0.07,0.32,4.00,54.90,30.24,69.27,-0.19,0.33,4.00,43.14,22.44,62.93,-0.14,0.31,4.00,44.61,24.88,64.39,0.31,0.25,5.00,62.75,49.76,72.68,0.33,0.22,4.00,63.73,52.68,71.71,0.55,0.23,4.00,69.12,60.98,78.54,0.45,0.18,6.00,64.22,57.07,71.71,0.30,0.20,7.00,59.31,54.63,69.76,0.28,0.21,7.00,59.71,52.17,69.57,0.18,0.21,7.00,56.80,50.24,67.15,0.16,0.20,7.00,56.46,47.14,66.19,0.17,0.21,7.00,55.50,46.67,69.05,0.09,0.20,7.00,54.98,43.40,64.62,-0.04,0.23,7.00,52.61,37.26,60.85,-0.08,0.22,7.00,49.29,35.85,60.85,-0.13,0.23,7.00,49.04,32.54,61.72,-0.16,0.22,7.00,49.52,32.06,59.81
KYRGYZ REPUBLIC,KGZ,-0.27,0.43,2.00,40.20,18.54,65.37,-0.07,0.31,4.00,50.98,25.85,66.83,-0.10,0.28,6.00,50.49,28.78,63.90,-0.15,0.24,7.00,48.53,32.68,60.00,-0.41,0.20,7.00,39.71,21.95,50.24,-0.33,0.20,8.00,43.14,26.83,55.12,-0.88,0.18,9.00,19.61,11.71,27.32,-0.64,0.18,10.00,26.47,18.54,42.93,-0.40,0.18,10.00,38.35,25.12,51.69,-0.34,0.17,10.00,42.23,29.47,52.66,-0.32,0.16,10.00,41.63,31.43,51.43,-0.25,0.16,10.00,43.54,34.29,53.33,-0.22,0.15,11.00,43.60,35.38,53.77,-0.33,0.16,11.00,41.23,29.72,50.94,-0.31,0.16,11.00,41.71,31.13,52.83,-0.42,0.18,11.00,35.58,26.79,49.28,-0.47,0.17,11.00,36.06,26.32,48.33
LAO PDR,LAO,-1.27,0.42,2.00,10.78,2.44,26.83,-1.04,0.36,3.00,14.71,6.83,30.24,-1.50,0.32,4.00,6.86,3.41,14.63,-1.37,0.26,5.00,7.35,3.41,19.02,-1.47,0.21,5.00,6.37,2.93,14.15,-1.29,0.21,6.00,8.82,3.90,17.56,-1.31,0.20,6.00,9.31,3.41,17.56,-1.27,0.21,7.00,9.31,4.39,18.54,-1.17,0.20,7.00,12.14,4.83,21.74,-1.13,0.19,7.00,14.08,5.31,20.29,-1.06,0.17,8.00,13.88,6.19,24.29,-1.01,0.17,8.00,17.70,7.62,25.24,-0.97,0.17,8.00,18.96,9.43,27.36,-0.82,0.18,8.00,22.75,12.26,33.02,-0.83,0.18,9.00,23.22,12.74,32.55,-0.85,0.20,9.00,21.63,10.53,32.06,-0.80,0.19,9.00,23.56,12.44,34.93
LATVIA,LVA,0.99,0.32,4.00,79.90,65.85,94.15,0.86,0.27,6.00,78.43,66.34,91.22,0.75,0.22,8.00,77.45,64.39,84.39,0.88,0.20,9.00,76.96,68.29,84.88,0.96,0.17,9.00,77.94,70.73,87.32,0.99,0.18,9.00,78.92,73.17,86.83,0.94,0.17,9.00,76.96,69.27,85.37,1.00,0.18,9.00,79.41,71.22,87.80,1.01,0.18,9.00,80.58,71.98,86.96,1.03,0.18,9.00,80.58,72.95,87.92,0.99,0.17,10.00,79.90,73.33,85.71,0.99,0.17,10.00,80.38,74.29,85.24,0.97,0.18,9.00,79.15,74.53,86.79,1.02,0.20,9.00,80.09,73.58,89.15,1.04,0.19,10.00,80.57,73.58,89.62,1.17,0.20,10.00,84.62,76.08,91.39,1.09,0.19,10.00,81.73,73.68,90.91
LEBANON,LBN,-0.44,0.32,4.00,32.84,19.02,56.59,-0.21,0.30,5.00,41.18,22.93,61.46,-0.39,0.27,5.00,34.80,19.02,55.12,-0.38,0.21,7.00,40.69,23.41,52.68,-0.15,0.19,6.00,49.02,38.05,57.07,-0.09,0.19,7.00,50.98,39.51,62.44,-0.17,0.18,7.00,50.00,36.10,56.59,-0.21,0.19,8.00,47.55,31.71,55.12,-0.25,0.20,8.00,46.12,28.99,56.04,-0.24,0.19,8.00,46.60,32.85,55.07,-0.03,0.18,8.00,52.63,40.48,58.57,0.08,0.17,9.00,53.59,45.24,62.38,-0.04,0.17,10.00,52.13,42.45,56.60,-0.11,0.18,10.00,47.39,37.74,56.60,-0.07,0.18,10.00,50.71,38.21,58.02,-0.22,0.19,10.00,45.67,32.06,55.02,-0.28,0.18,10.00,43.75,30.14,54.55
LESOTHO,LSO,-0.37,0.42,2.00,36.76,16.10,62.44,-0.44,0.30,4.00,30.88,16.10,53.66,-0.39,0.28,4.00,34.31,19.02,55.12,-0.43,0.28,4.00,37.75,19.51,56.59,-0.55,0.24,4.00,30.39,17.56,48.78,-0.59,0.23,5.00,27.94,16.10,46.83,-0.64,0.21,5.00,25.49,17.56,45.37,-0.67,0.20,7.00,25.00,16.59,42.93,-0.70,0.18,8.00,24.76,16.91,38.16,-0.64,0.18,8.00,28.64,17.39,41.06,-0.62,0.17,8.00,28.71,20.95,40.00,-0.60,0.17,8.00,29.67,20.95,41.90,-0.60,0.17,8.00,30.33,21.70,41.98,-0.52,0.19,8.00,32.70,22.64,44.81,-0.35,0.18,8.00,39.34,28.30,52.83,-0.41,0.19,8.00,36.06,26.79,50.24,-0.39,0.18,8.00,39.42,28.23,50.24
