,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
BELARUS,BLR,-1.09,0.39,3.00,15.69,4.39,31.22,-1.85,0.31,5.00,4.41,0.98,8.78,-1.75,0.28,6.00,5.39,0.98,9.76,-1.58,0.23,7.00,4.90,2.44,12.20,-1.35,0.19,7.00,8.33,3.41,16.59,-1.23,0.19,7.00,10.29,5.37,18.05,-1.48,0.19,7.00,5.88,2.93,11.71,-1.64,0.19,8.00,3.43,2.44,8.78,-1.44,0.19,8.00,5.83,2.90,13.04,-1.25,0.19,8.00,8.74,3.86,17.39,-1.15,0.18,8.00,10.53,6.19,21.90,-1.16,0.17,8.00,11.48,5.71,21.43,-1.21,0.17,8.00,9.48,6.13,21.23,-1.09,0.17,10.00,12.80,8.02,23.58,-1.08,0.18,10.00,14.22,7.55,24.06,-1.04,0.18,10.00,13.94,8.13,26.32,-1.00,0.18,10.00,14.90,6.70,27.27
BELGIUM,BEL,1.19,0.27,6.00,86.27,74.63,96.59,1.02,0.27,6.00,83.82,69.27,93.17,1.18,0.23,6.00,86.76,78.05,94.15,1.28,0.23,6.00,87.25,77.07,95.12,1.29,0.20,6.00,87.75,78.54,93.66,1.36,0.21,6.00,88.24,79.02,95.61,1.25,0.19,6.00,86.76,76.59,93.17,1.32,0.21,6.00,88.73,78.05,96.10,1.42,0.23,6.00,91.26,82.13,97.10,1.40,0.24,6.00,91.26,80.19,97.58,1.32,0.22,7.00,87.08,78.57,95.71,1.29,0.24,7.00,85.65,77.62,95.24,1.24,0.22,8.00,86.73,77.83,93.87,1.23,0.22,8.00,86.73,76.89,94.34,1.30,0.22,8.00,87.20,78.77,94.34,1.17,0.23,8.00,85.10,75.60,91.87,1.28,0.22,8.00,87.50,78.47,92.34
BELIZE,BLZ,0.16,0.42,2.00,56.86,28.29,76.59,0.11,0.36,3.00,54.90,28.78,73.66,-0.03,0.32,3.00,53.43,28.29,67.32,-0.05,0.31,3.00,51.96,32.68,65.37,0.05,0.25,3.00,55.39,40.00,65.37,-0.19,0.25,4.00,47.55,27.80,62.44,-0.05,0.22,4.00,52.94,39.02,61.46,-0.37,0.24,5.00,41.18,22.93,54.63,-0.43,0.24,5.00,36.89,22.22,52.66,-0.47,0.23,5.00,35.92,20.29,52.17,-0.47,0.23,5.00,35.41,23.33,50.48,-0.44,0.22,5.00,36.36,23.33,50.00,-0.53,0.22,6.00,32.70,21.70,47.17,-0.49,0.23,5.00,33.65,22.17,47.17,-0.50,0.23,5.00,33.65,22.64,48.11,-0.51,0.23,5.00,32.69,19.14,48.80,-0.47,0.21,6.00,35.58,23.44,49.76
BENIN,BEN,-0.20,0.42,2.00,43.63,20.98,66.34,-0.17,0.30,4.00,45.10,23.90,61.95,-0.21,0.28,4.00,40.69,24.39,60.98,-0.44,0.25,5.00,37.25,20.00,52.68,-0.50,0.21,5.00,32.84,19.51,48.78,-0.48,0.20,6.00,33.82,20.49,49.27,-0.57,0.18,7.00,27.94,20.00,45.85,-0.42,0.18,9.00,38.24,23.90,50.73,-0.43,0.18,9.00,36.41,23.67,51.21,-0.49,0.17,9.00,34.95,22.22,47.34,-0.33,0.17,9.00,40.19,30.00,51.43,-0.32,0.17,9.00,41.63,29.52,51.90,-0.33,0.16,9.00,40.28,30.66,51.42,-0.38,0.18,9.00,38.86,27.36,50.94,-0.40,0.18,9.00,36.97,26.42,48.58,-0.56,0.19,8.00,31.25,20.10,44.98,-0.56,0.18,9.00,30.77,21.53,44.98
BERMUDA,BMU,1.48,0.48,1.00,92.65,73.17,100.00,1.50,0.49,1.00,94.61,73.66,100.00,1.48,0.45,1.00,92.65,76.59,100.00,1.42,0.38,1.00,90.69,74.63,100.00,1.39,0.29,1.00,90.69,77.07,99.51,1.40,0.33,1.00,89.22,77.56,99.51,1.35,0.25,1.00,90.20,76.59,99.02,1.34,0.32,1.00,91.18,73.17,99.51,1.36,0.37,1.00,90.29,72.95,99.52,1.38,0.39,1.00,89.81,73.91,100.00,1.38,0.44,1.00,90.43,72.38,100.00,1.37,0.48,1.00,89.47,70.00,100.00,1.35,0.49,1.00,89.57,70.75,100.00,1.32,0.52,1.00,88.63,66.98,100.00,1.32,0.51,1.00,89.10,67.45,100.00,0.85,0.53,1.00,77.40,52.15,94.74,0.89,0.47,1.00,78.37,55.98,93.30
BHUTAN,BTN,-0.44,0.48,1.00,31.86,11.71,62.93,-0.43,0.40,2.00,32.35,14.15,57.07,-0.37,0.35,3.00,35.29,15.61,58.05,-0.47,0.32,3.00,35.78,18.54,56.59,-0.01,0.25,3.00,52.94,39.51,65.37,-0.81,0.25,4.00,20.59,10.73,39.51,-0.43,0.21,5.00,38.73,23.41,52.68,-0.61,0.23,5.00,27.94,16.59,46.34,-0.71,0.23,5.00,23.79,15.46,41.55,-0.77,0.20,6.00,22.33,15.46,36.71,-1.10,0.18,7.00,12.92,6.19,23.81,-1.19,0.18,7.00,9.09,5.71,20.00,-1.18,0.17,7.00,10.90,6.60,21.70,-1.10,0.19,7.00,12.32,7.55,24.06,-1.08,0.19,8.00,14.69,7.08,24.06,-1.01,0.20,8.00,15.87,8.13,28.71,-0.71,0.20,8.00,27.88,13.40,40.19
BOLIVIA,BOL,0.22,0.32,4.00,58.82,38.54,74.63,0.25,0.30,5.00,58.33,38.54,75.12,0.09,0.24,6.00,55.88,36.59,66.83,-0.05,0.21,7.00,51.47,39.51,61.95,-0.06,0.18,7.00,51.96,41.46,60.98,-0.18,0.18,8.00,48.53,33.66,58.05,-0.63,0.17,8.00,25.98,19.51,44.39,-0.87,0.19,9.00,20.59,12.68,30.24,-0.97,0.19,9.00,16.99,9.18,26.57,-0.86,0.18,9.00,19.42,12.56,32.37,-0.86,0.17,9.00,22.01,11.90,31.90,-0.79,0.17,9.00,23.44,14.29,34.76,-0.74,0.17,10.00,24.17,16.04,35.38,-0.82,0.18,10.00,23.22,12.26,33.02,-0.77,0.18,10.00,24.17,15.09,34.43,-0.86,0.19,10.00,20.19,10.53,31.58,-0.91,0.18,10.00,18.75,9.09,29.67
BOSNIA AND HERZEGOVINA,BIH,-0.70,0.34,3.00,24.51,11.22,47.32,-0.82,0.28,5.00,21.08,10.73,35.12,-0.48,0.25,6.00,31.37,17.56,51.71,-0.56,0.22,7.00,31.37,19.51,45.37,-0.48,0.19,7.00,33.82,20.49,48.29,-0.19,0.18,9.00,47.06,33.17,58.05,-0.49,0.17,9.00,34.80,22.93,48.29,-0.45,0.19,9.00,34.31,22.44,50.73,-0.28,0.19,9.00,43.20,28.99,53.62,-0.16,0.18,9.00,50.49,36.23,55.07,-0.10,0.17,9.00,50.24,39.05,57.14,-0.10,0.17,9.00,49.76,39.05,55.71,-0.04,0.17,8.00,52.61,42.45,57.55,-0.05,0.17,11.00,51.66,41.51,57.55,-0.07,0.17,11.00,51.18,39.15,58.02,-0.09,0.18,10.00,50.48,38.28,58.85,-0.18,0.17,11.00,48.08,35.41,55.50
BOTSWANA,BWA,0.76,0.32,4.00,75.00,59.02,89.27,0.70,0.27,6.00,74.02,59.02,85.37,0.64,0.24,6.00,71.57,60.00,82.44,0.77,0.20,8.00,74.51,64.39,82.93,0.79,0.18,8.00,75.00,66.34,81.46,0.66,0.17,9.00,72.06,64.88,78.54,0.67,0.16,9.00,70.10,62.93,77.07,0.52,0.17,10.00,65.69,57.56,73.17,0.46,0.17,10.00,65.53,57.49,72.95,0.49,0.17,10.00,64.56,57.00,73.91,0.48,0.16,10.00,66.03,57.14,73.81,0.46,0.16,10.00,67.46,56.67,74.29,0.50,0.16,10.00,69.67,56.60,75.94,0.62,0.17,11.00,72.51,60.85,77.36,0.58,0.17,11.00,69.19,61.32,77.36,0.58,0.18,10.00,71.63,62.68,78.47,0.49,0.17,11.00,68.27,59.81,73.68
BRAZIL,BRA,0.41,0.27,6.00,65.20,50.24,76.59,0.40,0.25,7.00,66.18,52.68,76.59,0.37,0.22,7.00,64.22,54.15,74.63,0.29,0.20,8.00,61.27,52.20,69.27,0.31,0.18,8.00,62.75,54.15,67.80,0.05,0.18,9.00,56.37,46.34,64.88,0.03,0.17,9.00,54.41,46.83,61.46,-0.03,0.18,10.00,54.41,43.41,58.05,-0.03,0.18,10.00,53.40,41.55,59.42,0.06,0.18,10.00,54.37,46.86,62.80,0.10,0.17,10.00,55.02,47.14,63.33,0.16,0.17,10.00,55.02,49.05,66.19,0.17,0.16,11.00,55.92,50.94,65.57,0.10,0.17,11.00,54.98,46.70,64.15,0.08,0.17,11.00,54.50,45.75,63.21,-0.07,0.18,11.00,51.44,39.71,59.81,-0.21,0.17,11.00,46.63,33.49,55.50
BRUNEI DARUSSALAM,BRN,1.53,0.45,2.00,94.61,75.61,100.00,0.87,0.46,2.00,78.92,55.12,95.12,0.94,0.43,2.00,80.88,60.00,94.63,1.06,0.32,2.00,82.35,67.80,94.15,1.00,0.26,2.00,79.41,66.83,90.73,1.19,0.28,2.00,84.31,73.17,94.63,0.93,0.23,2.00,75.98,65.85,88.29,0.94,0.28,2.00,77.45,64.88,91.22,0.99,0.32,2.00,80.10,65.70,92.27,0.81,0.32,3.00,74.76,60.39,87.92,1.10,0.28,4.00,82.78,72.38,93.81,1.12,0.30,4.00,82.78,71.43,94.29,1.18,0.31,4.00,84.83,74.53,95.75,1.17,0.31,4.00,85.31,73.11,95.28,1.11,0.27,5.00,82.46,73.58,91.98,0.97,0.28,4.00,79.81,67.94,90.43,0.84,0.28,4.00,76.92,65.55,88.04
BULGARIA,BGR,-0.12,0.31,5.00,48.53,25.37,64.39,0.08,0.27,6.00,53.92,35.12,68.29,0.20,0.22,8.00,58.33,41.95,69.27,0.55,0.20,9.00,68.63,59.51,77.07,0.63,0.17,9.00,69.61,63.90,77.07,0.67,0.18,9.00,72.55,64.88,78.54,0.64,0.17,9.00,69.12,62.93,75.61,0.57,0.17,11.00,67.65,59.02,75.61,0.62,0.17,11.00,69.90,62.32,77.78,0.69,0.17,11.00,72.33,63.77,79.23,0.66,0.16,11.00,72.73,63.81,77.62,0.65,0.16,11.00,74.16,62.86,78.57,0.55,0.15,12.00,70.62,58.49,75.94,0.55,0.17,12.00,69.67,58.96,75.94,0.53,0.17,12.00,68.25,59.43,75.94,0.57,0.17,12.00,71.15,62.68,77.51,0.55,0.17,12.00,71.15,63.16,76.56
BURKINA FASO,BFA,-0.25,0.40,3.00,41.18,20.98,64.88,-0.39,0.30,5.00,34.31,18.05,54.63,-0.12,0.27,5.00,46.57,27.80,62.44,-0.14,0.23,6.00,49.02,33.66,60.00,-0.35,0.20,6.00,41.67,24.39,52.68,-0.34,0.19,7.00,41.67,26.83,54.15,-0.42,0.18,7.00,39.71,24.39,51.22,-0.32,0.17,10.00,43.63,28.78,54.63,-0.25,0.17,10.00,46.60,30.92,53.62,-0.17,0.17,10.00,49.51,36.71,55.07,-0.09,0.16,10.00,51.20,39.05,56.67,-0.14,0.16,10.00,48.33,37.14,54.76,-0.16,0.16,10.00,47.39,35.85,55.19,-0.11,0.17,11.00,47.87,38.21,56.60,-0.17,0.17,11.00,47.39,35.85,56.13,-0.29,0.17,11.00,43.27,31.10,54.07,-0.36,0.17,10.00,41.83,29.19,51.20
BURUNDI,BDI,-1.67,0.42,2.00,4.41,0.98,19.02,-1.59,0.30,4.00,6.86,3.41,14.15,-1.22,0.30,3.00,12.25,6.83,21.46,-1.32,0.26,4.00,8.82,3.90,19.51,-1.22,0.22,4.00,11.76,3.90,19.02,-1.20,0.21,5.00,10.78,5.37,18.54,-1.35,0.19,6.00,7.84,2.93,16.10,-1.19,0.18,8.00,11.76,4.88,19.51,-1.23,0.18,8.00,9.71,4.83,17.87,-1.23,0.18,8.00,9.22,3.86,17.39,-1.15,0.17,8.00,11.00,6.19,21.43,-1.10,0.17,8.00,12.92,6.19,22.86,-1.00,0.17,8.00,17.54,8.49,25.94,-0.94,0.18,9.00,19.91,9.91,28.77,-0.88,0.18,9.00,22.27,11.32,31.13,-0.71,0.19,9.00,27.40,16.27,37.80,-0.71,0.18,9.00,27.40,14.83,38.28
CAMBODIA,KHM,-0.05,0.33,3.00,50.00,25.85,66.34,-0.18,0.31,4.00,44.61,23.90,61.95,-0.15,0.27,5.00,43.14,26.34,62.44,-0.31,0.23,6.00,41.67,25.37,56.59,-0.46,0.19,6.00,36.76,20.98,49.27,-0.50,0.20,7.00,32.35,20.49,48.29,-0.48,0.18,8.00,35.29,22.93,48.78,-0.58,0.19,9.00,29.41,19.02,44.88,-0.47,0.19,9.00,33.01,22.22,50.72,-0.44,0.18,9.00,37.38,23.67,51.21,-0.47,0.17,9.00,34.93,24.76,46.19,-0.46,0.17,9.00,35.89,25.24,46.19,-0.57,0.16,10.00,31.75,22.17,42.45,-0.34,0.17,10.00,40.76,29.25,51.42,-0.34,0.17,10.00,40.28,30.66,52.36,-0.40,0.19,10.00,37.02,26.79,50.24,-0.48,0.18,10.00,35.10,25.36,47.85
CAMEROON,CMR,-1.13,0.32,4.00,14.71,4.88,25.85,-0.64,0.27,6.00,24.51,14.15,41.95,-0.59,0.24,6.00,26.47,14.15,40.98,-0.89,0.21,7.00,19.61,11.71,32.68,-0.83,0.18,8.00,19.61,14.15,31.22,-0.68,0.18,8.00,24.02,16.10,40.00,-0.86,0.16,9.00,20.59,12.20,26.83,-0.83,0.17,10.00,21.08,13.66,30.73,-0.83,0.17,10.00,21.84,14.01,29.95,-0.81,0.17,10.00,20.39,15.46,32.85,-0.74,0.16,10.00,24.88,17.14,34.76,-0.73,0.16,10.00,25.36,18.10,36.19,-0.79,0.16,11.00,23.22,14.62,33.02,-0.92,0.17,11.00,21.33,10.85,28.77,-0.93,0.17,11.00,18.96,10.38,27.36,-0.88,0.17,11.00,19.71,10.53,29.67,-0.91,0.17,11.00,19.23,10.53,29.19
CANADA,CAN,1.43,0.27,6.00,91.67,79.51,98.05,1.56,0.27,6.00,95.10,85.37,98.54,1.49,0.23,6.00,93.14,83.41,98.54,1.56,0.23,6.00,93.14,84.88,99.51,1.53,0.20,6.00,92.16,85.85,99.02,1.64,0.21,6.00,94.12,86.83,100.00,1.56,0.19,6.00,93.63,86.83,100.00,1.55,0.21,7.00,93.63,85.85,99.51,1.60,0.22,7.00,94.17,86.47,99.52,1.65,0.23,7.00,95.63,86.96,100.00,1.70,0.22,7.00,96.65,87.62,100.00,1.69,0.24,7.00,96.17,86.19,100.00,1.69,0.22,8.00,95.73,87.26,100.00,1.70,0.22,8.00,95.73,89.15,100.00,1.73,0.22,8.00,95.26,89.62,100.00,1.83,0.23,8.00,97.60,90.43,99.52,1.71,0.22,8.00,94.23,88.52,99.04
CAPE VERDE,CPV,-0.58,0.70,1.00,25.98,4.39,68.78,-0.21,0.37,3.00,41.67,21.46,65.37,0.00,0.34,3.00,53.92,28.78,68.78,-0.29,0.28,4.00,42.16,21.95,59.02,-0.23,0.24,4.00,46.57,26.83,57.07,-0.34,0.23,5.00,42.16,22.93,55.61,-0.31,0.21,5.00,45.10,24.88,54.15,-0.20,0.21,6.00,48.04,30.73,57.07,-0.20,0.21,6.00,50.00,30.92,57.00,-0.05,0.20,6.00,52.91,40.10,60.39,0.02,0.20,6.00,53.59,41.90,61.90,-0.04,0.20,7.00,52.15,40.48,58.57,0.07,0.19,7.00,54.50,43.40,63.21,0.06,0.21,7.00,54.03,43.40,64.15,-0.10,0.20,7.00,48.82,36.32,58.02,-0.17,0.20,7.00,48.08,33.01,57.42,-0.26,0.20,7.00,45.19,29.67,55.50
CAYMAN ISLANDS,CYM,1.00,0.48,1.00,82.35,58.54,97.56,1.01,0.49,1.00,83.33,57.07,97.56,1.23,0.45,1.00,88.73,67.32,99.02,1.42,0.38,1.00,90.69,74.63,100.00,1.39,0.29,1.00,90.69,77.07,99.51,1.42,0.33,1.00,90.20,78.54,99.51,1.35,0.25,1.00,90.20,76.59,99.02,1.34,0.32,1.00,91.18,73.17,99.51,1.36,0.37,1.00,90.29,72.95,99.52,1.13,0.39,1.00,83.98,64.25,97.58,1.14,0.34,2.00,84.21,70.48,96.67,1.14,0.36,2.00,83.25,69.52,96.67,1.13,0.36,2.00,82.94,70.28,95.75,1.11,0.35,2.00,82.46,68.87,95.28,1.12,0.34,2.00,83.89,68.87,94.81,0.87,0.35,2.00,78.37,62.68,90.43,0.82,0.34,2.00,75.96,62.68,89.95
CENTRAL AFRICAN REPUBLIC,CAF,-0.92,0.48,1.00,20.59,4.39,47.80,-0.88,0.33,3.00,18.63,7.32,35.12,-0.91,0.30,3.00,17.16,8.78,33.66,-1.13,0.25,5.00,13.73,5.85,24.88,-1.14,0.21,5.00,13.73,5.37,20.49,-1.19,0.20,6.00,11.27,5.37,18.54,-1.33,0.19,6.00,8.82,3.41,17.07,-1.27,0.20,6.00,9.80,4.39,18.54,-1.30,0.20,6.00,8.25,3.38,16.91,-1.22,0.20,5.00,9.71,3.86,18.84,-1.25,0.17,8.00,7.66,5.24,17.62,-1.15,0.17,8.00,11.96,5.71,21.43,-1.18,0.17,8.00,10.43,6.60,21.70,-1.08,0.19,8.00,13.27,8.02,24.53,-1.17,0.18,8.00,11.37,6.13,22.64,-1.36,0.19,8.00,7.21,4.78,13.88,-1.44,0.18,8.00,5.29,2.87,11.96
CHAD,TCD,-1.30,0.42,2.00,9.31,1.95,25.85,-0.93,0.30,4.00,16.67,7.32,32.20,-0.78,0.28,4.00,20.10,12.20,36.59,-0.92,0.25,5.00,19.12,7.80,34.15,-0.91,0.21,6.00,18.14,10.24,28.78,-0.83,0.20,7.00,20.10,12.20,32.20,-1.17,0.18,7.00,11.76,6.34,20.00,-1.08,0.18,9.00,15.20,8.78,21.46,-1.12,0.18,9.00,13.11,6.76,22.22,-1.16,0.17,9.00,12.14,5.31,19.32,-1.04,0.17,9.00,14.83,6.19,24.29,-1.06,0.17,9.00,14.83,7.62,24.29,-1.01,0.16,9.00,16.11,8.49,24.53,-1.07,0.18,9.00,13.74,8.02,24.53,-0.99,0.18,9.00,17.06,8.96,26.42,-1.14,0.19,9.00,10.58,5.74,22.97,-1.20,0.18,9.00,9.62,5.26,19.62
CHILE,CHL,1.64,0.27,6.00,96.57,85.85,99.51,1.40,0.25,7.00,92.16,80.49,97.56,1.41,0.22,7.00,91.18,82.44,96.10,1.44,0.20,8.00,91.18,82.93,97.56,1.47,0.18,8.00,91.18,84.88,97.56,1.42,0.18,9.00,89.71,81.46,95.61,1.41,0.17,9.00,90.69,83.41,99.02,1.48,0.18,10.00,92.16,85.37,98.05,1.51,0.18,10.00,92.23,86.47,97.58,1.53,0.18,9.00,92.72,86.47,98.07,1.47,0.18,9.00,92.82,84.76,97.14,1.45,0.18,9.00,91.87,83.81,97.62,1.47,0.17,10.00,91.94,84.91,95.75,1.55,0.18,10.00,93.36,86.79,98.11,1.49,0.18,10.00,91.94,86.32,96.70,1.50,0.19,10.00,91.83,86.60,96.17,1.35,0.18,10.00,89.42,80.38,92.34
CHINA,CHN,-0.14,0.27,6.00,47.55,25.85,62.44,-0.26,0.25,7.00,37.25,23.90,55.61,-0.33,0.22,7.00,36.27,23.90,55.12,-0.53,0.20,8.00,33.33,20.00,44.88,-0.34,0.18,8.00,42.65,26.83,52.20,-0.28,0.18,9.00,44.61,29.27,55.61,-0.13,0.17,9.00,50.49,41.46,57.07,-0.18,0.18,10.00,48.53,34.15,55.12,-0.15,0.18,10.00,50.97,34.78,57.00,-0.13,0.18,10.00,51.46,38.16,56.04,-0.20,0.17,10.00,45.93,34.76,53.81,-0.22,0.17,10.00,44.50,34.76,53.33,-0.21,0.16,11.00,44.08,35.38,54.25,-0.24,0.17,11.00,44.08,32.55,53.77,-0.28,0.17,11.00,44.55,31.13,53.30,-0.27,0.18,11.00,44.71,31.10,54.55,-0.27,0.17,11.00,44.23,31.10,54.55
COLOMBIA,COL,0.08,0.27,6.00,55.88,36.10,67.80,0.05,0.25,7.00,53.43,35.12,66.83,0.14,0.22,7.00,56.37,40.49,67.32,0.02,0.20,8.00,55.39,41.95,63.41,-0.08,0.18,8.00,50.49,40.49,60.00,-0.02,0.18,9.00,54.41,43.41,63.90,0.06,0.17,9.00,54.90,48.29,61.95,0.12,0.18,10.00,55.88,48.78,63.90,0.25,0.18,10.00,58.25,52.17,68.60,0.27,0.18,10.00,59.22,53.62,67.63,0.16,0.17,10.00,55.98,49.05,65.24,0.26,0.17,10.00,57.89,53.33,69.52,0.37,0.16,11.00,62.09,55.19,73.58,0.40,0.17,11.00,64.93,55.66,73.58,0.41,0.17,11.00,63.98,56.13,73.58,0.50,0.18,11.00,67.79,58.85,75.60,0.45,0.17,11.00,67.31,57.42,73.68
COMOROS,COM,-1.16,0.48,1.00,13.73,2.44,36.10,-1.26,0.33,3.00,10.78,5.37,22.44,-1.29,0.30,3.00,10.29,4.88,19.51,-1.16,0.30,3.00,12.75,4.39,25.85,-1.44,0.25,3.00,6.86,2.93,17.07,-1.49,0.23,4.00,5.88,2.93,13.17,-1.56,0.21,4.00,4.90,2.44,11.71,-1.50,0.23,4.00,4.41,2.93,13.66,-1.46,0.24,4.00,5.34,2.90,15.94,-1.51,0.21,5.00,3.88,2.90,12.56,-1.55,0.22,5.00,4.78,2.86,9.52,-1.43,0.22,5.00,5.74,2.86,14.29,-1.36,0.21,5.00,7.11,2.83,16.04,-1.39,0.24,5.00,7.58,2.83,17.45,-1.20,0.23,5.00,10.43,4.25,23.58,-1.11,0.23,5.00,11.54,4.78,26.79,-1.03,0.22,5.00,12.98,5.74,28.71
"CONGO, DEM. REP.",ZAR,-1.83,0.40,3.00,2.94,0.49,13.17,-2.41,0.30,5.00,0.49,0.00,4.39,-2.11,0.29,4.00,1.96,0.00,6.83,-1.51,0.24,5.00,5.88,2.93,14.15,-1.50,0.20,5.00,4.90,2.93,13.17,-1.59,0.18,7.00,4.90,2.44,8.78,-1.62,0.17,7.00,3.92,2.44,8.78,-1.31,0.20,6.00,8.82,3.90,17.07,-1.26,0.20,6.00,9.22,4.35,17.87,-1.30,0.19,7.00,7.77,3.86,16.43,-1.53,0.17,9.00,5.26,2.86,7.62,-1.58,0.16,9.00,4.31,2.86,7.62,-1.52,0.16,9.00,5.21,2.83,9.43,-1.49,0.18,9.00,5.21,2.83,10.85,-1.23,0.18,9.00,9.95,5.19,18.87,-1.36,0.18,9.00,6.73,4.78,13.40,-1.34,0.18,9.00,6.25,4.31,12.92
"CONGO, REP.",COG,-1.28,0.40,3.00,10.29,2.44,25.37,-1.22,0.30,5.00,11.27,6.34,22.44,-1.25,0.27,5.00,11.27,6.83,19.51,-1.06,0.25,5.00,15.20,7.32,27.32,-1.10,0.22,5.00,14.71,6.83,21.46,-0.97,0.21,6.00,15.69,8.78,27.80,-1.29,0.17,8.00,9.80,4.88,17.07,-1.21,0.18,8.00,11.27,4.39,19.02,-1.20,0.18,8.00,11.65,4.83,19.32,-1.26,0.18,8.00,8.25,3.86,16.43,-1.28,0.17,9.00,6.22,5.24,16.67,-1.27,0.16,9.00,7.66,5.24,18.10,-1.26,0.16,9.00,9.00,5.19,18.40,-1.36,0.18,9.00,8.06,2.83,14.15,-1.33,0.18,9.00,8.06,2.83,16.04,-1.22,0.18,9.00,9.62,4.78,19.14,-1.19,0.18,9.00,10.10,5.26,19.62
COOK ISLANDS,COK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.36,0.92,1.00,63.24,13.17,98.54,0.34,0.91,1.00,63.24,13.66,98.05,0.26,0.56,1.00,61.76,24.88,84.88,0.21,0.67,1.00,61.76,18.05,86.83,0.59,0.85,1.00,67.16,22.44,100.00,0.59,0.75,1.00,68.63,26.34,98.54,0.09,0.62,1.00,56.31,17.87,84.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.95,0.53,1.00,19.62,2.86,51.43,-1.24,0.48,1.00,8.13,2.86,36.19,-1.17,0.51,1.00,11.37,2.36,40.09,-1.14,0.56,1.00,11.85,1.89,44.81,-1.15,0.56,1.00,12.32,1.89,45.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COSTA RICA,CRI,0.68,0.29,5.00,72.06,57.56,85.37,0.83,0.30,5.00,77.45,62.44,91.22,0.61,0.24,6.00,70.59,58.54,82.44,0.39,0.21,7.00,64.22,56.59,73.66,0.60,0.18,7.00,67.65,62.44,76.10,0.53,0.18,8.00,67.65,62.44,76.59,0.58,0.17,8.00,66.67,61.46,75.12,0.38,0.19,8.00,63.24,54.63,71.22,0.42,0.19,8.00,64.56,56.52,72.95,0.46,0.19,8.00,64.08,56.04,73.91,0.42,0.18,8.00,65.07,55.71,73.81,0.46,0.18,8.00,67.94,55.24,75.71,0.45,0.19,7.00,65.88,55.66,75.94,0.58,0.20,8.00,70.14,58.96,77.36,0.59,0.20,8.00,69.67,59.43,77.83,0.53,0.19,9.00,70.19,59.33,76.08,0.49,0.19,9.00,68.75,58.85,75.60
C‚TE D'IVOIRE,CIV,-0.48,0.32,4.00,29.90,18.05,54.15,-0.26,0.27,6.00,37.75,22.93,56.59,-0.54,0.24,6.00,28.92,15.61,43.90,-0.45,0.21,7.00,36.76,21.46,49.76,-0.82,0.18,7.00,20.10,14.15,31.22,-0.96,0.18,8.00,16.67,9.76,24.88,-0.96,0.17,8.00,18.14,11.22,24.88,-0.91,0.18,9.00,18.63,11.71,27.80,-0.84,0.18,8.00,20.87,12.56,29.95,-0.89,0.17,10.00,18.45,12.08,29.95,-0.95,0.16,10.00,18.66,9.52,26.67,-0.91,0.16,10.00,19.62,10.48,27.62,-0.86,0.16,10.00,21.80,11.79,31.60,-0.76,0.17,11.00,24.64,15.57,33.96,-0.73,0.17,11.00,24.64,16.04,35.38,-0.58,0.17,11.00,30.77,20.10,42.58,-0.52,0.17,11.00,32.69,24.88,46.41
